MP9,崭新出厂,普通,776185,MP9 | 野百合,42,16499.5,15810.02,0.96,2024-06-17
MP9,久经沙场,普通,45273,MP9 | 黑砂,644,0.32,0.58,1.81,2024-06-17
MP9,久经沙场,普通,35673,MP9 | 橘皮涂装,443,0.31,0.51,1.65,2024-06-17
MP9,破损不堪,普通,35675,MP9 | 橘皮涂装,54,0.3,0.51,1.7,2024-06-17
MP9,久经沙场,普通,921420,MP9 | 羽量级,969,0.29,0.51,1.76,2024-06-17
MP9,战痕累累,普通,45271,MP9 | 黑砂,152,0.28,0.51,1.82,2024-06-17
MP9,战痕累累,普通,35671,MP9 | 橘皮涂装,83,0.27,0.44,1.63,2024-06-17
MP9,久经沙场,纪念品,761328,MP9（纪念品） | 滑移,1183,0.25,0.36,1.44,2024-06-17
MP9,破损不堪,纪念品,761352,MP9（纪念品） | 滑移,151,0.24,0.51,2.12,2024-06-17
MP9,破损不堪,普通,45275,MP9 | 黑砂,181,0.23,0.44,1.91,2024-06-17
MP9,战痕累累,普通,921438,MP9 | 羽量级,369,0.2,0.44,2.2,2024-06-17
MP9,破损不堪,普通,921419,MP9 | 羽量级,535,0.2,0.44,2.2,2024-06-17
MP9,战痕累累,纪念品,761338,MP9（纪念品） | 滑移,219,0.13,0.44,3.38,2024-06-17
MP9,略有磨损,普通,762100,MP9 | 滑移,683,0.07,0.22,3.14,2024-06-17
MP9,略有磨损,普通,35690,MP9 | 沙漠虚线,290,0.06,0.22,3.67,2024-06-17
MP9,破损不堪,普通,762103,MP9 | 滑移,125,0.04,0.22,5.5,2024-06-17
MP9,久经沙场,普通,762070,MP9 | 滑移,984,0.05,0.22,4.4,2024-06-17
MP9,战痕累累,普通,762053,MP9 | 滑移,205,0.04,0.22,5.5,2024-06-17
MP9,破损不堪,普通,35691,MP9 | 沙漠虚线,55,0.03,0.22,7.33,2024-06-17
MP9,久经沙场,普通,35689,MP9 | 沙漠虚线,684,0.03,0.22,7.33,2024-06-17
MP9,战痕累累,普通,35687,MP9 | 沙漠虚线,251,0.02,0.22,11.0,2024-06-17
MP9,久经沙场,普通,45273,MP9 | 黑砂,644,0.32,0.58,1.81,2024-06-17
MP9,久经沙场,普通,35673,MP9 | 橘皮涂装,443,0.31,0.51,1.65,2024-06-17
MP9,破损不堪,普通,35675,MP9 | 橘皮涂装,54,0.3,0.51,1.7,2024-06-17
MP9,久经沙场,普通,921420,MP9 | 羽量级,969,0.29,0.51,1.76,2024-06-17
MP9,战痕累累,普通,45271,MP9 | 黑砂,152,0.28,0.51,1.82,2024-06-17
MP9,战痕累累,普通,35671,MP9 | 橘皮涂装,83,0.27,0.44,1.63,2024-06-17
MP9,久经沙场,纪念品,761328,MP9（纪念品） | 滑移,1183,0.25,0.36,1.44,2024-06-17
MP9,破损不堪,纪念品,761352,MP9（纪念品） | 滑移,151,0.24,0.51,2.12,2024-06-17
MP9,破损不堪,普通,45275,MP9 | 黑砂,181,0.23,0.44,1.91,2024-06-17
MP9,战痕累累,普通,921438,MP9 | 羽量级,369,0.2,0.44,2.2,2024-06-17
MP9,破损不堪,普通,921419,MP9 | 羽量级,535,0.2,0.44,2.2,2024-06-17
MP9,战痕累累,纪念品,761338,MP9（纪念品） | 滑移,219,0.13,0.44,3.38,2024-06-17
MP9,略有磨损,普通,762100,MP9 | 滑移,683,0.07,0.22,3.14,2024-06-17
MP9,略有磨损,普通,35690,MP9 | 沙漠虚线,290,0.06,0.22,3.67,2024-06-17
MP9,破损不堪,普通,762103,MP9 | 滑移,125,0.04,0.22,5.5,2024-06-17
MP9,久经沙场,普通,762070,MP9 | 滑移,984,0.05,0.22,4.4,2024-06-17
MP9,战痕累累,普通,762053,MP9 | 滑移,205,0.04,0.22,5.5,2024-06-17
MP9,破损不堪,普通,35691,MP9 | 沙漠虚线,55,0.03,0.22,7.33,2024-06-17
MP9,久经沙场,普通,35689,MP9 | 沙漠虚线,684,0.03,0.22,7.33,2024-06-17
MP9,战痕累累,普通,35687,MP9 | 沙漠虚线,251,0.02,0.22,11.0,2024-06-17
