XM1014,破损不堪,纪念品,38137,XM1014（纪念品） | 加州迷彩,1,3499.5,3003.41,0.86,2024-06-17
XM1014,战痕累累,StatTrak™,956479,XM1014（StatTrak™） | 刺青,83,1.26,1.52,1.21,2024-06-17
XM1014,破损不堪,普通,887050,XM1014 | 行尸攻势,86,1.25,1.81,1.45,2024-06-17
XM1014,久经沙场,普通,42293,XM1014 | 剧毒水银,85,1.24,1.52,1.23,2024-06-17
XM1014,战痕累累,普通,887030,XM1014 | 行尸攻势,72,1.23,1.89,1.54,2024-06-17
XM1014,崭新出厂,普通,45373,XM1014 | 锈蚀烈焰,183,1.07,1.52,1.42,2024-06-17
XM1014,崭新出厂,普通,42252,XM1014 | 蓝色云杉,264,0.99,1.16,1.17,2024-06-17
XM1014,略有磨损,普通,956468,XM1014 | 刺青,497,0.91,1.31,1.44,2024-06-17
XM1014,略有磨损,普通,42318,XM1014 | 滑流,550,0.89,1.38,1.55,2024-06-17
XM1014,崭新出厂,普通,927302,XM1014 | 象形文字,229,0.88,1.31,1.49,2024-06-17
XM1014,崭新出厂,纪念品,876917,XM1014（纪念品） | 蓝色轮胎,266,0.81,1.23,1.52,2024-06-17
XM1014,破损不堪,StatTrak™,45351,XM1014（StatTrak™） | 锈蚀烈焰,23,0.81,1.45,1.79,2024-06-17
XM1014,崭新出厂,普通,42257,XM1014 | 蓝钢,514,0.81,1.09,1.35,2024-06-17
XM1014,战痕累累,普通,42305,XM1014 | 斯康里娅,46,0.8,1.16,1.45,2024-06-17
XM1014,破损不堪,普通,42309,XM1014 | 斯康里娅,44,0.77,1.09,1.42,2024-06-17
XM1014,略有磨损,纪念品,772910,XM1014（纪念品） | 都市穿孔,171,0.76,1.09,1.43,2024-06-17
XM1014,久经沙场,StatTrak™,45349,XM1014（StatTrak™） | 锈蚀烈焰,253,0.63,0.94,1.49,2024-06-17
XM1014,久经沙场,普通,42317,XM1014 | 滑流,226,0.6,0.87,1.45,2024-06-17
XM1014,战痕累累,普通,956489,XM1014 | 刺青,137,0.59,0.65,1.1,2024-06-17
XM1014,破损不堪,普通,42319,XM1014 | 滑流,15,0.58,0.94,1.62,2024-06-17
XM1014,久经沙场,普通,956460,XM1014 | 刺青,548,0.56,0.8,1.43,2024-06-17
XM1014,破损不堪,普通,956600,XM1014 | 刺青,53,0.51,0.8,1.57,2024-06-17
XM1014,略有磨损,普通,45405,XM1014 | 锈蚀烈焰,376,0.51,0.8,1.57,2024-06-17
XM1014,破损不堪,纪念品,772906,XM1014（纪念品） | 都市穿孔,109,0.48,0.65,1.35,2024-06-17
XM1014,战痕累累,StatTrak™,45347,XM1014（StatTrak™） | 锈蚀烈焰,53,0.49,0.8,1.63,2024-06-17
XM1014,崭新出厂,普通,42267,XM1014 | 加州迷彩,443,0.48,0.73,1.52,2024-06-17
XM1014,破损不堪,纪念品,876946,XM1014（纪念品） | 蓝色轮胎,36,0.46,0.51,1.11,2024-06-17
XM1014,战痕累累,纪念品,772907,XM1014（纪念品） | 都市穿孔,109,0.37,0.51,1.38,2024-06-17
XM1014,略有磨损,普通,42269,XM1014 | 加州迷彩,366,0.34,0.51,1.5,2024-06-17
XM1014,略有磨损,普通,927319,XM1014 | 象形文字,550,0.33,0.51,1.55,2024-06-17
XM1014,战痕累累,普通,42315,XM1014 | 滑流,24,0.32,0.73,2.28,2024-06-17
XM1014,略有磨损,普通,42259,XM1014 | 蓝钢,504,0.32,0.51,1.59,2024-06-17
XM1014,久经沙场,普通,45374,XM1014 | 锈蚀烈焰,979,0.3,0.58,1.93,2024-06-17
XM1014,战痕累累,普通,45404,XM1014 | 锈蚀烈焰,104,0.27,0.44,1.63,2024-06-17
XM1014,略有磨损,纪念品,876885,XM1014（纪念品） | 蓝色轮胎,176,0.26,0.44,1.69,2024-06-17
XM1014,破损不堪,普通,45375,XM1014 | 锈蚀烈焰,116,0.24,0.58,2.42,2024-06-17
XM1014,久经沙场,普通,42268,XM1014 | 加州迷彩,345,0.23,0.44,1.91,2024-06-17
XM1014,略有磨损,纪念品,929032,XM1014（纪念品） | 象形文字,438,0.22,0.44,2.0,2024-06-17
XM1014,久经沙场,普通,927297,XM1014 | 象形文字,388,0.22,0.44,2.0,2024-06-17
XM1014,久经沙场,普通,42258,XM1014 | 蓝钢,628,0.21,0.36,1.71,2024-06-17
XM1014,战痕累累,普通,927321,XM1014 | 象形文字,224,0.2,0.36,1.8,2024-06-17
XM1014,破损不堪,普通,42270,XM1014 | 加州迷彩,42,0.19,0.44,2.32,2024-06-17
XM1014,战痕累累,普通,42266,XM1014 | 加州迷彩,64,0.19,0.44,2.32,2024-06-17
XM1014,破损不堪,普通,42260,XM1014 | 蓝钢,153,0.18,0.36,2.0,2024-06-17
XM1014,战痕累累,普通,42256,XM1014 | 蓝钢,416,0.17,0.36,2.12,2024-06-17
XM1014,破损不堪,普通,927295,XM1014 | 象形文字,435,0.17,0.36,2.12,2024-06-17
XM1014,战痕累累,纪念品,876913,XM1014（纪念品） | 蓝色轮胎,49,0.15,0.44,2.93,2024-06-17
XM1014,久经沙场,纪念品,876891,XM1014（纪念品） | 蓝色轮胎,324,0.14,0.29,2.07,2024-06-17
XM1014,久经沙场,纪念品,772904,XM1014（纪念品） | 都市穿孔,448,0.15,0.36,2.4,2024-06-17
XM1014,略有磨损,普通,42254,XM1014 | 蓝色云杉,1097,0.06,0.22,3.67,2024-06-17
XM1014,久经沙场,纪念品,929018,XM1014（纪念品） | 象形文字,362,0.05,0.22,4.4,2024-06-17
XM1014,战痕累累,纪念品,929048,XM1014（纪念品） | 象形文字,152,0.03,0.22,7.33,2024-06-17
XM1014,破损不堪,普通,42255,XM1014 | 蓝色云杉,264,0.03,0.22,7.33,2024-06-17
XM1014,破损不堪,纪念品,929043,XM1014（纪念品） | 象形文字,184,0.02,0.22,11.0,2024-06-17
XM1014,战痕累累,普通,42251,XM1014 | 蓝色云杉,383,0.02,0.22,11.0,2024-06-17
XM1014,久经沙场,普通,42253,XM1014 | 蓝色云杉,2025,0.02,0.22,11.0,2024-06-17
XM1014,破损不堪,普通,42295,XM1014 | 剧毒水银,28,1.45,2.32,1.6,2024-06-17
XM1014,久经沙场,StatTrak™,956458,XM1014（StatTrak™） | 刺青,185,1.41,1.89,1.34,2024-06-17
XM1014,久经沙场,普通,886673,XM1014 | 行尸攻势,1737,1.38,1.89,1.37,2024-06-17
XM1014,破损不堪,StatTrak™,956595,XM1014（StatTrak™） | 刺青,49,1.36,2.1,1.54,2024-06-17
XM1014,战痕累累,StatTrak™,39803,XM1014（StatTrak™） | 滑流,17,1.35,1.81,1.34,2024-06-17
XM1014,久经沙场,StatTrak™,39805,XM1014（StatTrak™） | 滑流,322,1.3,1.81,1.39,2024-06-17
XM1014,战痕累累,StatTrak™,956479,XM1014（StatTrak™） | 刺青,83,1.26,1.52,1.21,2024-06-17
XM1014,破损不堪,普通,887050,XM1014 | 行尸攻势,86,1.25,1.81,1.45,2024-06-17
XM1014,久经沙场,普通,42293,XM1014 | 剧毒水银,85,1.24,1.52,1.23,2024-06-17
XM1014,战痕累累,普通,887030,XM1014 | 行尸攻势,72,1.23,1.89,1.54,2024-06-17
XM1014,崭新出厂,普通,45373,XM1014 | 锈蚀烈焰,183,1.07,1.52,1.42,2024-06-17
XM1014,崭新出厂,普通,42252,XM1014 | 蓝色云杉,264,0.99,1.16,1.17,2024-06-17
XM1014,略有磨损,普通,956468,XM1014 | 刺青,497,0.91,1.31,1.44,2024-06-17
XM1014,略有磨损,普通,42318,XM1014 | 滑流,550,0.89,1.38,1.55,2024-06-17
XM1014,崭新出厂,普通,927302,XM1014 | 象形文字,229,0.88,1.31,1.49,2024-06-17
XM1014,崭新出厂,纪念品,876917,XM1014（纪念品） | 蓝色轮胎,266,0.81,1.23,1.52,2024-06-17
XM1014,破损不堪,StatTrak™,45351,XM1014（StatTrak™） | 锈蚀烈焰,23,0.81,1.45,1.79,2024-06-17
XM1014,崭新出厂,普通,42257,XM1014 | 蓝钢,514,0.81,1.09,1.35,2024-06-17
XM1014,战痕累累,普通,42305,XM1014 | 斯康里娅,46,0.8,1.16,1.45,2024-06-17
XM1014,破损不堪,普通,42309,XM1014 | 斯康里娅,44,0.77,1.09,1.42,2024-06-17
XM1014,略有磨损,纪念品,772910,XM1014（纪念品） | 都市穿孔,171,0.76,1.09,1.43,2024-06-17
XM1014,久经沙场,StatTrak™,45349,XM1014（StatTrak™） | 锈蚀烈焰,253,0.63,0.94,1.49,2024-06-17
XM1014,久经沙场,普通,42317,XM1014 | 滑流,226,0.6,0.87,1.45,2024-06-17
XM1014,战痕累累,普通,956489,XM1014 | 刺青,137,0.59,0.65,1.1,2024-06-17
XM1014,破损不堪,普通,42319,XM1014 | 滑流,15,0.58,0.94,1.62,2024-06-17
XM1014,久经沙场,普通,956460,XM1014 | 刺青,548,0.56,0.8,1.43,2024-06-17
XM1014,破损不堪,普通,956600,XM1014 | 刺青,53,0.51,0.8,1.57,2024-06-17
XM1014,略有磨损,普通,45405,XM1014 | 锈蚀烈焰,376,0.51,0.8,1.57,2024-06-17
XM1014,破损不堪,纪念品,772906,XM1014（纪念品） | 都市穿孔,109,0.48,0.65,1.35,2024-06-17
XM1014,战痕累累,StatTrak™,45347,XM1014（StatTrak™） | 锈蚀烈焰,53,0.49,0.8,1.63,2024-06-17
XM1014,崭新出厂,普通,42267,XM1014 | 加州迷彩,443,0.48,0.73,1.52,2024-06-17
XM1014,破损不堪,纪念品,876946,XM1014（纪念品） | 蓝色轮胎,36,0.46,0.51,1.11,2024-06-17
XM1014,战痕累累,纪念品,772907,XM1014（纪念品） | 都市穿孔,109,0.37,0.51,1.38,2024-06-17
XM1014,略有磨损,普通,42269,XM1014 | 加州迷彩,366,0.34,0.51,1.5,2024-06-17
XM1014,略有磨损,普通,927319,XM1014 | 象形文字,550,0.33,0.51,1.55,2024-06-17
XM1014,战痕累累,普通,42315,XM1014 | 滑流,24,0.32,0.73,2.28,2024-06-17
XM1014,略有磨损,普通,42259,XM1014 | 蓝钢,504,0.32,0.51,1.59,2024-06-17
XM1014,久经沙场,普通,45374,XM1014 | 锈蚀烈焰,979,0.3,0.58,1.93,2024-06-17
XM1014,战痕累累,普通,45404,XM1014 | 锈蚀烈焰,104,0.27,0.44,1.63,2024-06-17
XM1014,略有磨损,纪念品,876885,XM1014（纪念品） | 蓝色轮胎,176,0.26,0.44,1.69,2024-06-17
XM1014,破损不堪,普通,45375,XM1014 | 锈蚀烈焰,116,0.24,0.58,2.42,2024-06-17
XM1014,久经沙场,普通,42268,XM1014 | 加州迷彩,345,0.23,0.44,1.91,2024-06-17
XM1014,略有磨损,纪念品,929032,XM1014（纪念品） | 象形文字,438,0.22,0.44,2.0,2024-06-17
XM1014,久经沙场,普通,927297,XM1014 | 象形文字,388,0.22,0.44,2.0,2024-06-17
XM1014,久经沙场,普通,42258,XM1014 | 蓝钢,628,0.21,0.36,1.71,2024-06-17
XM1014,战痕累累,普通,927321,XM1014 | 象形文字,224,0.2,0.36,1.8,2024-06-17
XM1014,破损不堪,普通,42270,XM1014 | 加州迷彩,42,0.19,0.44,2.32,2024-06-17
XM1014,战痕累累,普通,42266,XM1014 | 加州迷彩,64,0.19,0.44,2.32,2024-06-17
XM1014,破损不堪,普通,42260,XM1014 | 蓝钢,153,0.18,0.36,2.0,2024-06-17
XM1014,战痕累累,普通,42256,XM1014 | 蓝钢,416,0.17,0.36,2.12,2024-06-17
XM1014,破损不堪,普通,927295,XM1014 | 象形文字,435,0.17,0.36,2.12,2024-06-17
XM1014,战痕累累,纪念品,876913,XM1014（纪念品） | 蓝色轮胎,49,0.15,0.44,2.93,2024-06-17
XM1014,久经沙场,纪念品,876891,XM1014（纪念品） | 蓝色轮胎,324,0.14,0.29,2.07,2024-06-17
XM1014,久经沙场,纪念品,772904,XM1014（纪念品） | 都市穿孔,448,0.15,0.36,2.4,2024-06-17
XM1014,略有磨损,普通,42254,XM1014 | 蓝色云杉,1097,0.06,0.22,3.67,2024-06-17
XM1014,久经沙场,纪念品,929018,XM1014（纪念品） | 象形文字,362,0.05,0.22,4.4,2024-06-17
XM1014,战痕累累,纪念品,929048,XM1014（纪念品） | 象形文字,152,0.03,0.22,7.33,2024-06-17
XM1014,破损不堪,普通,42255,XM1014 | 蓝色云杉,264,0.03,0.22,7.33,2024-06-17
XM1014,破损不堪,纪念品,929043,XM1014（纪念品） | 象形文字,184,0.02,0.22,11.0,2024-06-17
XM1014,战痕累累,普通,42251,XM1014 | 蓝色云杉,383,0.02,0.22,11.0,2024-06-17
XM1014,久经沙场,普通,42253,XM1014 | 蓝色云杉,2025,0.02,0.22,11.0,2024-06-17
XM1014,破损不堪,普通,42295,XM1014 | 剧毒水银,28,1.45,2.32,1.6,2024-06-17
XM1014,久经沙场,StatTrak™,956458,XM1014（StatTrak™） | 刺青,185,1.41,1.89,1.34,2024-06-17
XM1014,久经沙场,普通,886673,XM1014 | 行尸攻势,1737,1.38,1.89,1.37,2024-06-17
XM1014,破损不堪,StatTrak™,956595,XM1014（StatTrak™） | 刺青,49,1.36,2.1,1.54,2024-06-17
XM1014,战痕累累,StatTrak™,39803,XM1014（StatTrak™） | 滑流,17,1.35,1.81,1.34,2024-06-17
XM1014,久经沙场,StatTrak™,39805,XM1014（StatTrak™） | 滑流,322,1.3,1.81,1.39,2024-06-17
XM1014,战痕累累,StatTrak™,956479,XM1014（StatTrak™） | 刺青,83,1.26,1.52,1.21,2024-06-17
XM1014,破损不堪,普通,887050,XM1014 | 行尸攻势,86,1.25,1.81,1.45,2024-06-17
XM1014,久经沙场,普通,42293,XM1014 | 剧毒水银,85,1.24,1.52,1.23,2024-06-17
XM1014,战痕累累,普通,887030,XM1014 | 行尸攻势,72,1.23,1.89,1.54,2024-06-17
XM1014,崭新出厂,普通,45373,XM1014 | 锈蚀烈焰,183,1.07,1.52,1.42,2024-06-17
XM1014,崭新出厂,普通,42252,XM1014 | 蓝色云杉,264,0.99,1.16,1.17,2024-06-17
XM1014,略有磨损,普通,956468,XM1014 | 刺青,497,0.91,1.31,1.44,2024-06-17
XM1014,略有磨损,普通,42318,XM1014 | 滑流,550,0.89,1.38,1.55,2024-06-17
XM1014,崭新出厂,普通,927302,XM1014 | 象形文字,229,0.88,1.31,1.49,2024-06-17
XM1014,崭新出厂,纪念品,876917,XM1014（纪念品） | 蓝色轮胎,266,0.81,1.23,1.52,2024-06-17
XM1014,破损不堪,StatTrak™,45351,XM1014（StatTrak™） | 锈蚀烈焰,23,0.81,1.45,1.79,2024-06-17
XM1014,崭新出厂,普通,42257,XM1014 | 蓝钢,514,0.81,1.09,1.35,2024-06-17
XM1014,战痕累累,普通,42305,XM1014 | 斯康里娅,46,0.8,1.16,1.45,2024-06-17
XM1014,破损不堪,普通,42309,XM1014 | 斯康里娅,44,0.77,1.09,1.42,2024-06-17
XM1014,略有磨损,纪念品,772910,XM1014（纪念品） | 都市穿孔,171,0.76,1.09,1.43,2024-06-17
XM1014,久经沙场,StatTrak™,45349,XM1014（StatTrak™） | 锈蚀烈焰,253,0.63,0.94,1.49,2024-06-17
XM1014,久经沙场,普通,42317,XM1014 | 滑流,226,0.6,0.87,1.45,2024-06-17
XM1014,战痕累累,普通,956489,XM1014 | 刺青,137,0.59,0.65,1.1,2024-06-17
XM1014,破损不堪,普通,42319,XM1014 | 滑流,15,0.58,0.94,1.62,2024-06-17
XM1014,久经沙场,普通,956460,XM1014 | 刺青,548,0.56,0.8,1.43,2024-06-17
XM1014,破损不堪,普通,956600,XM1014 | 刺青,53,0.51,0.8,1.57,2024-06-17
XM1014,略有磨损,普通,45405,XM1014 | 锈蚀烈焰,376,0.51,0.8,1.57,2024-06-17
XM1014,破损不堪,纪念品,772906,XM1014（纪念品） | 都市穿孔,109,0.48,0.65,1.35,2024-06-17
XM1014,战痕累累,StatTrak™,45347,XM1014（StatTrak™） | 锈蚀烈焰,53,0.49,0.8,1.63,2024-06-17
XM1014,崭新出厂,普通,42267,XM1014 | 加州迷彩,443,0.48,0.73,1.52,2024-06-17
XM1014,破损不堪,纪念品,876946,XM1014（纪念品） | 蓝色轮胎,36,0.46,0.51,1.11,2024-06-17
XM1014,战痕累累,纪念品,772907,XM1014（纪念品） | 都市穿孔,109,0.37,0.51,1.38,2024-06-17
XM1014,略有磨损,普通,42269,XM1014 | 加州迷彩,366,0.34,0.51,1.5,2024-06-17
XM1014,略有磨损,普通,927319,XM1014 | 象形文字,550,0.33,0.51,1.55,2024-06-17
XM1014,战痕累累,普通,42315,XM1014 | 滑流,24,0.32,0.73,2.28,2024-06-17
XM1014,略有磨损,普通,42259,XM1014 | 蓝钢,504,0.32,0.51,1.59,2024-06-17
XM1014,久经沙场,普通,45374,XM1014 | 锈蚀烈焰,979,0.3,0.58,1.93,2024-06-17
XM1014,战痕累累,普通,45404,XM1014 | 锈蚀烈焰,104,0.27,0.44,1.63,2024-06-17
XM1014,略有磨损,纪念品,876885,XM1014（纪念品） | 蓝色轮胎,176,0.26,0.44,1.69,2024-06-17
XM1014,破损不堪,普通,45375,XM1014 | 锈蚀烈焰,116,0.24,0.58,2.42,2024-06-17
XM1014,久经沙场,普通,42268,XM1014 | 加州迷彩,345,0.23,0.44,1.91,2024-06-17
XM1014,略有磨损,纪念品,929032,XM1014（纪念品） | 象形文字,438,0.22,0.44,2.0,2024-06-17
XM1014,久经沙场,普通,927297,XM1014 | 象形文字,388,0.22,0.44,2.0,2024-06-17
XM1014,久经沙场,普通,42258,XM1014 | 蓝钢,628,0.21,0.36,1.71,2024-06-17
XM1014,战痕累累,普通,927321,XM1014 | 象形文字,224,0.2,0.36,1.8,2024-06-17
XM1014,破损不堪,普通,42270,XM1014 | 加州迷彩,42,0.19,0.44,2.32,2024-06-17
XM1014,战痕累累,普通,42266,XM1014 | 加州迷彩,64,0.19,0.44,2.32,2024-06-17
XM1014,破损不堪,普通,42260,XM1014 | 蓝钢,153,0.18,0.36,2.0,2024-06-17
XM1014,战痕累累,普通,42256,XM1014 | 蓝钢,416,0.17,0.36,2.12,2024-06-17
XM1014,破损不堪,普通,927295,XM1014 | 象形文字,435,0.17,0.36,2.12,2024-06-17
XM1014,战痕累累,纪念品,876913,XM1014（纪念品） | 蓝色轮胎,49,0.15,0.44,2.93,2024-06-17
XM1014,久经沙场,纪念品,876891,XM1014（纪念品） | 蓝色轮胎,324,0.14,0.29,2.07,2024-06-17
XM1014,久经沙场,纪念品,772904,XM1014（纪念品） | 都市穿孔,448,0.15,0.36,2.4,2024-06-17
XM1014,略有磨损,普通,42254,XM1014 | 蓝色云杉,1097,0.06,0.22,3.67,2024-06-17
XM1014,久经沙场,纪念品,929018,XM1014（纪念品） | 象形文字,362,0.05,0.22,4.4,2024-06-17
XM1014,战痕累累,纪念品,929048,XM1014（纪念品） | 象形文字,152,0.03,0.22,7.33,2024-06-17
XM1014,破损不堪,普通,42255,XM1014 | 蓝色云杉,264,0.03,0.22,7.33,2024-06-17
XM1014,破损不堪,纪念品,929043,XM1014（纪念品） | 象形文字,184,0.02,0.22,11.0,2024-06-17
XM1014,久经沙场,普通,42253,XM1014 | 蓝色云杉,2024,0.02,0.22,11.0,2024-06-17
XM1014,战痕累累,普通,42251,XM1014 | 蓝色云杉,383,0.02,0.22,11.0,2024-06-17
