PP-野牛,崭新出厂,纪念品,37952,PP-野牛（纪念品） | 午夜行动,3,1587.5,1585.17,1.0,2024-06-16
PP-野牛,久经沙场,纪念品,761430,PP-野牛（纪念品） | 设施系列·速写图,1751,0.78,0.87,1.12,2024-06-16
PP-野牛,破损不堪,StatTrak™,45511,PP-野牛（StatTrak™） | 黑夜暴乱,18,0.78,0.8,1.03,2024-06-16
PP-野牛,略有磨损,普通,36258,PP-野牛 | 收割机,94,0.76,1.23,1.62,2024-06-16
PP-野牛,破损不堪,纪念品,761471,PP-野牛（纪念品） | 设施系列·速写图,107,0.69,0.58,0.84,2024-06-16
PP-野牛,破损不堪,普通,36259,PP-野牛 | 收割机,61,0.69,1.09,1.58,2024-06-16
PP-野牛,崭新出厂,普通,36286,PP-野牛 | 午夜行动,418,0.66,0.73,1.11,2024-06-16
PP-野牛,战痕累累,普通,36255,PP-野牛 | 收割机,46,0.64,1.16,1.81,2024-06-16
PP-野牛,久经沙场,StatTrak™,781586,PP-野牛（StatTrak™） | 神秘碑文,738,0.62,0.8,1.29,2024-06-16
PP-野牛,崭新出厂,普通,762074,PP-野牛 | 红苹果,4667,0.59,0.87,1.47,2024-06-16
PP-野牛,崭新出厂,普通,36311,PP-野牛 | 都市虚线,100,0.58,0.58,1.0,2024-06-16
PP-野牛,久经沙场,StatTrak™,45336,PP-野牛（StatTrak™） | 黑夜暴乱,407,0.52,0.94,1.81,2024-06-16
PP-野牛,破损不堪,StatTrak™,781654,PP-野牛（StatTrak™） | 神秘碑文,198,0.49,0.8,1.63,2024-06-16
PP-野牛,略有磨损,普通,781587,PP-野牛 | 神秘碑文,1087,0.49,0.73,1.49,2024-06-16
PP-野牛,略有磨损,普通,36288,PP-野牛 | 午夜行动,244,0.49,0.51,1.04,2024-06-16
PP-野牛,战痕累累,StatTrak™,45334,PP-野牛（StatTrak™） | 黑夜暴乱,82,0.48,0.87,1.81,2024-06-16
PP-野牛,战痕累累,StatTrak™,781667,PP-野牛（StatTrak™） | 神秘碑文,162,0.47,0.8,1.7,2024-06-16
PP-野牛,略有磨损,普通,45293,PP-野牛 | 黑夜暴乱,553,0.47,0.8,1.7,2024-06-16
PP-野牛,略有磨损,普通,762097,PP-野牛 | 红苹果,1552,0.43,0.65,1.51,2024-06-16
PP-野牛,崭新出厂,普通,36306,PP-野牛 | 沙漠虚线,160,0.43,0.51,1.19,2024-06-16
PP-野牛,久经沙场,普通,762077,PP-野牛 | 红苹果,525,0.35,0.58,1.66,2024-06-16
PP-野牛,战痕累累,纪念品,761526,PP-野牛（纪念品） | 设施系列·速写图,110,0.33,0.51,1.55,2024-06-16
PP-野牛,久经沙场,纪念品,876881,PP-野牛（纪念品） | 开关箱,175,0.32,0.65,2.03,2024-06-16
PP-野牛,战痕累累,普通,45290,PP-野牛 | 黑夜暴乱,156,0.28,0.44,1.57,2024-06-16
PP-野牛,战痕累累,普通,36285,PP-野牛 | 午夜行动,53,0.28,0.44,1.57,2024-06-16
PP-野牛,战痕累累,普通,781545,PP-野牛 | 神秘碑文,302,0.27,0.44,1.63,2024-06-16
PP-野牛,久经沙场,普通,45292,PP-野牛 | 黑夜暴乱,850,0.29,0.58,2.0,2024-06-16
PP-野牛,久经沙场,普通,781537,PP-野牛 | 神秘碑文,1462,0.28,0.51,1.82,2024-06-16
PP-野牛,崭新出厂,普通,762051,PP-野牛 | 设施系列·速写图,3242,0.23,0.36,1.57,2024-06-16
PP-野牛,破损不堪,普通,45294,PP-野牛 | 黑夜暴乱,77,0.22,0.65,2.95,2024-06-16
PP-野牛,久经沙场,普通,36287,PP-野牛 | 午夜行动,483,0.21,0.44,2.1,2024-06-16
PP-野牛,破损不堪,普通,781576,PP-野牛 | 神秘碑文,473,0.2,0.44,2.2,2024-06-16
PP-野牛,破损不堪,普通,36289,PP-野牛 | 午夜行动,16,0.19,0.44,2.32,2024-06-16
PP-野牛,略有磨损,普通,762081,PP-野牛 | 设施系列·速写图,1375,0.09,0.22,2.44,2024-06-16
PP-野牛,略有磨损,普通,36313,PP-野牛 | 都市虚线,347,0.08,0.22,2.75,2024-06-16
PP-野牛,崭新出厂,纪念品,876849,PP-野牛（纪念品） | 安乐蜥,3374,0.07,0.22,3.14,2024-06-16
PP-野牛,久经沙场,普通,36312,PP-野牛 | 都市虚线,928,0.06,0.22,3.67,2024-06-16
PP-野牛,破损不堪,普通,762149,PP-野牛 | 设施系列·速写图,204,0.05,0.22,4.4,2024-06-16
PP-野牛,破损不堪,普通,36314,PP-野牛 | 都市虚线,91,0.05,0.22,4.4,2024-06-16
PP-野牛,略有磨损,纪念品,876844,PP-野牛（纪念品） | 安乐蜥,2766,0.04,0.22,5.5,2024-06-16
PP-野牛,久经沙场,普通,762057,PP-野牛 | 设施系列·速写图,3698,0.04,0.22,5.5,2024-06-16
PP-野牛,战痕累累,普通,36310,PP-野牛 | 都市虚线,178,0.05,0.22,4.4,2024-06-16
PP-野牛,略有磨损,普通,36308,PP-野牛 | 沙漠虚线,551,0.04,0.22,5.5,2024-06-16
PP-野牛,破损不堪,纪念品,876906,PP-野牛（纪念品） | 安乐蜥,309,0.03,0.22,7.33,2024-06-16
PP-野牛,战痕累累,普通,762148,PP-野牛 | 设施系列·速写图,145,0.03,0.22,7.33,2024-06-16
PP-野牛,战痕累累,纪念品,876883,PP-野牛（纪念品） | 安乐蜥,260,0.02,0.22,11.0,2024-06-16
PP-野牛,久经沙场,纪念品,876869,PP-野牛（纪念品） | 安乐蜥,8488,0.02,0.22,11.0,2024-06-16
PP-野牛,破损不堪,普通,36309,PP-野牛 | 沙漠虚线,281,0.02,0.22,11.0,2024-06-16
PP-野牛,久经沙场,普通,36307,PP-野牛 | 沙漠虚线,1538,0.03,0.22,7.33,2024-06-16
PP-野牛,战痕累累,普通,36305,PP-野牛 | 沙漠虚线,174,0.02,0.22,11.0,2024-06-16
PP-野牛,崭新出厂,普通,762074,PP-野牛 | 红苹果,4667,0.59,0.87,1.47,2024-06-16
PP-野牛,崭新出厂,普通,36311,PP-野牛 | 都市虚线,100,0.58,0.58,1.0,2024-06-16
PP-野牛,久经沙场,StatTrak™,45336,PP-野牛（StatTrak™） | 黑夜暴乱,407,0.52,0.94,1.81,2024-06-16
PP-野牛,破损不堪,StatTrak™,781654,PP-野牛（StatTrak™） | 神秘碑文,198,0.49,0.8,1.63,2024-06-16
PP-野牛,略有磨损,普通,781587,PP-野牛 | 神秘碑文,1087,0.49,0.73,1.49,2024-06-16
PP-野牛,略有磨损,普通,36288,PP-野牛 | 午夜行动,244,0.49,0.51,1.04,2024-06-16
PP-野牛,战痕累累,StatTrak™,45334,PP-野牛（StatTrak™） | 黑夜暴乱,82,0.48,0.87,1.81,2024-06-16
PP-野牛,战痕累累,StatTrak™,781667,PP-野牛（StatTrak™） | 神秘碑文,162,0.47,0.8,1.7,2024-06-16
PP-野牛,略有磨损,普通,45293,PP-野牛 | 黑夜暴乱,553,0.47,0.8,1.7,2024-06-16
PP-野牛,略有磨损,普通,762097,PP-野牛 | 红苹果,1552,0.43,0.65,1.51,2024-06-16
PP-野牛,崭新出厂,普通,36306,PP-野牛 | 沙漠虚线,160,0.43,0.51,1.19,2024-06-16
PP-野牛,久经沙场,普通,762077,PP-野牛 | 红苹果,525,0.35,0.58,1.66,2024-06-16
PP-野牛,战痕累累,纪念品,761526,PP-野牛（纪念品） | 设施系列·速写图,110,0.33,0.51,1.55,2024-06-16
PP-野牛,久经沙场,纪念品,876881,PP-野牛（纪念品） | 开关箱,175,0.32,0.65,2.03,2024-06-16
PP-野牛,战痕累累,普通,45290,PP-野牛 | 黑夜暴乱,156,0.28,0.44,1.57,2024-06-16
PP-野牛,战痕累累,普通,36285,PP-野牛 | 午夜行动,53,0.28,0.44,1.57,2024-06-16
PP-野牛,战痕累累,普通,781545,PP-野牛 | 神秘碑文,302,0.27,0.44,1.63,2024-06-16
PP-野牛,久经沙场,普通,45292,PP-野牛 | 黑夜暴乱,850,0.29,0.58,2.0,2024-06-16
PP-野牛,久经沙场,普通,781537,PP-野牛 | 神秘碑文,1462,0.28,0.51,1.82,2024-06-16
PP-野牛,崭新出厂,普通,762051,PP-野牛 | 设施系列·速写图,3242,0.23,0.36,1.57,2024-06-16
PP-野牛,破损不堪,普通,45294,PP-野牛 | 黑夜暴乱,77,0.22,0.65,2.95,2024-06-16
PP-野牛,久经沙场,普通,36287,PP-野牛 | 午夜行动,483,0.21,0.44,2.1,2024-06-16
PP-野牛,破损不堪,普通,781576,PP-野牛 | 神秘碑文,473,0.2,0.44,2.2,2024-06-16
PP-野牛,破损不堪,普通,36289,PP-野牛 | 午夜行动,16,0.19,0.44,2.32,2024-06-16
PP-野牛,略有磨损,普通,762081,PP-野牛 | 设施系列·速写图,1375,0.09,0.22,2.44,2024-06-16
PP-野牛,略有磨损,普通,36313,PP-野牛 | 都市虚线,347,0.08,0.22,2.75,2024-06-16
PP-野牛,崭新出厂,纪念品,876849,PP-野牛（纪念品） | 安乐蜥,3374,0.07,0.22,3.14,2024-06-16
PP-野牛,久经沙场,普通,36312,PP-野牛 | 都市虚线,928,0.06,0.22,3.67,2024-06-16
PP-野牛,破损不堪,普通,762149,PP-野牛 | 设施系列·速写图,204,0.05,0.22,4.4,2024-06-16
PP-野牛,破损不堪,普通,36314,PP-野牛 | 都市虚线,91,0.05,0.22,4.4,2024-06-16
PP-野牛,略有磨损,纪念品,876844,PP-野牛（纪念品） | 安乐蜥,2766,0.04,0.22,5.5,2024-06-16
PP-野牛,久经沙场,普通,762057,PP-野牛 | 设施系列·速写图,3698,0.04,0.22,5.5,2024-06-16
PP-野牛,战痕累累,普通,36310,PP-野牛 | 都市虚线,178,0.05,0.22,4.4,2024-06-16
PP-野牛,略有磨损,普通,36308,PP-野牛 | 沙漠虚线,551,0.04,0.22,5.5,2024-06-16
PP-野牛,破损不堪,纪念品,876906,PP-野牛（纪念品） | 安乐蜥,309,0.03,0.22,7.33,2024-06-16
PP-野牛,战痕累累,普通,762148,PP-野牛 | 设施系列·速写图,145,0.03,0.22,7.33,2024-06-16
PP-野牛,战痕累累,纪念品,876883,PP-野牛（纪念品） | 安乐蜥,260,0.02,0.22,11.0,2024-06-16
PP-野牛,久经沙场,纪念品,876869,PP-野牛（纪念品） | 安乐蜥,8488,0.02,0.22,11.0,2024-06-16
PP-野牛,破损不堪,普通,36309,PP-野牛 | 沙漠虚线,281,0.02,0.22,11.0,2024-06-16
PP-野牛,久经沙场,普通,36307,PP-野牛 | 沙漠虚线,1538,0.03,0.22,7.33,2024-06-16
PP-野牛,战痕累累,普通,36305,PP-野牛 | 沙漠虚线,174,0.02,0.22,11.0,2024-06-16
PP-野牛,崭新出厂,普通,762074,PP-野牛 | 红苹果,4667,0.59,0.87,1.47,2024-06-16
PP-野牛,崭新出厂,普通,36311,PP-野牛 | 都市虚线,100,0.58,0.58,1.0,2024-06-16
PP-野牛,久经沙场,StatTrak™,45336,PP-野牛（StatTrak™） | 黑夜暴乱,407,0.52,0.94,1.81,2024-06-16
PP-野牛,破损不堪,StatTrak™,781654,PP-野牛（StatTrak™） | 神秘碑文,198,0.49,0.8,1.63,2024-06-16
PP-野牛,略有磨损,普通,781587,PP-野牛 | 神秘碑文,1087,0.49,0.73,1.49,2024-06-16
PP-野牛,略有磨损,普通,36288,PP-野牛 | 午夜行动,244,0.49,0.51,1.04,2024-06-16
PP-野牛,战痕累累,StatTrak™,45334,PP-野牛（StatTrak™） | 黑夜暴乱,82,0.48,0.87,1.81,2024-06-16
PP-野牛,战痕累累,StatTrak™,781667,PP-野牛（StatTrak™） | 神秘碑文,162,0.47,0.8,1.7,2024-06-16
PP-野牛,略有磨损,普通,45293,PP-野牛 | 黑夜暴乱,553,0.47,0.8,1.7,2024-06-16
PP-野牛,略有磨损,普通,762097,PP-野牛 | 红苹果,1552,0.43,0.65,1.51,2024-06-16
PP-野牛,崭新出厂,普通,36306,PP-野牛 | 沙漠虚线,160,0.43,0.51,1.19,2024-06-16
PP-野牛,久经沙场,普通,762077,PP-野牛 | 红苹果,525,0.35,0.58,1.66,2024-06-16
PP-野牛,战痕累累,纪念品,761526,PP-野牛（纪念品） | 设施系列·速写图,110,0.33,0.51,1.55,2024-06-16
PP-野牛,久经沙场,纪念品,876881,PP-野牛（纪念品） | 开关箱,175,0.32,0.65,2.03,2024-06-16
PP-野牛,战痕累累,普通,45290,PP-野牛 | 黑夜暴乱,156,0.28,0.44,1.57,2024-06-16
PP-野牛,战痕累累,普通,36285,PP-野牛 | 午夜行动,53,0.28,0.44,1.57,2024-06-16
PP-野牛,战痕累累,普通,781545,PP-野牛 | 神秘碑文,302,0.27,0.44,1.63,2024-06-16
PP-野牛,久经沙场,普通,45292,PP-野牛 | 黑夜暴乱,850,0.29,0.58,2.0,2024-06-16
PP-野牛,久经沙场,普通,781537,PP-野牛 | 神秘碑文,1462,0.28,0.51,1.82,2024-06-16
PP-野牛,崭新出厂,普通,762051,PP-野牛 | 设施系列·速写图,3242,0.23,0.36,1.57,2024-06-16
PP-野牛,破损不堪,普通,45294,PP-野牛 | 黑夜暴乱,77,0.22,0.65,2.95,2024-06-16
PP-野牛,久经沙场,普通,36287,PP-野牛 | 午夜行动,483,0.21,0.44,2.1,2024-06-16
PP-野牛,破损不堪,普通,781576,PP-野牛 | 神秘碑文,473,0.2,0.44,2.2,2024-06-16
PP-野牛,破损不堪,普通,36289,PP-野牛 | 午夜行动,16,0.19,0.44,2.32,2024-06-16
PP-野牛,略有磨损,普通,762081,PP-野牛 | 设施系列·速写图,1375,0.09,0.22,2.44,2024-06-16
PP-野牛,略有磨损,普通,36313,PP-野牛 | 都市虚线,347,0.08,0.22,2.75,2024-06-16
PP-野牛,崭新出厂,纪念品,876849,PP-野牛（纪念品） | 安乐蜥,3374,0.07,0.22,3.14,2024-06-16
PP-野牛,久经沙场,普通,36312,PP-野牛 | 都市虚线,928,0.06,0.22,3.67,2024-06-16
PP-野牛,破损不堪,普通,762149,PP-野牛 | 设施系列·速写图,204,0.05,0.22,4.4,2024-06-16
PP-野牛,破损不堪,普通,36314,PP-野牛 | 都市虚线,91,0.05,0.22,4.4,2024-06-16
PP-野牛,略有磨损,纪念品,876844,PP-野牛（纪念品） | 安乐蜥,2766,0.04,0.22,5.5,2024-06-16
PP-野牛,久经沙场,普通,762057,PP-野牛 | 设施系列·速写图,3698,0.04,0.22,5.5,2024-06-16
PP-野牛,战痕累累,普通,36310,PP-野牛 | 都市虚线,178,0.05,0.22,4.4,2024-06-16
PP-野牛,略有磨损,普通,36308,PP-野牛 | 沙漠虚线,551,0.04,0.22,5.5,2024-06-16
PP-野牛,破损不堪,纪念品,876906,PP-野牛（纪念品） | 安乐蜥,309,0.03,0.22,7.33,2024-06-16
PP-野牛,战痕累累,普通,762148,PP-野牛 | 设施系列·速写图,145,0.03,0.22,7.33,2024-06-16
PP-野牛,战痕累累,纪念品,876883,PP-野牛（纪念品） | 安乐蜥,260,0.02,0.22,11.0,2024-06-16
PP-野牛,久经沙场,纪念品,876869,PP-野牛（纪念品） | 安乐蜥,8488,0.02,0.22,11.0,2024-06-16
PP-野牛,破损不堪,普通,36309,PP-野牛 | 沙漠虚线,281,0.02,0.22,11.0,2024-06-16
PP-野牛,久经沙场,普通,36307,PP-野牛 | 沙漠虚线,1538,0.03,0.22,7.33,2024-06-16
PP-野牛,战痕累累,普通,36305,PP-野牛 | 沙漠虚线,174,0.02,0.22,11.0,2024-06-16
