MAG-7,久经沙场,普通,35499,MAG-7 | 辐照警报,29,21.13,28.87,1.37,2024-06-17
MAG-7,略有磨损,普通,35509,MAG-7 | 石雕,129,3.42,5.08,1.49,2024-06-17
MAG-7,略有磨损,普通,35477,MAG-7 | 灼烧之痕,128,3.37,4.43,1.31,2024-06-17
MAG-7,破损不堪,普通,762207,MAG-7 | 核芯破裂,93,3.34,4.14,1.24,2024-06-17
MAG-7,略有磨损,普通,45267,MAG-7 | SWAG-7,364,3.26,4.64,1.42,2024-06-17
MAG-7,破损不堪,StatTrak™,781624,MAG-7（StatTrak™） | 北冥有鱼,128,3.2,4.14,1.29,2024-06-17
MAG-7,略有磨损,StatTrak™,39007,MAG-7（StatTrak™） | 声纳,54,3.2,4.21,1.32,2024-06-17
MAG-7,久经沙场,普通,871369,MAG-7 | 铋晶体,982,3.19,4.5,1.41,2024-06-17
MAG-7,崭新出厂,普通,35465,MAG-7 | 钴核,303,3.17,3.99,1.26,2024-06-17
MAG-7,久经沙场,普通,35490,MAG-7 | 炽热,309,3.1,3.77,1.22,2024-06-17
MAG-7,战痕累累,StatTrak™,781645,MAG-7（StatTrak™） | 北冥有鱼,123,3.09,3.99,1.29,2024-06-17
MAG-7,战痕累累,普通,762235,MAG-7 | 核芯破裂,80,3.06,3.85,1.26,2024-06-17
MAG-7,战痕累累,普通,871430,MAG-7 | 铋晶体,53,3.05,4.28,1.4,2024-06-17
MAG-7,略有磨损,普通,35495,MAG-7 | 天空守卫,122,2.93,3.63,1.24,2024-06-17
MAG-7,破损不堪,纪念品,37773,MAG-7（纪念品） | 辐照警报,36,2.91,3.48,1.2,2024-06-17
MAG-7,战痕累累,普通,35474,MAG-7 | 灼烧之痕,33,2.86,3.7,1.29,2024-06-17
MAG-7,久经沙场,StatTrak™,45316,MAG-7（StatTrak™） | SWAG-7,303,2.85,3.77,1.32,2024-06-17
MAG-7,久经沙场,普通,35476,MAG-7 | 灼烧之痕,141,2.83,3.48,1.23,2024-06-17
MAG-7,略有磨损,纪念品,929110,MAG-7（纪念品） | 鎏铜,108,2.6,4.28,1.65,2024-06-17
MAG-7,破损不堪,StatTrak™,45394,MAG-7（StatTrak™） | SWAG-7,34,2.56,3.55,1.39,2024-06-17
MAG-7,久经沙场,纪念品,37771,MAG-7（纪念品） | 辐照警报,334,2.49,2.25,0.9,2024-06-17
MAG-7,破损不堪,普通,35496,MAG-7 | 天空守卫,7,2.46,3.12,1.27,2024-06-17
MAG-7,战痕累累,纪念品,37769,MAG-7（纪念品） | 辐照警报,81,2.41,2.76,1.15,2024-06-17
MAG-7,久经沙场,普通,35494,MAG-7 | 天空守卫,118,2.29,2.9,1.27,2024-06-17
MAG-7,久经沙场,StatTrak™,38973,MAG-7（StatTrak™） | 钴核,131,2.26,3.05,1.35,2024-06-17
MAG-7,破损不堪,普通,35510,MAG-7 | 石雕,21,2.23,3.12,1.4,2024-06-17
MAG-7,久经沙场,普通,781614,MAG-7 | 北冥有鱼,2157,2.22,3.05,1.37,2024-06-17
MAG-7,战痕累累,StatTrak™,45314,MAG-7（StatTrak™） | SWAG-7,158,2.21,3.63,1.64,2024-06-17
MAG-7,破损不堪,StatTrak™,38975,MAG-7（StatTrak™） | 钴核,16,2.18,2.61,1.2,2024-06-17
MAG-7,略有磨损,普通,35467,MAG-7 | 钴核,215,2.18,2.76,1.27,2024-06-17
MAG-7,久经沙场,普通,35508,MAG-7 | 石雕,152,2.08,2.83,1.36,2024-06-17
MAG-7,破损不堪,普通,35492,MAG-7 | 炽热,251,2.04,2.68,1.31,2024-06-17
MAG-7,战痕累累,普通,35488,MAG-7 | 炽热,162,1.98,2.9,1.46,2024-06-17
MAG-7,破损不堪,普通,781569,MAG-7 | 北冥有鱼,451,1.91,2.47,1.29,2024-06-17
MAG-7,破损不堪,普通,45268,MAG-7 | SWAG-7,169,1.83,2.03,1.11,2024-06-17
MAG-7,略有磨损,StatTrak™,921510,MAG-7（StatTrak™） | 鱼长梦短,273,1.79,2.54,1.42,2024-06-17
MAG-7,久经沙场,StatTrak™,39006,MAG-7（StatTrak™） | 声纳,60,1.77,1.81,1.02,2024-06-17
MAG-7,崭新出厂,普通,773662,MAG-7 | 碰碰狗,172,1.75,2.18,1.25,2024-06-17
MAG-7,战痕累累,StatTrak™,38971,MAG-7（StatTrak™） | 钴核,25,1.74,2.9,1.67,2024-06-17
MAG-7,久经沙场,纪念品,37778,MAG-7（纪念品） | 沙丘之黄,993,1.72,2.18,1.27,2024-06-17
MAG-7,略有磨损,StatTrak™,773762,MAG-7（StatTrak™） | 碰碰狗,76,1.71,2.61,1.53,2024-06-17
MAG-7,战痕累累,普通,781608,MAG-7 | 北冥有鱼,674,1.59,2.1,1.32,2024-06-17
MAG-7,破损不堪,纪念品,37780,MAG-7（纪念品） | 沙丘之黄,121,1.59,1.81,1.14,2024-06-17
MAG-7,久经沙场,普通,45266,MAG-7 | SWAG-7,814,1.59,2.25,1.42,2024-06-17
MAG-7,久经沙场,纪念品,929072,MAG-7（纪念品） | 鎏铜,91,1.54,1.67,1.08,2024-06-17
MAG-7,破损不堪,StatTrak™,43925,MAG-7（StatTrak™） | 声纳,7,1.54,1.81,1.18,2024-06-17
MAG-7,略有磨损,StatTrak™,886651,MAG-7（StatTrak™） | 先见之明,338,1.49,2.1,1.41,2024-06-17
MAG-7,崭新出厂,普通,35527,MAG-7 | 声纳,194,1.47,1.81,1.23,2024-06-17
MAG-7,战痕累累,纪念品,37776,MAG-7（纪念品） | 沙丘之黄,185,1.41,2.03,1.44,2024-06-17
MAG-7,战痕累累,普通,45264,MAG-7 | SWAG-7,214,1.36,2.03,1.49,2024-06-17
MAG-7,破损不堪,纪念品,929069,MAG-7（纪念品） | 鎏铜,48,1.32,1.38,1.05,2024-06-17
MAG-7,崭新出厂,普通,921530,MAG-7 | 鱼长梦短,518,1.3,1.89,1.45,2024-06-17
MAG-7,战痕累累,纪念品,929086,MAG-7（纪念品） | 鎏铜,69,1.25,1.45,1.16,2024-06-17
MAG-7,略有磨损,纪念品,37786,MAG-7（纪念品） | 暴风呼啸,580,1.19,1.52,1.28,2024-06-17
MAG-7,久经沙场,普通,35466,MAG-7 | 钴核,104,1.11,1.67,1.5,2024-06-17
MAG-7,崭新出厂,普通,886664,MAG-7 | 先见之明,399,1.05,1.38,1.31,2024-06-17
MAG-7,破损不堪,普通,35468,MAG-7 | 钴核,22,1.03,1.23,1.19,2024-06-17
MAG-7,崭新出厂,纪念品,761388,MAG-7（纪念品） | 外表生锈,196,0.95,1.52,1.6,2024-06-17
MAG-7,久经沙场,StatTrak™,773657,MAG-7（StatTrak™） | 碰碰狗,149,0.87,1.09,1.25,2024-06-17
MAG-7,久经沙场,普通,773665,MAG-7 | 碰碰狗,113,0.85,1.02,1.2,2024-06-17
MAG-7,略有磨损,普通,773635,MAG-7 | 碰碰狗,88,0.81,1.02,1.26,2024-06-17
MAG-7,崭新出厂,普通,35505,MAG-7 | 金属 DDPAT,2745,0.8,1.16,1.45,2024-06-17
MAG-7,久经沙场,StatTrak™,921502,MAG-7（StatTrak™） | 鱼长梦短,269,0.73,1.09,1.49,2024-06-17
MAG-7,战痕累累,StatTrak™,773724,MAG-7（StatTrak™） | 碰碰狗,46,0.73,0.87,1.19,2024-06-17
MAG-7,略有磨损,普通,35529,MAG-7 | 声纳,149,0.71,1.02,1.44,2024-06-17
MAG-7,战痕累累,普通,773683,MAG-7 | 碰碰狗,24,0.66,0.87,1.32,2024-06-17
MAG-7,略有磨损,普通,35506,MAG-7 | 金属 DDPAT,50,0.65,1.02,1.57,2024-06-17
MAG-7,战痕累累,StatTrak™,887056,MAG-7（StatTrak™） | 先见之明,49,0.58,0.94,1.62,2024-06-17
MAG-7,破损不堪,StatTrak™,887007,MAG-7（StatTrak™） | 先见之明,37,0.58,0.94,1.62,2024-06-17
MAG-7,略有磨损,普通,921437,MAG-7 | 鱼长梦短,1032,0.57,0.87,1.53,2024-06-17
MAG-7,久经沙场,普通,35528,MAG-7 | 声纳,144,0.55,0.94,1.71,2024-06-17
MAG-7,战痕累累,StatTrak™,921531,MAG-7（StatTrak™） | 鱼长梦短,124,0.55,0.87,1.58,2024-06-17
MAG-7,破损不堪,StatTrak™,921422,MAG-7（StatTrak™） | 鱼长梦短,148,0.56,0.8,1.43,2024-06-17
MAG-7,久经沙场,StatTrak™,886689,MAG-7（StatTrak™） | 先见之明,584,0.53,0.87,1.64,2024-06-17
