Tec-9,破损不堪,纪念品,38063,Tec-9（纪念品） | 核子威慑,1,28887.5,652.79,0.02,2024-06-17
Tec-9,战痕累累,StatTrak™,773725,Tec-9（StatTrak™） | 闪光舞步,20,1.29,1.38,1.07,2024-06-17
Tec-9,破损不堪,普通,42009,Tec-9 | 冰冠,12,1.29,1.45,1.12,2024-06-17
Tec-9,久经沙场,StatTrak™,773630,Tec-9（StatTrak™） | 闪光舞步,152,1.25,1.67,1.34,2024-06-17
Tec-9,战痕累累,StatTrak™,956503,Tec-9（StatTrak™） | 渣渣,95,1.21,1.52,1.26,2024-06-17
Tec-9,破损不堪,普通,43952,Tec-9 | 晶红石英,87,1.19,1.45,1.22,2024-06-17
Tec-9,崭新出厂,普通,41997,Tec-9 | 地下水,594,1.19,1.38,1.16,2024-06-17
Tec-9,久经沙场,普通,759173,Tec-9 | 蛇-9,102,1.13,1.67,1.48,2024-06-17
Tec-9,战痕累累,StatTrak™,759315,Tec-9（StatTrak™） | 蛇-9,53,1.12,1.89,1.69,2024-06-17
Tec-9,久经沙场,StatTrak™,39631,Tec-9（StatTrak™） | 碎蛋白石,198,1.06,1.52,1.43,2024-06-17
Tec-9,略有磨损,普通,773666,Tec-9 | 闪光舞步,190,0.96,1.31,1.36,2024-06-17
Tec-9,破损不堪,普通,759215,Tec-9 | 蛇-9,53,0.94,1.16,1.23,2024-06-17
Tec-9,略有磨损,普通,956483,Tec-9 | 渣渣,360,0.93,1.31,1.41,2024-06-17
Tec-9,战痕累累,普通,759320,Tec-9 | 蛇-9,39,0.92,1.09,1.18,2024-06-17
Tec-9,破损不堪,普通,773756,Tec-9 | 闪光舞步,13,0.9,1.16,1.29,2024-06-17
Tec-9,战痕累累,普通,773674,Tec-9 | 闪光舞步,17,0.88,0.87,0.99,2024-06-17
Tec-9,久经沙场,普通,773535,Tec-9 | 闪光舞步,100,0.87,1.09,1.25,2024-06-17
Tec-9,战痕累累,StatTrak™,39629,Tec-9（StatTrak™） | 碎蛋白石,40,0.87,1.02,1.17,2024-06-17
Tec-9,久经沙场,StatTrak™,763316,Tec-9（StatTrak™） | 破铜烂铁,322,0.86,1.16,1.35,2024-06-17
Tec-9,久经沙场,普通,42007,Tec-9 | 冰冠,561,0.86,1.38,1.6,2024-06-17
Tec-9,崭新出厂,普通,42055,Tec-9 | 都市 DDPAT,156,0.85,1.16,1.36,2024-06-17
Tec-9,崭新出厂,普通,42060,Tec-9 | 多变迷彩,591,0.84,1.09,1.3,2024-06-17
Tec-9,破损不堪,StatTrak™,39633,Tec-9（StatTrak™） | 碎蛋白石,79,0.78,1.02,1.31,2024-06-17
Tec-9,破损不堪,StatTrak™,763398,Tec-9（StatTrak™） | 破铜烂铁,89,0.72,0.87,1.21,2024-06-17
Tec-9,久经沙场,StatTrak™,921522,Tec-9（StatTrak™） | 叛逆,253,0.7,1.09,1.56,2024-06-17
Tec-9,战痕累累,普通,42006,Tec-9 | 冰冠,33,0.67,1.31,1.96,2024-06-17
Tec-9,略有磨损,普通,41984,Tec-9 | 碎蛋白石,194,0.67,1.02,1.52,2024-06-17
Tec-9,战痕累累,StatTrak™,921514,Tec-9（StatTrak™） | 叛逆,148,0.62,0.87,1.4,2024-06-17
Tec-9,略有磨损,普通,42062,Tec-9 | 多变迷彩,387,0.61,0.87,1.43,2024-06-17
Tec-9,久经沙场,普通,956465,Tec-9 | 渣渣,422,0.58,0.8,1.38,2024-06-17
Tec-9,略有磨损,普通,921448,Tec-9 | 叛逆,591,0.58,1.02,1.76,2024-06-17
Tec-9,破损不堪,StatTrak™,921477,Tec-9（StatTrak™） | 叛逆,95,0.56,0.87,1.55,2024-06-17
Tec-9,崭新出厂,普通,42030,Tec-9 | 晶红石英,1880,0.54,0.65,1.2,2024-06-17
Tec-9,战痕累累,StatTrak™,763368,Tec-9（StatTrak™） | 破铜烂铁,388,0.54,0.87,1.61,2024-06-17
Tec-9,破损不堪,普通,956564,Tec-9 | 渣渣,107,0.52,0.73,1.4,2024-06-17
Tec-9,战痕累累,普通,956515,Tec-9 | 渣渣,142,0.51,0.65,1.27,2024-06-17
Tec-9,久经沙场,普通,42031,Tec-9 | 晶红石英,640,0.44,0.65,1.48,2024-06-17
Tec-9,久经沙场,普通,921427,Tec-9 | 叛逆,879,0.42,0.51,1.21,2024-06-17
Tec-9,久经沙场,普通,763244,Tec-9 | 破铜烂铁,708,0.43,0.73,1.7,2024-06-17
Tec-9,略有磨损,普通,42032,Tec-9 | 晶红石英,1025,0.42,0.65,1.55,2024-06-17
Tec-9,久经沙场,普通,41983,Tec-9 | 碎蛋白石,413,0.44,0.58,1.32,2024-06-17
Tec-9,久经沙场,普通,42061,Tec-9 | 多变迷彩,412,0.41,0.65,1.59,2024-06-17
Tec-9,破损不堪,普通,763268,Tec-9 | 破铜烂铁,69,0.36,0.58,1.61,2024-06-17
Tec-9,战痕累累,普通,42059,Tec-9 | 多变迷彩,54,0.35,0.44,1.26,2024-06-17
Tec-9,战痕累累,普通,41981,Tec-9 | 碎蛋白石,80,0.34,0.65,1.91,2024-06-17
Tec-9,破损不堪,普通,42063,Tec-9 | 多变迷彩,48,0.33,0.58,1.76,2024-06-17
Tec-9,战痕累累,普通,763249,Tec-9 | 破铜烂铁,322,0.3,0.51,1.7,2024-06-17
Tec-9,战痕累累,普通,921473,Tec-9 | 叛逆,209,0.29,0.44,1.52,2024-06-17
Tec-9,破损不堪,普通,41985,Tec-9 | 碎蛋白石,153,0.28,0.51,1.82,2024-06-17
Tec-9,略有磨损,普通,42057,Tec-9 | 都市 DDPAT,408,0.19,0.29,1.53,2024-06-17
Tec-9,破损不堪,普通,921441,Tec-9 | 叛逆,480,0.19,0.51,2.68,2024-06-17
Tec-9,崭新出厂,普通,41961,Tec-9 | 陆军网格,1117,0.12,0.29,2.42,2024-06-17
Tec-9,略有磨损,普通,41999,Tec-9 | 地下水,1343,0.09,0.22,2.44,2024-06-17
Tec-9,久经沙场,普通,42056,Tec-9 | 都市 DDPAT,842,0.06,0.22,3.67,2024-06-17
Tec-9,略有磨损,普通,41963,Tec-9 | 陆军网格,575,0.05,0.22,4.4,2024-06-17
Tec-9,破损不堪,普通,42058,Tec-9 | 都市 DDPAT,118,0.05,0.22,4.4,2024-06-17
Tec-9,战痕累累,普通,42054,Tec-9 | 都市 DDPAT,138,0.04,0.22,5.5,2024-06-17
Tec-9,破损不堪,普通,42000,Tec-9 | 地下水,233,0.03,0.22,7.33,2024-06-17
Tec-9,破损不堪,普通,41964,Tec-9 | 陆军网格,57,0.03,0.22,7.33,2024-06-17
Tec-9,久经沙场,普通,41998,Tec-9 | 地下水,3833,0.03,0.22,7.33,2024-06-17
Tec-9,久经沙场,普通,41962,Tec-9 | 陆军网格,1323,0.03,0.22,7.33,2024-06-17
Tec-9,战痕累累,普通,41960,Tec-9 | 陆军网格,174,0.03,0.22,7.33,2024-06-17
Tec-9,战痕累累,普通,41996,Tec-9 | 地下水,280,0.02,0.22,11.0,2024-06-17
Tec-9,崭新出厂,普通,956533,Tec-9 | 渣渣,210,1.79,2.32,1.3,2024-06-17
Tec-9,破损不堪,StatTrak™,39648,Tec-9（StatTrak™） | 冰冠,18,1.74,2.1,1.21,2024-06-17
Tec-9,战痕累累,普通,781563,Tec-9 | 兄弟连,401,1.65,2.1,1.27,2024-06-17
Tec-9,略有磨损,普通,42008,Tec-9 | 冰冠,1012,1.57,2.1,1.34,2024-06-17
Tec-9,略有磨损,普通,759196,Tec-9 | 蛇-9,140,1.49,2.1,1.41,2024-06-17
Tec-9,久经沙场,StatTrak™,956504,Tec-9（StatTrak™） | 渣渣,231,1.47,1.96,1.33,2024-06-17
Tec-9,久经沙场,StatTrak™,39646,Tec-9（StatTrak™） | 冰冠,458,1.43,2.18,1.52,2024-06-17
Tec-9,破损不堪,StatTrak™,759319,Tec-9（StatTrak™） | 蛇-9,30,1.33,2.03,1.53,2024-06-17
Tec-9,破损不堪,StatTrak™,956542,Tec-9（StatTrak™） | 渣渣,89,1.39,1.67,1.2,2024-06-17
Tec-9,崭新出厂,普通,921492,Tec-9 | 叛逆,343,1.29,1.89,1.47,2024-06-17
Tec-9,战痕累累,StatTrak™,773725,Tec-9（StatTrak™） | 闪光舞步,20,1.29,1.38,1.07,2024-06-17
Tec-9,破损不堪,普通,42009,Tec-9 | 冰冠,12,1.29,1.45,1.12,2024-06-17
Tec-9,久经沙场,StatTrak™,773630,Tec-9（StatTrak™） | 闪光舞步,152,1.25,1.67,1.34,2024-06-17
Tec-9,战痕累累,StatTrak™,956503,Tec-9（StatTrak™） | 渣渣,95,1.21,1.52,1.26,2024-06-17
Tec-9,破损不堪,普通,43952,Tec-9 | 晶红石英,87,1.19,1.45,1.22,2024-06-17
Tec-9,崭新出厂,普通,41997,Tec-9 | 地下水,594,1.19,1.38,1.16,2024-06-17
Tec-9,久经沙场,普通,759173,Tec-9 | 蛇-9,102,1.13,1.67,1.48,2024-06-17
Tec-9,战痕累累,StatTrak™,759315,Tec-9（StatTrak™） | 蛇-9,53,1.12,1.89,1.69,2024-06-17
Tec-9,久经沙场,StatTrak™,39631,Tec-9（StatTrak™） | 碎蛋白石,198,1.06,1.52,1.43,2024-06-17
Tec-9,略有磨损,普通,773666,Tec-9 | 闪光舞步,190,0.96,1.31,1.36,2024-06-17
Tec-9,破损不堪,普通,759215,Tec-9 | 蛇-9,53,0.94,1.16,1.23,2024-06-17
Tec-9,略有磨损,普通,956483,Tec-9 | 渣渣,360,0.93,1.31,1.41,2024-06-17
Tec-9,战痕累累,普通,759320,Tec-9 | 蛇-9,39,0.92,1.09,1.18,2024-06-17
Tec-9,破损不堪,普通,773756,Tec-9 | 闪光舞步,13,0.9,1.16,1.29,2024-06-17
Tec-9,战痕累累,普通,773674,Tec-9 | 闪光舞步,17,0.88,0.87,0.99,2024-06-17
Tec-9,久经沙场,普通,773535,Tec-9 | 闪光舞步,100,0.87,1.09,1.25,2024-06-17
Tec-9,战痕累累,StatTrak™,39629,Tec-9（StatTrak™） | 碎蛋白石,40,0.87,1.02,1.17,2024-06-17
Tec-9,久经沙场,StatTrak™,763316,Tec-9（StatTrak™） | 破铜烂铁,322,0.86,1.16,1.35,2024-06-17
Tec-9,久经沙场,普通,42007,Tec-9 | 冰冠,561,0.86,1.38,1.6,2024-06-17
Tec-9,崭新出厂,普通,42055,Tec-9 | 都市 DDPAT,156,0.85,1.16,1.36,2024-06-17
Tec-9,崭新出厂,普通,42060,Tec-9 | 多变迷彩,591,0.84,1.09,1.3,2024-06-17
Tec-9,破损不堪,StatTrak™,39633,Tec-9（StatTrak™） | 碎蛋白石,79,0.78,1.02,1.31,2024-06-17
Tec-9,破损不堪,StatTrak™,763398,Tec-9（StatTrak™） | 破铜烂铁,89,0.72,0.87,1.21,2024-06-17
Tec-9,久经沙场,StatTrak™,921522,Tec-9（StatTrak™） | 叛逆,253,0.7,1.09,1.56,2024-06-17
Tec-9,战痕累累,普通,42006,Tec-9 | 冰冠,33,0.67,1.31,1.96,2024-06-17
Tec-9,略有磨损,普通,41984,Tec-9 | 碎蛋白石,194,0.67,1.02,1.52,2024-06-17
Tec-9,战痕累累,StatTrak™,921514,Tec-9（StatTrak™） | 叛逆,148,0.62,0.87,1.4,2024-06-17
Tec-9,略有磨损,普通,42062,Tec-9 | 多变迷彩,387,0.61,0.87,1.43,2024-06-17
Tec-9,久经沙场,普通,956465,Tec-9 | 渣渣,422,0.58,0.8,1.38,2024-06-17
Tec-9,略有磨损,普通,921448,Tec-9 | 叛逆,591,0.58,1.02,1.76,2024-06-17
Tec-9,破损不堪,StatTrak™,921477,Tec-9（StatTrak™） | 叛逆,95,0.56,0.87,1.55,2024-06-17
Tec-9,崭新出厂,普通,42030,Tec-9 | 晶红石英,1880,0.54,0.65,1.2,2024-06-17
Tec-9,战痕累累,StatTrak™,763368,Tec-9（StatTrak™） | 破铜烂铁,388,0.54,0.87,1.61,2024-06-17
Tec-9,破损不堪,普通,956564,Tec-9 | 渣渣,107,0.52,0.73,1.4,2024-06-17
Tec-9,战痕累累,普通,956515,Tec-9 | 渣渣,142,0.51,0.65,1.27,2024-06-17
Tec-9,久经沙场,普通,42031,Tec-9 | 晶红石英,640,0.44,0.65,1.48,2024-06-17
Tec-9,久经沙场,普通,921427,Tec-9 | 叛逆,879,0.42,0.51,1.21,2024-06-17
Tec-9,久经沙场,普通,763244,Tec-9 | 破铜烂铁,708,0.43,0.73,1.7,2024-06-17
Tec-9,略有磨损,普通,42032,Tec-9 | 晶红石英,1025,0.42,0.65,1.55,2024-06-17
Tec-9,久经沙场,普通,41983,Tec-9 | 碎蛋白石,413,0.44,0.58,1.32,2024-06-17
Tec-9,久经沙场,普通,42061,Tec-9 | 多变迷彩,412,0.41,0.65,1.59,2024-06-17
Tec-9,破损不堪,普通,763268,Tec-9 | 破铜烂铁,69,0.36,0.58,1.61,2024-06-17
Tec-9,战痕累累,普通,42059,Tec-9 | 多变迷彩,54,0.35,0.44,1.26,2024-06-17
Tec-9,战痕累累,普通,41981,Tec-9 | 碎蛋白石,80,0.34,0.65,1.91,2024-06-17
Tec-9,破损不堪,普通,42063,Tec-9 | 多变迷彩,48,0.33,0.58,1.76,2024-06-17
Tec-9,战痕累累,普通,763249,Tec-9 | 破铜烂铁,322,0.3,0.51,1.7,2024-06-17
Tec-9,战痕累累,普通,921473,Tec-9 | 叛逆,209,0.29,0.44,1.52,2024-06-17
Tec-9,破损不堪,普通,41985,Tec-9 | 碎蛋白石,153,0.28,0.51,1.82,2024-06-17
Tec-9,略有磨损,普通,42057,Tec-9 | 都市 DDPAT,408,0.19,0.29,1.53,2024-06-17
Tec-9,破损不堪,普通,921441,Tec-9 | 叛逆,480,0.19,0.51,2.68,2024-06-17
Tec-9,崭新出厂,普通,41961,Tec-9 | 陆军网格,1117,0.12,0.29,2.42,2024-06-17
Tec-9,略有磨损,普通,41999,Tec-9 | 地下水,1343,0.09,0.22,2.44,2024-06-17
Tec-9,久经沙场,普通,42056,Tec-9 | 都市 DDPAT,842,0.06,0.22,3.67,2024-06-17
Tec-9,略有磨损,普通,41963,Tec-9 | 陆军网格,575,0.05,0.22,4.4,2024-06-17
Tec-9,破损不堪,普通,42058,Tec-9 | 都市 DDPAT,118,0.05,0.22,4.4,2024-06-17
Tec-9,战痕累累,普通,42054,Tec-9 | 都市 DDPAT,138,0.04,0.22,5.5,2024-06-17
Tec-9,破损不堪,普通,42000,Tec-9 | 地下水,233,0.03,0.22,7.33,2024-06-17
Tec-9,破损不堪,普通,41964,Tec-9 | 陆军网格,57,0.03,0.22,7.33,2024-06-17
Tec-9,久经沙场,普通,41998,Tec-9 | 地下水,3833,0.03,0.22,7.33,2024-06-17
Tec-9,久经沙场,普通,41962,Tec-9 | 陆军网格,1323,0.03,0.22,7.33,2024-06-17
Tec-9,战痕累累,普通,41960,Tec-9 | 陆军网格,174,0.03,0.22,7.33,2024-06-17
Tec-9,战痕累累,普通,41996,Tec-9 | 地下水,280,0.02,0.22,11.0,2024-06-17
Tec-9,久经沙场,纪念品,38057,Tec-9（纪念品） | 地下水,43,46.2,75.89,1.64,2024-06-17
Tec-9,崭新出厂,普通,41971,Tec-9 | 竹林,693,45.52,60.29,1.32,2024-06-17
Tec-9,战痕累累,普通,775942,Tec-9 | 屠杀者,20,45.19,59.71,1.32,2024-06-17
Tec-9,略有磨损,普通,42052,Tec-9 | 核子剧毒,78,44.48,66.74,1.5,2024-06-17
Tec-9,战痕累累,普通,42049,Tec-9 | 核子剧毒,5,44.05,56.37,1.28,2024-06-17
Tec-9,久经沙场,普通,775161,Tec-9 | 穆拉诺之橙,29,43.4,57.53,1.33,2024-06-17
Tec-9,破损不堪,普通,42053,Tec-9 | 核子剧毒,5,43.36,50.28,1.16,2024-06-17
Tec-9,破损不堪,普通,775675,Tec-9 | 穆拉诺之橙,12,42.36,55.06,1.3,2024-06-17
Tec-9,战痕累累,普通,775445,Tec-9 | 穆拉诺之橙,11,41.9,56.95,1.36,2024-06-17
Tec-9,久经沙场,StatTrak™,39641,Tec-9（StatTrak™） | 燃料喷射器,209,41.8,60.51,1.45,2024-06-17
Tec-9,久经沙场,普通,42051,Tec-9 | 核子剧毒,54,40.29,50.2,1.25,2024-06-17
Tec-9,崭新出厂,普通,41975,Tec-9 | 蓝钛,127,39.99,52.31,1.31,2024-06-17
Tec-9,崭新出厂,普通,42041,Tec-9 | 钛片,78,39.4,51.94,1.32,2024-06-17
Tec-9,略有磨损,StatTrak™,39637,Tec-9（StatTrak™） | 剪纸,25,38.84,51.94,1.34,2024-06-17
Tec-9,略有磨损,普通,42043,Tec-9 | 钛片,23,37.88,48.17,1.27,2024-06-17
Tec-9,略有磨损,StatTrak™,39626,Tec-9（StatTrak™） | 坍雪寒裘,60,36.9,54.27,1.47,2024-06-17
Tec-9,久经沙场,普通,42042,Tec-9 | 钛片,26,36.57,48.61,1.33,2024-06-17
Tec-9,破损不堪,StatTrak™,39638,Tec-9（StatTrak™） | 剪纸,6,34.5,33.81,0.98,2024-06-17
Tec-9,略有磨损,普通,42047,Tec-9 | 狂哮飓风,17,34.47,50.64,1.47,2024-06-17
Tec-9,略有磨损,普通,41994,Tec-9 | 燃料喷射器,487,34.08,46.36,1.36,2024-06-17
Tec-9,略有磨损,StatTrak™,39652,Tec-9（StatTrak™） | 艾萨克,138,32.88,43.53,1.32,2024-06-17
Tec-9,略有磨损,普通,42025,Tec-9 | 骨化之色,3,30.73,43.46,1.41,2024-06-17
Tec-9,崭新出厂,纪念品,929139,Tec-9（纪念品） | 腐朽木乃伊,28,29.74,51.29,1.72,2024-06-17
Tec-9,崭新出厂,普通,41966,Tec-9 | 坍雪寒裘,150,28.67,39.47,1.38,2024-06-17
Tec-9,略有磨损,普通,41973,Tec-9 | 竹林,407,28.39,37.72,1.33,2024-06-17
Tec-9,崭新出厂,StatTrak™,39655,Tec-9（StatTrak™） | 贾姆比亚,19,28,41.72,1.49,2024-06-17
Tec-9,破损不堪,StatTrak™,39643,Tec-9（StatTrak™） | 燃料喷射器,48,27.49,37.14,1.35,2024-06-17
Tec-9,崭新出厂,StatTrak™,39659,Tec-9（StatTrak™） | 战火重燃,110,26.9,36.27,1.35,2024-06-17
Tec-9,崭新出厂,普通,762220,Tec-9 | 遥控,229,26.7,35.48,1.33,2024-06-17
Tec-9,战痕累累,StatTrak™,39634,Tec-9（StatTrak™） | 剪纸,20,24.82,35.55,1.43,2024-06-17
Tec-9,战痕累累,普通,41970,Tec-9 | 竹林,11,24.61,33.15,1.35,2024-06-17
Tec-9,崭新出厂,StatTrak™,769266,Tec-9（StatTrak™） | 青竹伪装,87,24.39,35.55,1.46,2024-06-17
Tec-9,崭新出厂,纪念品,38074,Tec-9（纪念品） | 多变迷彩,105,24.33,37.8,1.55,2024-06-17
Tec-9,久经沙场,StatTrak™,39636,Tec-9（StatTrak™） | 剪纸,17,23.5,31.99,1.36,2024-06-17
Tec-9,久经沙场,普通,41978,Tec-9 | 黄铜,58,22.69,31.7,1.4,2024-06-17
Tec-9,战痕累累,StatTrak™,39639,Tec-9（StatTrak™） | 燃料喷射器,45,21.54,31.99,1.49,2024-06-17
Tec-9,战痕累累,普通,41986,Tec-9 | 剪纸,33,21.51,28.73,1.34,2024-06-17
Tec-9,崭新出厂,StatTrak™,781699,Tec-9（StatTrak™） | 兄弟连,100,20.99,30.83,1.47,2024-06-17
Tec-9,略有磨损,普通,41989,Tec-9 | 剪纸,36,20.64,30.91,1.5,2024-06-17
Tec-9,略有磨损,普通,42012,Tec-9 | 艾萨克,196,20.3,28.66,1.41,2024-06-17
Tec-9,崭新出厂,StatTrak™,759316,Tec-9（StatTrak™） | 蛇-9,31,19.89,30.62,1.54,2024-06-17
Tec-9,久经沙场,普通,41972,Tec-9 | 竹林,142,19.79,25.61,1.29,2024-06-17
Tec-9,破损不堪,普通,41974,Tec-9 | 竹林,15,19.6,29.24,1.49,2024-06-17
Tec-9,久经沙场,普通,41993,Tec-9 | 燃料喷射器,765,19.3,25.03,1.3,2024-06-17
Tec-9,久经沙场,StatTrak™,39651,Tec-9（StatTrak™） | 艾萨克,159,19.29,24.52,1.27,2024-06-17
Tec-9,略有磨损,StatTrak™,39665,Tec-9（StatTrak™） | 沙尘暴,120,17.93,23.94,1.34,2024-06-17
Tec-9,破损不堪,普通,41990,Tec-9 | 剪纸,20,17.46,22.85,1.31,2024-06-17
Tec-9,久经沙场,StatTrak™,39625,Tec-9（StatTrak™） | 坍雪寒裘,160,17.37,24.74,1.42,2024-06-17
Tec-9,久经沙场,普通,41988,Tec-9 | 剪纸,31,17.2,21.76,1.27,2024-06-17
Tec-9,久经沙场,普通,43951,Tec-9 | 艾萨克,143,16.84,21.98,1.31,2024-06-17
Tec-9,破损不堪,纪念品,38077,Tec-9（纪念品） | 多变迷彩,22,15.39,20.02,1.3,2024-06-17
Tec-9,战痕累累,普通,42010,Tec-9 | 艾萨克,22,15.19,20.24,1.33,2024-06-17
Tec-9,略有磨损,普通,41968,Tec-9 | 坍雪寒裘,206,15.2,21.26,1.4,2024-06-17
Tec-9,略有磨损,普通,762221,Tec-9 | 遥控,268,14.35,20.39,1.42,2024-06-17
Tec-9,破损不堪,StatTrak™,39627,Tec-9（StatTrak™） | 坍雪寒裘,27,14.19,18.86,1.33,2024-06-17
Tec-9,破损不堪,普通,42013,Tec-9 | 艾萨克,56,13.99,20.24,1.45,2024-06-17
Tec-9,战痕累累,普通,41976,Tec-9 | 黄铜,16,13.5,18.57,1.38,2024-06-17
Tec-9,战痕累累,普通,42044,Tec-9 | 狂哮飓风,13,13.25,18.43,1.39,2024-06-17
Tec-9,久经沙场,普通,42046,Tec-9 | 狂哮飓风,31,12.92,18.06,1.4,2024-06-17
Tec-9,破损不堪,普通,41995,Tec-9 | 燃料喷射器,142,12.9,16.98,1.32,2024-06-17
Tec-9,略有磨损,StatTrak™,763491,Tec-9（StatTrak™） | 破铜烂铁,14,12.4,15.6,1.26,2024-06-17
Tec-9,略有磨损,纪念品,38076,Tec-9（纪念品） | 多变迷彩,146,12.4,19.01,1.53,2024-06-17
Tec-9,破损不堪,普通,42048,Tec-9 | 狂哮飓风,8,12.39,16.83,1.36,2024-06-17
Tec-9,战痕累累,普通,41991,Tec-9 | 燃料喷射器,75,11.9,15.24,1.28,2024-06-17
Tec-9,战痕累累,纪念品,38073,Tec-9（纪念品） | 多变迷彩,27,11.79,17.19,1.46,2024-06-17
Tec-9,破损不堪,普通,41980,Tec-9 | 黄铜,36,11.67,17.77,1.52,2024-06-17
Tec-9,战痕累累,StatTrak™,39649,Tec-9（StatTrak™） | 艾萨克,33,11.65,15.16,1.3,2024-06-17
Tec-9,破损不堪,StatTrak™,39653,Tec-9（StatTrak™） | 艾萨克,88,11.57,16.03,1.39,2024-06-17
Tec-9,崭新出厂,普通,927374,Tec-9 | 腐朽木乃伊,233,11.11,15.6,1.4,2024-06-17
Tec-9,略有磨损,StatTrak™,769267,Tec-9（StatTrak™） | 青竹伪装,136,11.03,14.29,1.3,2024-06-17
Tec-9,战痕累累,StatTrak™,39623,Tec-9（StatTrak™） | 坍雪寒裘,22,10.59,14.36,1.36,2024-06-17
Tec-9,崭新出厂,StatTrak™,39630,Tec-9（StatTrak™） | 碎蛋白石,47,10.4,15.16,1.46,2024-06-17
Tec-9,崭新出厂,普通,871407,Tec-9 | 安全网,80,9.99,13.78,1.38,2024-06-17
Tec-9,略有磨损,普通,927344,Tec-9 | 腐朽木乃伊,348,9.54,12.55,1.32,2024-06-17
Tec-9,略有磨损,StatTrak™,39661,Tec-9（StatTrak™） | 战火重燃,130,9.43,13.35,1.42,2024-06-17
Tec-9,崭新出厂,StatTrak™,39645,Tec-9（StatTrak™） | 冰冠,386,9.39,13.13,1.4,2024-06-17
Tec-9,崭新出厂,普通,769176,Tec-9 | 青竹伪装,218,9.23,13.06,1.41,2024-06-17
Tec-9,久经沙场,纪念品,38075,Tec-9（纪念品） | 多变迷彩,187,8.86,13.57,1.53,2024-06-17
Tec-9,破损不堪,StatTrak™,39666,Tec-9（StatTrak™） | 沙尘暴,47,8.74,9.65,1.1,2024-06-17
Tec-9,略有磨损,普通,871254,Tec-9 | 安全网,64,8.49,10.52,1.24,2024-06-17
Tec-9,破损不堪,纪念品,38063,Tec-9（纪念品） | 核子威慑,1,28887.5,652.8,0.02,2024-06-20
Tec-9,崭新出厂,普通,42020,Tec-9 | 核子威慑,7,4297,6255.81,1.46,2024-06-20
Tec-9,略有磨损,纪念品,38062,Tec-9（纪念品） | 核子威慑,11,1749,7015.44,4.01,2024-06-20
Tec-9,崭新出厂,纪念品,38052,Tec-9（纪念品） | 黄铜,11,1289.5,2471.8,1.92,2024-06-20
Tec-9,崭新出厂,纪念品,769038,Tec-9（纪念品） | 遥控,9,1026.5,2316.2,2.26,2024-06-20
Tec-9,战痕累累,纪念品,38060,Tec-9（纪念品） | 核子威慑,2,887.5,1226.65,1.38,2024-06-20
Tec-9,崭新出厂,普通,42037,Tec-9 | 梗怖分子,24,839,1239.49,1.48,2024-06-20
Tec-9,略有磨损,普通,42039,Tec-9 | 梗怖分子,4,798.49,1184.12,1.48,2024-06-20
Tec-9,战痕累累,普通,42036,Tec-9 | 梗怖分子,2,787.5,1037.81,1.32,2024-06-20
Tec-9,久经沙场,普通,42038,Tec-9 | 梗怖分子,3,784.5,1063.79,1.36,2024-06-20
Tec-9,崭新出厂,StatTrak™,776466,Tec-9（StatTrak™） | 屠杀者,18,776.5,1013.35,1.31,2024-06-20
Tec-9,破损不堪,普通,42040,Tec-9 | 梗怖分子,4,769.39,1085.92,1.41,2024-06-20
Tec-9,略有磨损,普通,42022,Tec-9 | 核子威慑,24,648.5,970.24,1.5,2024-06-20
Tec-9,久经沙场,纪念品,38061,Tec-9（纪念品） | 核子威慑,13,599.5,740.25,1.23,2024-06-20
Tec-9,略有磨损,StatTrak™,775808,Tec-9（StatTrak™） | 屠杀者,27,367.71,565.57,1.54,2024-06-20
Tec-9,崭新出厂,纪念品,38069,Tec-9（纪念品） | 核子剧毒,86,342.5,517.96,1.51,2024-06-20
Tec-9,破损不堪,普通,42023,Tec-9 | 核子威慑,2,339.5,275.56,0.81,2024-06-20
Tec-9,崭新出厂,普通,41977,Tec-9 | 黄铜,11,323,370.05,1.15,2024-06-20
Tec-9,略有磨损,纪念品,38049,Tec-9（纪念品） | 陆军网格,6,287.5,139.41,0.48,2024-06-20
Tec-9,崭新出厂,普通,775813,Tec-9 | 屠杀者,78,278.5,398.65,1.43,2024-06-20
Tec-9,崭新出厂,普通,42045,Tec-9 | 狂哮飓风,8,254,351.69,1.38,2024-06-20
Tec-9,战痕累累,普通,42019,Tec-9 | 核子威慑,2,249.5,275.56,1.1,2024-06-20
Tec-9,久经沙场,普通,42021,Tec-9 | 核子威慑,21,244.4,272.88,1.12,2024-06-20
Tec-9,略有磨损,纪念品,38058,Tec-9（纪念品） | 地下水,12,244.4,332.17,1.36,2024-06-20
Tec-9,崭新出厂,StatTrak™,39640,Tec-9（StatTrak™） | 燃料喷射器,74,240.5,335.0,1.39,2024-06-20
Tec-9,略有磨损,纪念品,761599,Tec-9（纪念品） | 遥控,22,223.5,290.22,1.3,2024-06-20
Tec-9,破损不堪,普通,776020,Tec-9 | 锈叶,3,199,361.93,1.82,2024-06-20
Tec-9,久经沙场,普通,775042,Tec-9 | 锈叶,21,187.85,224.83,1.2,2024-06-20
Tec-9,略有磨损,纪念品,38054,Tec-9（纪念品） | 黄铜,63,187.49,245.81,1.31,2024-06-20
Tec-9,崭新出厂,普通,774742,Tec-9 | 锈叶,19,186.98,249.8,1.34,2024-06-20
Tec-9,战痕累累,普通,776212,Tec-9 | 锈叶,7,184.38,263.23,1.43,2024-06-20
