XM1014,破损不堪,纪念品,38137,XM1014（纪念品） | 加州迷彩,1,3499.5,3003.41,0.86,2024-06-17
XM1014,战痕累累,StatTrak™,956479,XM1014（StatTrak™） | 刺青,83,1.26,1.52,1.21,2024-06-17
XM1014,破损不堪,普通,887050,XM1014 | 行尸攻势,86,1.25,1.81,1.45,2024-06-17
XM1014,久经沙场,普通,42293,XM1014 | 剧毒水银,85,1.24,1.52,1.23,2024-06-17
XM1014,战痕累累,普通,887030,XM1014 | 行尸攻势,72,1.23,1.89,1.54,2024-06-17
XM1014,崭新出厂,普通,45373,XM1014 | 锈蚀烈焰,183,1.07,1.52,1.42,2024-06-17
XM1014,崭新出厂,普通,42252,XM1014 | 蓝色云杉,264,0.99,1.16,1.17,2024-06-17
XM1014,略有磨损,普通,956468,XM1014 | 刺青,497,0.91,1.31,1.44,2024-06-17
XM1014,略有磨损,普通,42318,XM1014 | 滑流,550,0.89,1.38,1.55,2024-06-17
XM1014,崭新出厂,普通,927302,XM1014 | 象形文字,229,0.88,1.31,1.49,2024-06-17
XM1014,崭新出厂,纪念品,876917,XM1014（纪念品） | 蓝色轮胎,266,0.81,1.23,1.52,2024-06-17
XM1014,破损不堪,StatTrak™,45351,XM1014（StatTrak™） | 锈蚀烈焰,23,0.81,1.45,1.79,2024-06-17
XM1014,崭新出厂,普通,42257,XM1014 | 蓝钢,514,0.81,1.09,1.35,2024-06-17
XM1014,战痕累累,普通,42305,XM1014 | 斯康里娅,46,0.8,1.16,1.45,2024-06-17
XM1014,破损不堪,普通,42309,XM1014 | 斯康里娅,44,0.77,1.09,1.42,2024-06-17
XM1014,略有磨损,纪念品,772910,XM1014（纪念品） | 都市穿孔,171,0.76,1.09,1.43,2024-06-17
XM1014,久经沙场,StatTrak™,45349,XM1014（StatTrak™） | 锈蚀烈焰,253,0.63,0.94,1.49,2024-06-17
XM1014,久经沙场,普通,42317,XM1014 | 滑流,226,0.6,0.87,1.45,2024-06-17
XM1014,战痕累累,普通,956489,XM1014 | 刺青,137,0.59,0.65,1.1,2024-06-17
XM1014,破损不堪,普通,42319,XM1014 | 滑流,15,0.58,0.94,1.62,2024-06-17
XM1014,久经沙场,普通,956460,XM1014 | 刺青,548,0.56,0.8,1.43,2024-06-17
XM1014,破损不堪,普通,956600,XM1014 | 刺青,53,0.51,0.8,1.57,2024-06-17
XM1014,略有磨损,普通,45405,XM1014 | 锈蚀烈焰,376,0.51,0.8,1.57,2024-06-17
XM1014,破损不堪,纪念品,772906,XM1014（纪念品） | 都市穿孔,109,0.48,0.65,1.35,2024-06-17
XM1014,战痕累累,StatTrak™,45347,XM1014（StatTrak™） | 锈蚀烈焰,53,0.49,0.8,1.63,2024-06-17
XM1014,崭新出厂,普通,42267,XM1014 | 加州迷彩,443,0.48,0.73,1.52,2024-06-17
XM1014,破损不堪,纪念品,876946,XM1014（纪念品） | 蓝色轮胎,36,0.46,0.51,1.11,2024-06-17
XM1014,战痕累累,纪念品,772907,XM1014（纪念品） | 都市穿孔,109,0.37,0.51,1.38,2024-06-17
XM1014,略有磨损,普通,42269,XM1014 | 加州迷彩,366,0.34,0.51,1.5,2024-06-17
XM1014,略有磨损,普通,927319,XM1014 | 象形文字,550,0.33,0.51,1.55,2024-06-17
XM1014,战痕累累,普通,42315,XM1014 | 滑流,24,0.32,0.73,2.28,2024-06-17
XM1014,略有磨损,普通,42259,XM1014 | 蓝钢,504,0.32,0.51,1.59,2024-06-17
XM1014,久经沙场,普通,45374,XM1014 | 锈蚀烈焰,979,0.3,0.58,1.93,2024-06-17
XM1014,战痕累累,普通,45404,XM1014 | 锈蚀烈焰,104,0.27,0.44,1.63,2024-06-17
XM1014,略有磨损,纪念品,876885,XM1014（纪念品） | 蓝色轮胎,176,0.26,0.44,1.69,2024-06-17
XM1014,破损不堪,普通,45375,XM1014 | 锈蚀烈焰,116,0.24,0.58,2.42,2024-06-17
XM1014,久经沙场,普通,42268,XM1014 | 加州迷彩,345,0.23,0.44,1.91,2024-06-17
XM1014,略有磨损,纪念品,929032,XM1014（纪念品） | 象形文字,438,0.22,0.44,2.0,2024-06-17
XM1014,久经沙场,普通,927297,XM1014 | 象形文字,388,0.22,0.44,2.0,2024-06-17
XM1014,久经沙场,普通,42258,XM1014 | 蓝钢,628,0.21,0.36,1.71,2024-06-17
XM1014,战痕累累,普通,927321,XM1014 | 象形文字,224,0.2,0.36,1.8,2024-06-17
XM1014,破损不堪,普通,42270,XM1014 | 加州迷彩,42,0.19,0.44,2.32,2024-06-17
XM1014,战痕累累,普通,42266,XM1014 | 加州迷彩,64,0.19,0.44,2.32,2024-06-17
XM1014,破损不堪,普通,42260,XM1014 | 蓝钢,153,0.18,0.36,2.0,2024-06-17
XM1014,战痕累累,普通,42256,XM1014 | 蓝钢,416,0.17,0.36,2.12,2024-06-17
XM1014,破损不堪,普通,927295,XM1014 | 象形文字,435,0.17,0.36,2.12,2024-06-17
XM1014,战痕累累,纪念品,876913,XM1014（纪念品） | 蓝色轮胎,49,0.15,0.44,2.93,2024-06-17
XM1014,久经沙场,纪念品,876891,XM1014（纪念品） | 蓝色轮胎,324,0.14,0.29,2.07,2024-06-17
XM1014,久经沙场,纪念品,772904,XM1014（纪念品） | 都市穿孔,448,0.15,0.36,2.4,2024-06-17
XM1014,略有磨损,普通,42254,XM1014 | 蓝色云杉,1097,0.06,0.22,3.67,2024-06-17
XM1014,久经沙场,纪念品,929018,XM1014（纪念品） | 象形文字,362,0.05,0.22,4.4,2024-06-17
XM1014,战痕累累,纪念品,929048,XM1014（纪念品） | 象形文字,152,0.03,0.22,7.33,2024-06-17
XM1014,破损不堪,普通,42255,XM1014 | 蓝色云杉,264,0.03,0.22,7.33,2024-06-17
XM1014,破损不堪,纪念品,929043,XM1014（纪念品） | 象形文字,184,0.02,0.22,11.0,2024-06-17
XM1014,战痕累累,普通,42251,XM1014 | 蓝色云杉,383,0.02,0.22,11.0,2024-06-17
XM1014,久经沙场,普通,42253,XM1014 | 蓝色云杉,2025,0.02,0.22,11.0,2024-06-17
XM1014,破损不堪,普通,42295,XM1014 | 剧毒水银,28,1.45,2.32,1.6,2024-06-17
XM1014,久经沙场,StatTrak™,956458,XM1014（StatTrak™） | 刺青,185,1.41,1.89,1.34,2024-06-17
XM1014,久经沙场,普通,886673,XM1014 | 行尸攻势,1737,1.38,1.89,1.37,2024-06-17
XM1014,破损不堪,StatTrak™,956595,XM1014（StatTrak™） | 刺青,49,1.36,2.1,1.54,2024-06-17
XM1014,战痕累累,StatTrak™,39803,XM1014（StatTrak™） | 滑流,17,1.35,1.81,1.34,2024-06-17
XM1014,久经沙场,StatTrak™,39805,XM1014（StatTrak™） | 滑流,322,1.3,1.81,1.39,2024-06-17
XM1014,战痕累累,StatTrak™,956479,XM1014（StatTrak™） | 刺青,83,1.26,1.52,1.21,2024-06-17
XM1014,破损不堪,普通,887050,XM1014 | 行尸攻势,86,1.25,1.81,1.45,2024-06-17
XM1014,久经沙场,普通,42293,XM1014 | 剧毒水银,85,1.24,1.52,1.23,2024-06-17
XM1014,战痕累累,普通,887030,XM1014 | 行尸攻势,72,1.23,1.89,1.54,2024-06-17
XM1014,崭新出厂,普通,45373,XM1014 | 锈蚀烈焰,183,1.07,1.52,1.42,2024-06-17
XM1014,崭新出厂,普通,42252,XM1014 | 蓝色云杉,264,0.99,1.16,1.17,2024-06-17
XM1014,略有磨损,普通,956468,XM1014 | 刺青,497,0.91,1.31,1.44,2024-06-17
XM1014,略有磨损,普通,42318,XM1014 | 滑流,550,0.89,1.38,1.55,2024-06-17
XM1014,崭新出厂,普通,927302,XM1014 | 象形文字,229,0.88,1.31,1.49,2024-06-17
XM1014,崭新出厂,纪念品,876917,XM1014（纪念品） | 蓝色轮胎,266,0.81,1.23,1.52,2024-06-17
XM1014,破损不堪,StatTrak™,45351,XM1014（StatTrak™） | 锈蚀烈焰,23,0.81,1.45,1.79,2024-06-17
XM1014,崭新出厂,普通,42257,XM1014 | 蓝钢,514,0.81,1.09,1.35,2024-06-17
XM1014,战痕累累,普通,42305,XM1014 | 斯康里娅,46,0.8,1.16,1.45,2024-06-17
XM1014,破损不堪,普通,42309,XM1014 | 斯康里娅,44,0.77,1.09,1.42,2024-06-17
XM1014,略有磨损,纪念品,772910,XM1014（纪念品） | 都市穿孔,171,0.76,1.09,1.43,2024-06-17
XM1014,久经沙场,StatTrak™,45349,XM1014（StatTrak™） | 锈蚀烈焰,253,0.63,0.94,1.49,2024-06-17
XM1014,久经沙场,普通,42317,XM1014 | 滑流,226,0.6,0.87,1.45,2024-06-17
XM1014,战痕累累,普通,956489,XM1014 | 刺青,137,0.59,0.65,1.1,2024-06-17
XM1014,破损不堪,普通,42319,XM1014 | 滑流,15,0.58,0.94,1.62,2024-06-17
XM1014,久经沙场,普通,956460,XM1014 | 刺青,548,0.56,0.8,1.43,2024-06-17
XM1014,破损不堪,普通,956600,XM1014 | 刺青,53,0.51,0.8,1.57,2024-06-17
XM1014,略有磨损,普通,45405,XM1014 | 锈蚀烈焰,376,0.51,0.8,1.57,2024-06-17
XM1014,破损不堪,纪念品,772906,XM1014（纪念品） | 都市穿孔,109,0.48,0.65,1.35,2024-06-17
XM1014,战痕累累,StatTrak™,45347,XM1014（StatTrak™） | 锈蚀烈焰,53,0.49,0.8,1.63,2024-06-17
XM1014,崭新出厂,普通,42267,XM1014 | 加州迷彩,443,0.48,0.73,1.52,2024-06-17
XM1014,破损不堪,纪念品,876946,XM1014（纪念品） | 蓝色轮胎,36,0.46,0.51,1.11,2024-06-17
XM1014,战痕累累,纪念品,772907,XM1014（纪念品） | 都市穿孔,109,0.37,0.51,1.38,2024-06-17
XM1014,略有磨损,普通,42269,XM1014 | 加州迷彩,366,0.34,0.51,1.5,2024-06-17
XM1014,略有磨损,普通,927319,XM1014 | 象形文字,550,0.33,0.51,1.55,2024-06-17
XM1014,战痕累累,普通,42315,XM1014 | 滑流,24,0.32,0.73,2.28,2024-06-17
XM1014,略有磨损,普通,42259,XM1014 | 蓝钢,504,0.32,0.51,1.59,2024-06-17
XM1014,久经沙场,普通,45374,XM1014 | 锈蚀烈焰,979,0.3,0.58,1.93,2024-06-17
XM1014,战痕累累,普通,45404,XM1014 | 锈蚀烈焰,104,0.27,0.44,1.63,2024-06-17
XM1014,略有磨损,纪念品,876885,XM1014（纪念品） | 蓝色轮胎,176,0.26,0.44,1.69,2024-06-17
XM1014,破损不堪,普通,45375,XM1014 | 锈蚀烈焰,116,0.24,0.58,2.42,2024-06-17
XM1014,久经沙场,普通,42268,XM1014 | 加州迷彩,345,0.23,0.44,1.91,2024-06-17
XM1014,略有磨损,纪念品,929032,XM1014（纪念品） | 象形文字,438,0.22,0.44,2.0,2024-06-17
XM1014,久经沙场,普通,927297,XM1014 | 象形文字,388,0.22,0.44,2.0,2024-06-17
XM1014,久经沙场,普通,42258,XM1014 | 蓝钢,628,0.21,0.36,1.71,2024-06-17
XM1014,战痕累累,普通,927321,XM1014 | 象形文字,224,0.2,0.36,1.8,2024-06-17
XM1014,破损不堪,普通,42270,XM1014 | 加州迷彩,42,0.19,0.44,2.32,2024-06-17
XM1014,战痕累累,普通,42266,XM1014 | 加州迷彩,64,0.19,0.44,2.32,2024-06-17
XM1014,破损不堪,普通,42260,XM1014 | 蓝钢,153,0.18,0.36,2.0,2024-06-17
XM1014,战痕累累,普通,42256,XM1014 | 蓝钢,416,0.17,0.36,2.12,2024-06-17
XM1014,破损不堪,普通,927295,XM1014 | 象形文字,435,0.17,0.36,2.12,2024-06-17
XM1014,战痕累累,纪念品,876913,XM1014（纪念品） | 蓝色轮胎,49,0.15,0.44,2.93,2024-06-17
XM1014,久经沙场,纪念品,876891,XM1014（纪念品） | 蓝色轮胎,324,0.14,0.29,2.07,2024-06-17
XM1014,久经沙场,纪念品,772904,XM1014（纪念品） | 都市穿孔,448,0.15,0.36,2.4,2024-06-17
XM1014,略有磨损,普通,42254,XM1014 | 蓝色云杉,1097,0.06,0.22,3.67,2024-06-17
XM1014,久经沙场,纪念品,929018,XM1014（纪念品） | 象形文字,362,0.05,0.22,4.4,2024-06-17
XM1014,战痕累累,纪念品,929048,XM1014（纪念品） | 象形文字,152,0.03,0.22,7.33,2024-06-17
XM1014,破损不堪,普通,42255,XM1014 | 蓝色云杉,264,0.03,0.22,7.33,2024-06-17
XM1014,破损不堪,纪念品,929043,XM1014（纪念品） | 象形文字,184,0.02,0.22,11.0,2024-06-17
XM1014,战痕累累,普通,42251,XM1014 | 蓝色云杉,383,0.02,0.22,11.0,2024-06-17
XM1014,久经沙场,普通,42253,XM1014 | 蓝色云杉,2025,0.02,0.22,11.0,2024-06-17
XM1014,破损不堪,普通,42295,XM1014 | 剧毒水银,28,1.45,2.32,1.6,2024-06-17
XM1014,久经沙场,StatTrak™,956458,XM1014（StatTrak™） | 刺青,185,1.41,1.89,1.34,2024-06-17
XM1014,久经沙场,普通,886673,XM1014 | 行尸攻势,1737,1.38,1.89,1.37,2024-06-17
XM1014,破损不堪,StatTrak™,956595,XM1014（StatTrak™） | 刺青,49,1.36,2.1,1.54,2024-06-17
XM1014,战痕累累,StatTrak™,39803,XM1014（StatTrak™） | 滑流,17,1.35,1.81,1.34,2024-06-17
XM1014,久经沙场,StatTrak™,39805,XM1014（StatTrak™） | 滑流,322,1.3,1.81,1.39,2024-06-17
XM1014,战痕累累,StatTrak™,956479,XM1014（StatTrak™） | 刺青,83,1.26,1.52,1.21,2024-06-17
XM1014,破损不堪,普通,887050,XM1014 | 行尸攻势,86,1.25,1.81,1.45,2024-06-17
XM1014,久经沙场,普通,42293,XM1014 | 剧毒水银,85,1.24,1.52,1.23,2024-06-17
XM1014,战痕累累,普通,887030,XM1014 | 行尸攻势,72,1.23,1.89,1.54,2024-06-17
XM1014,崭新出厂,普通,45373,XM1014 | 锈蚀烈焰,183,1.07,1.52,1.42,2024-06-17
XM1014,崭新出厂,普通,42252,XM1014 | 蓝色云杉,264,0.99,1.16,1.17,2024-06-17
XM1014,略有磨损,普通,956468,XM1014 | 刺青,497,0.91,1.31,1.44,2024-06-17
XM1014,略有磨损,普通,42318,XM1014 | 滑流,550,0.89,1.38,1.55,2024-06-17
XM1014,崭新出厂,普通,927302,XM1014 | 象形文字,229,0.88,1.31,1.49,2024-06-17
XM1014,崭新出厂,纪念品,876917,XM1014（纪念品） | 蓝色轮胎,266,0.81,1.23,1.52,2024-06-17
XM1014,破损不堪,StatTrak™,45351,XM1014（StatTrak™） | 锈蚀烈焰,23,0.81,1.45,1.79,2024-06-17
XM1014,崭新出厂,普通,42257,XM1014 | 蓝钢,514,0.81,1.09,1.35,2024-06-17
XM1014,战痕累累,普通,42305,XM1014 | 斯康里娅,46,0.8,1.16,1.45,2024-06-17
XM1014,破损不堪,普通,42309,XM1014 | 斯康里娅,44,0.77,1.09,1.42,2024-06-17
XM1014,略有磨损,纪念品,772910,XM1014（纪念品） | 都市穿孔,171,0.76,1.09,1.43,2024-06-17
XM1014,久经沙场,StatTrak™,45349,XM1014（StatTrak™） | 锈蚀烈焰,253,0.63,0.94,1.49,2024-06-17
XM1014,久经沙场,普通,42317,XM1014 | 滑流,226,0.6,0.87,1.45,2024-06-17
XM1014,战痕累累,普通,956489,XM1014 | 刺青,137,0.59,0.65,1.1,2024-06-17
XM1014,破损不堪,普通,42319,XM1014 | 滑流,15,0.58,0.94,1.62,2024-06-17
XM1014,久经沙场,普通,956460,XM1014 | 刺青,548,0.56,0.8,1.43,2024-06-17
XM1014,破损不堪,普通,956600,XM1014 | 刺青,53,0.51,0.8,1.57,2024-06-17
XM1014,略有磨损,普通,45405,XM1014 | 锈蚀烈焰,376,0.51,0.8,1.57,2024-06-17
XM1014,破损不堪,纪念品,772906,XM1014（纪念品） | 都市穿孔,109,0.48,0.65,1.35,2024-06-17
XM1014,战痕累累,StatTrak™,45347,XM1014（StatTrak™） | 锈蚀烈焰,53,0.49,0.8,1.63,2024-06-17
XM1014,崭新出厂,普通,42267,XM1014 | 加州迷彩,443,0.48,0.73,1.52,2024-06-17
XM1014,破损不堪,纪念品,876946,XM1014（纪念品） | 蓝色轮胎,36,0.46,0.51,1.11,2024-06-17
XM1014,战痕累累,纪念品,772907,XM1014（纪念品） | 都市穿孔,109,0.37,0.51,1.38,2024-06-17
XM1014,略有磨损,普通,42269,XM1014 | 加州迷彩,366,0.34,0.51,1.5,2024-06-17
XM1014,略有磨损,普通,927319,XM1014 | 象形文字,550,0.33,0.51,1.55,2024-06-17
XM1014,战痕累累,普通,42315,XM1014 | 滑流,24,0.32,0.73,2.28,2024-06-17
XM1014,略有磨损,普通,42259,XM1014 | 蓝钢,504,0.32,0.51,1.59,2024-06-17
XM1014,久经沙场,普通,45374,XM1014 | 锈蚀烈焰,979,0.3,0.58,1.93,2024-06-17
XM1014,战痕累累,普通,45404,XM1014 | 锈蚀烈焰,104,0.27,0.44,1.63,2024-06-17
XM1014,略有磨损,纪念品,876885,XM1014（纪念品） | 蓝色轮胎,176,0.26,0.44,1.69,2024-06-17
XM1014,破损不堪,普通,45375,XM1014 | 锈蚀烈焰,116,0.24,0.58,2.42,2024-06-17
XM1014,久经沙场,普通,42268,XM1014 | 加州迷彩,345,0.23,0.44,1.91,2024-06-17
XM1014,略有磨损,纪念品,929032,XM1014（纪念品） | 象形文字,438,0.22,0.44,2.0,2024-06-17
XM1014,久经沙场,普通,927297,XM1014 | 象形文字,388,0.22,0.44,2.0,2024-06-17
XM1014,久经沙场,普通,42258,XM1014 | 蓝钢,628,0.21,0.36,1.71,2024-06-17
XM1014,战痕累累,普通,927321,XM1014 | 象形文字,224,0.2,0.36,1.8,2024-06-17
XM1014,破损不堪,普通,42270,XM1014 | 加州迷彩,42,0.19,0.44,2.32,2024-06-17
XM1014,战痕累累,普通,42266,XM1014 | 加州迷彩,64,0.19,0.44,2.32,2024-06-17
XM1014,破损不堪,普通,42260,XM1014 | 蓝钢,153,0.18,0.36,2.0,2024-06-17
XM1014,战痕累累,普通,42256,XM1014 | 蓝钢,416,0.17,0.36,2.12,2024-06-17
XM1014,破损不堪,普通,927295,XM1014 | 象形文字,435,0.17,0.36,2.12,2024-06-17
XM1014,战痕累累,纪念品,876913,XM1014（纪念品） | 蓝色轮胎,49,0.15,0.44,2.93,2024-06-17
XM1014,久经沙场,纪念品,876891,XM1014（纪念品） | 蓝色轮胎,324,0.14,0.29,2.07,2024-06-17
XM1014,久经沙场,纪念品,772904,XM1014（纪念品） | 都市穿孔,448,0.15,0.36,2.4,2024-06-17
XM1014,略有磨损,普通,42254,XM1014 | 蓝色云杉,1097,0.06,0.22,3.67,2024-06-17
XM1014,久经沙场,纪念品,929018,XM1014（纪念品） | 象形文字,362,0.05,0.22,4.4,2024-06-17
XM1014,战痕累累,纪念品,929048,XM1014（纪念品） | 象形文字,152,0.03,0.22,7.33,2024-06-17
XM1014,破损不堪,普通,42255,XM1014 | 蓝色云杉,264,0.03,0.22,7.33,2024-06-17
XM1014,破损不堪,纪念品,929043,XM1014（纪念品） | 象形文字,184,0.02,0.22,11.0,2024-06-17
XM1014,久经沙场,普通,42253,XM1014 | 蓝色云杉,2024,0.02,0.22,11.0,2024-06-17
XM1014,战痕累累,普通,42251,XM1014 | 蓝色云杉,383,0.02,0.22,11.0,2024-06-17
XM1014,破损不堪,纪念品,38137,XM1014（纪念品） | 加州迷彩,1,3499.5,3004.49,0.86,2024-06-20
XM1014,战痕累累,纪念品,38133,XM1014（纪念品） | 加州迷彩,1,3499.5,271.21,0.08,2024-06-20
XM1014,破损不堪,普通,775818,XM1014 | 寒霜锁链,1,2499.5,1080.63,0.43,2024-06-20
XM1014,崭新出厂,纪念品,38139,XM1014（纪念品） | 辐射警告,3,2221,5467.43,2.46,2024-06-20
XM1014,崭新出厂,普通,42272,XM1014 | 辐射警告,1,1332.84,1503.08,1.13,2024-06-20
XM1014,战痕累累,StatTrak™,39779,XM1014（StatTrak™） | 天空守卫,1,1298.5,101.6,0.08,2024-06-20
XM1014,战痕累累,纪念品,38124,XM1014（纪念品） | 蓝钢,2,1139.47,940.41,0.83,2024-06-20
XM1014,战痕累累,普通,776541,XM1014 | 寒霜锁链,2,1110.5,5424.91,4.89,2024-06-20
XM1014,崭新出厂,普通,776080,XM1014 | 寒霜锁链,22,794.5,1559.03,1.96,2024-06-20
XM1014,久经沙场,普通,775687,XM1014 | 寒霜锁链,10,755.05,1037.66,1.37,2024-06-20
XM1014,略有磨损,普通,775946,XM1014 | 寒霜锁链,6,749.5,1120.47,1.49,2024-06-20
XM1014,久经沙场,纪念品,38125,XM1014（纪念品） | 蓝钢,5,699.5,1189.12,1.7,2024-06-20
XM1014,略有磨损,纪念品,38126,XM1014（纪念品） | 蓝钢,5,598,1403.07,2.35,2024-06-20
XM1014,崭新出厂,StatTrak™,39814,XM1014（StatTrak™） | 宁静,47,510.5,806.73,1.58,2024-06-20
XM1014,崭新出厂,纪念品,38134,XM1014（纪念品） | 加州迷彩,5,499.5,831.34,1.66,2024-06-20
XM1014,崭新出厂,普通,42277,XM1014 | 工业牧草,5,497.4,385.95,0.78,2024-06-20
XM1014,崭新出厂,普通,871499,XM1014 | 雅藤如嫣,60,444.5,623.48,1.4,2024-06-20
XM1014,略有磨损,普通,871349,XM1014 | 雅藤如嫣,13,434.5,688.0,1.58,2024-06-20
XM1014,久经沙场,普通,871622,XM1014 | 雅藤如嫣,10,419.5,549.6,1.31,2024-06-20
XM1014,战痕累累,纪念品,38120,XM1014（纪念品） | 蓝色云杉,2,399.5,96.16,0.24,2024-06-20
XM1014,崭新出厂,普通,42287,XM1014 | 狂野丛林,4,397.5,444.81,1.12,2024-06-20
XM1014,战痕累累,普通,42296,XM1014 | 红色皮革,1,369.49,616.88,1.67,2024-06-20
XM1014,破损不堪,纪念品,38127,XM1014（纪念品） | 蓝钢,3,354.9,532.26,1.5,2024-06-20
XM1014,崭新出厂,普通,42297,XM1014 | 红色皮革,9,329.5,484.07,1.47,2024-06-20
XM1014,略有磨损,普通,835894,XM1014 | 太古传说,9,324.5,499.96,1.54,2024-06-20
XM1014,崭新出厂,普通,835856,XM1014 | 太古传说,37,322.5,475.8,1.48,2024-06-20
XM1014,略有磨损,普通,42249,XM1014 | 火焰橙,6,319.5,584.22,1.83,2024-06-20
XM1014,略有磨损,StatTrak™,769511,XM1014（StatTrak™） | 焚烬之鳄,16,298.49,437.98,1.47,2024-06-20
XM1014,久经沙场,普通,835864,XM1014 | 太古传说,15,293.5,461.14,1.57,2024-06-20
XM1014,破损不堪,普通,836004,XM1014 | 太古传说,4,279.5,527.25,1.89,2024-06-20
XM1014,略有磨损,纪念品,38122,XM1014（纪念品） | 蓝色云杉,13,279.5,428.62,1.53,2024-06-20
XM1014,战痕累累,普通,836128,XM1014 | 太古传说,1,259,480.44,1.85,2024-06-20
XM1014,破损不堪,纪念品,38123,XM1014（纪念品） | 蓝色云杉,4,248,137.46,0.55,2024-06-20
XM1014,战痕累累,普通,42246,XM1014 | 火焰橙,1,236.52,169.82,0.72,2024-06-20
XM1014,略有磨损,StatTrak™,39816,XM1014（StatTrak™） | 宁静,26,229.5,286.23,1.25,2024-06-20
XM1014,略有磨损,普通,42299,XM1014 | 红色皮革,3,229,250.38,1.09,2024-06-20
XM1014,略有磨损,纪念品,38136,XM1014（纪念品） | 加州迷彩,1,227.5,229.77,1.01,2024-06-20
XM1014,久经沙场,普通,42298,XM1014 | 红色皮革,3,227.42,273.97,1.2,2024-06-20
XM1014,战痕累累,普通,775595,XM1014 | 芭蕉叶,4,199.5,270.85,1.36,2024-06-20
XM1014,崭新出厂,普通,775468,XM1014 | 芭蕉叶,16,195.9,257.27,1.31,2024-06-20
XM1014,略有磨损,普通,774964,XM1014 | 芭蕉叶,15,186.87,236.52,1.27,2024-06-20
XM1014,破损不堪,普通,775295,XM1014 | 芭蕉叶,5,182.5,290.73,1.59,2024-06-20
XM1014,久经沙场,普通,774855,XM1014 | 芭蕉叶,17,181,233.91,1.29,2024-06-20
XM1014,略有磨损,普通,42274,XM1014 | 辐射警告,4,179.5,272.95,1.52,2024-06-20
XM1014,破损不堪,普通,42250,XM1014 | 火焰橙,2,156.84,120.84,0.77,2024-06-20
XM1014,久经沙场,纪念品,38135,XM1014（纪念品） | 加州迷彩,4,149.5,203.06,1.36,2024-06-20
XM1014,崭新出厂,纪念品,38129,XM1014（纪念品） | 碾骨机,79,140.5,210.83,1.5,2024-06-20
XM1014,崭新出厂,StatTrak™,39780,XM1014（StatTrak™） | 天空守卫,12,139.5,188.18,1.35,2024-06-20
XM1014,崭新出厂,普通,42326,XM1014 | 宁静,113,129.49,174.9,1.35,2024-06-20
XM1014,崭新出厂,StatTrak™,857707,XM1014（StatTrak™） | 要抱抱,65,122.5,169.61,1.38,2024-06-20
XM1014,崭新出厂,StatTrak™,871885,XM1014（StatTrak™） | 狻猊,49,115.4,169.82,1.47,2024-06-20
XM1014,崭新出厂,普通,42336,XM1014 | 蔚蓝多变迷彩,16,105.5,139.63,1.32,2024-06-20
XM1014,久经沙场,普通,42332,XM1014 | 都市穿孔,12,103.95,16.69,0.16,2024-06-20
XM1014,久经沙场,StatTrak™,39815,XM1014（StatTrak™） | 宁静,17,103.4,130.78,1.26,2024-06-20
XM1014,战痕累累,StatTrak™,39813,XM1014（StatTrak™） | 宁静,7,102.03,131.58,1.29,2024-06-20
XM1014,破损不堪,StatTrak™,39783,XM1014（StatTrak™） | 天空守卫,5,99.5,107.48,1.08,2024-06-20
XM1014,崭新出厂,StatTrak™,781710,XM1014（StatTrak™） | 埋葬之影,147,98.29,136.58,1.39,2024-06-20
XM1014,略有磨损,StatTrak™,39782,XM1014（StatTrak™） | 天空守卫,31,98.29,131.07,1.33,2024-06-20
XM1014,久经沙场,普通,42248,XM1014 | 火焰橙,12,92.87,100.51,1.08,2024-06-20
XM1014,略有磨损,普通,42338,XM1014 | 蔚蓝多变迷彩,5,88.9,101.97,1.15,2024-06-20
XM1014,久经沙场,StatTrak™,39781,XM1014（StatTrak™） | 天空守卫,12,82.9,109.37,1.32,2024-06-20
XM1014,破损不堪,StatTrak™,39792,XM1014（StatTrak™） | 血红巨蟒,6,82.52,24.46,0.3,2024-06-20
XM1014,略有磨损,纪念品,38141,XM1014（纪念品） | 辐射警告,38,79.49,109.3,1.38,2024-06-20
XM1014,战痕累累,普通,42335,XM1014 | 蔚蓝多变迷彩,2,74.9,118.22,1.58,2024-06-20
XM1014,破损不堪,普通,42339,XM1014 | 蔚蓝多变迷彩,5,74.3,96.16,1.29,2024-06-20
XM1014,崭新出厂,普通,42282,XM1014 | 天空守卫,40,69.9,106.9,1.53,2024-06-20
XM1014,战痕累累,普通,42281,XM1014 | 天空守卫,4,69.68,70.69,1.01,2024-06-20
XM1014,久经沙场,普通,42337,XM1014 | 蔚蓝多变迷彩,10,67.09,85.78,1.28,2024-06-20
XM1014,略有磨损,普通,769480,XM1014 | 焚烬之鳄,35,65.7,100.95,1.54,2024-06-20
XM1014,崭新出厂,普通,42331,XM1014 | 都市穿孔,4,65.31,91.81,1.41,2024-06-20
XM1014,略有磨损,普通,42284,XM1014 | 天空守卫,30,58.9,77.07,1.31,2024-06-20
XM1014,略有磨损,普通,42328,XM1014 | 宁静,140,58.54,81.57,1.39,2024-06-20
XM1014,略有磨损,纪念品,38131,XM1014（纪念品） | 碾骨机,152,56.19,85.71,1.53,2024-06-20
XM1014,久经沙场,普通,42273,XM1014 | 辐射警告,11,55.24,54.58,0.99,2024-06-20
XM1014,崭新出厂,StatTrak™,39775,XM1014（StatTrak™） | 西装革履,107,54.9,74.75,1.36,2024-06-20
XM1014,破损不堪,普通,42285,XM1014 | 天空守卫,9,53.4,65.9,1.23,2024-06-20
