
AK-47,崭新出厂,普通,776874,AK-47 | 野荷,198,87998.5,89759.0,1.02,2024-06-16
AK-47,崭新出厂,普通,33940,AK-47 | 轨道 Mk01,421,144.5,200.67,1.39,2024-06-16
AK-47,战痕累累,普通,33968,AK-47 | 皇后,277,138.8,192.76,1.39,2024-06-16
AK-47,战痕累累,StatTrak™,38219,AK-47（StatTrak™） | 红线,111,138.3,193.99,1.4,2024-06-16
AK-47,战痕累累,普通,759233,AK-47 | 霓虹骑士,79,136.49,183.55,1.34,2024-06-16
AK-47,崭新出厂,普通,871704,AK-47 | 绿色层压板,226,136,194.86,1.43,2024-06-16
AK-47,略有磨损,StatTrak™,900638,AK-47（StatTrak™） | 可燃冰,876,133.5,189.64,1.42,2024-06-16
AK-47,破损不堪,纪念品,761440,AK-47（纪念品） | 安全网,10,133.49,176.15,1.32,2024-06-16
AK-47,破损不堪,StatTrak™,38213,AK-47（StatTrak™） | 混沌点阵,5,132.5,176.87,1.33,2024-06-16
AK-47,久经沙场,普通,33960,AK-47 | 红线,12548,132.16,173.03,1.31,2024-06-16
AK-47,破损不堪,普通,33862,AK-47 | 深海复仇,137,131.26,181.59,1.38,2024-06-16
AK-47,久经沙场,StatTrak™,38211,AK-47（StatTrak™） | 混沌点阵,282,130.88,188.62,1.44,2024-06-16
AK-47,战痕累累,StatTrak™,38184,AK-47（StatTrak™） | 前线迷雾,26,127.5,170.34,1.34,2024-06-16
AK-47,战痕累累,普通,763353,AK-47 | 二西莫夫,156,126.95,174.48,1.37,2024-06-16
AK-47,略有磨损,纪念品,761496,AK-47（纪念品） | 安全网,91,123.45,171.65,1.39,2024-06-16
AK-47,略有磨损,普通,33952,AK-47 | 捕食者,73,121.49,176.87,1.46,2024-06-16
AK-47,破损不堪,普通,33938,AK-47 | 霓虹革命,23,119.9,173.68,1.45,2024-06-16
AK-47,略有磨损,普通,886753,AK-47 | 夜愿,3480,119.5,159.53,1.33,2024-06-16
AK-47,久经沙场,StatTrak™,887057,AK-47（StatTrak™） | 夜愿,502,118.5,162.65,1.37,2024-06-16
AK-47,破损不堪,StatTrak™,781719,AK-47（StatTrak™） | 阿努比斯军团,17,118.33,165.7,1.4,2024-06-16
AK-47,崭新出厂,纪念品,876936,AK-47（纪念品） | 绿色层压板,89,118,179.7,1.52,2024-06-16
AK-47,略有磨损,纪念品,37516,AK-47（纪念品） | 狩猎网格,211,114.47,169.33,1.48,2024-06-16
AK-47,战痕累累,普通,33949,AK-47 | 捕食者,22,114.06,156.27,1.37,2024-06-16
AK-47,破损不堪,普通,33953,AK-47 | 捕食者,8,113.46,153.08,1.35,2024-06-16
AK-47,久经沙场,普通,33951,AK-47 | 捕食者,77,112.29,151.99,1.35,2024-06-16
AK-47,久经沙场,普通,871478,AK-47 | 抽象派 1337,1316,112,152.79,1.36,2024-06-16
AK-47,战痕累累,StatTrak™,38209,AK-47（StatTrak™） | 混沌点阵,33,107.3,161.85,1.51,2024-06-16
AK-47,破损不堪,普通,871960,AK-47 | 抽象派 1337,33,106.9,151.55,1.42,2024-06-16
AK-47,崭新出厂,普通,900529,AK-47 | 可燃冰,3292,105.45,140.96,1.34,2024-06-16
AK-47,久经沙场,StatTrak™,781708,AK-47（StatTrak™） | 阿努比斯军团,522,100.2,133.27,1.33,2024-06-16
AK-47,崭新出厂,普通,775895,AK-47 | 巴洛克之紫,383,96.9,135.16,1.39,2024-06-16
AK-47,略有磨损,StatTrak™,779297,AK-47（StatTrak™） | 幻影破坏者,224,96.6,136.61,1.41,2024-06-16
AK-47,破损不堪,普通,33962,AK-47 | 红线,102,96.26,132.26,1.37,2024-06-16
AK-47,战痕累累,普通,871497,AK-47 | 抽象派 1337,69,96.2,131.89,1.37,2024-06-16
AK-47,战痕累累,纪念品,761439,AK-47（纪念品） | 安全网,25,95.48,120.94,1.27,2024-06-16
AK-47,略有磨损,普通,33942,AK-47 | 轨道 Mk01,592,94.49,128.26,1.36,2024-06-16
AK-47,崭新出厂,普通,781649,AK-47 | 阿努比斯军团,1811,94.4,129.79,1.37,2024-06-16
AK-47,破损不堪,StatTrak™,921609,AK-47（StatTrak™） | 一发入魂,87,93.9,142.27,1.52,2024-06-16
AK-47,略有磨损,普通,871772,AK-47 | 绿色层压板,187,92.85,126.81,1.37,2024-06-16
AK-47,久经沙场,普通,33936,AK-47 | 霓虹革命,2039,92.8,122.82,1.32,2024-06-16
AK-47,久经沙场,普通,871673,AK-47 | 绿色层压板,105,91.79,126.81,1.38,2024-06-16
AK-47,略有磨损,StatTrak™,857681,AK-47（StatTrak™） | 墨岩,1853,90.9,124.06,1.36,2024-06-16
AK-47,略有磨损,普通,33947,AK-47 | 混沌点阵,1637,89.9,122.82,1.37,2024-06-16
AK-47,破损不堪,StatTrak™,887080,AK-47（StatTrak™） | 夜愿,100,89.08,119.7,1.34,2024-06-16
AK-47,破损不堪,普通,33875,AK-47 | 蓝色层压板,42,87.01,119.56,1.37,2024-06-16
AK-47,破损不堪,普通,33879,AK-47 | 卡特尔,26,85.89,114.77,1.34,2024-06-16
AK-47,略有磨损,StatTrak™,775964,AK-47（StatTrak™） | 复古浪潮,86,84.96,114.84,1.35,2024-06-16
AK-47,战痕累累,普通,33858,AK-47 | 深海复仇,108,85.9,119.12,1.39,2024-06-16
AK-47,略有磨损,普通,33878,AK-47 | 卡特尔,1720,83.9,116.15,1.38,2024-06-16
AK-47,破损不堪,普通,33943,AK-47 | 轨道 Mk01,36,82.69,109.11,1.32,2024-06-16
AK-47,略有磨损,普通,33932,AK-47 | 丛林涂装,172,77.7,116.87,1.5,2024-06-16
AK-47,略有磨损,纪念品,876981,AK-47（纪念品） | 绿色层压板,107,77.43,113.83,1.47,2024-06-16
AK-47,崭新出厂,纪念品,929108,AK-47（纪念品） | 钢铁三角洲,85,76.9,114.77,1.49,2024-06-16
AK-47,战痕累累,StatTrak™,781703,AK-47（StatTrak™） | 阿努比斯军团,46,76,98.74,1.3,2024-06-16
AK-47,久经沙场,普通,33941,AK-47 | 轨道 Mk01,569,75.5,99.1,1.31,2024-06-16
AK-47,战痕累累,普通,33934,AK-47 | 霓虹革命,105,74.9,95.98,1.28,2024-06-16
AK-47,崭新出厂,普通,33872,AK-47 | 蓝色层压板,1671,75.9,104.83,1.38,2024-06-16
AK-47,久经沙场,普通,33906,AK-47 | 前线迷雾,2166,73.4,100.19,1.36,2024-06-16
AK-47,战痕累累,StatTrak™,921613,AK-47（StatTrak™） | 一发入魂,81,72.8,104.76,1.44,2024-06-16
AK-47,战痕累累,普通,33939,AK-47 | 轨道 Mk01,32,71.8,100.7,1.4,2024-06-16
AK-47,破损不堪,StatTrak™,900649,AK-47（StatTrak™） | 可燃冰,29,70.06,103.89,1.48,2024-06-16
AK-47,战痕累累,普通,33959,AK-47 | 红线,183,69.1,94.09,1.36,2024-06-16
AK-47,久经沙场,纪念品,876967,AK-47（纪念品） | 绿色层压板,137,68.9,88.94,1.29,2024-06-16
AK-47,战痕累累,StatTrak™,887072,AK-47（StatTrak™） | 夜愿,140,68.62,91.56,1.33,2024-06-16
AK-47,久经沙场,纪念品,761378,AK-47（纪念品） | 安全网,137,67.26,96.92,1.44,2024-06-16
AK-47,破损不堪,StatTrak™,779429,AK-47（StatTrak™） | 幻影破坏者,26,66.91,86.84,1.3,2024-06-16
AK-47,略有磨损,普通,33874,AK-47 | 蓝色层压板,1726,66.9,90.69,1.36,2024-06-16
AK-47,久经沙场,普通,921561,AK-47 | 一发入魂,3476,66.3,88.51,1.33,2024-06-16
AK-47,久经沙场,StatTrak™,900597,AK-47（StatTrak™） | 可燃冰,1156,65.88,88.94,1.35,2024-06-16
AK-47,破损不堪,普通,33908,AK-47 | 前线迷雾,79,65.3,91.19,1.4,2024-06-16
AK-47,战痕累累,纪念品,37513,AK-47（纪念品） | 狩猎网格,64,63.37,92.79,1.46,2024-06-16
AK-47,崭新出厂,普通,775204,AK-47 | 复古浪潮,205,63.28,85.24,1.35,2024-06-16
AK-47,破损不堪,普通,33948,AK-47 | 混沌点阵,31,63.28,88.94,1.41,2024-06-16
AK-47,久经沙场,普通,33853,AK-47 | 卡特尔,1828,62.1,81.91,1.32,2024-06-16
AK-47,略有磨损,普通,900482,AK-47 | 可燃冰,7657,61.46,81.47,1.33,2024-06-16
AK-47,战痕累累,StatTrak™,900652,AK-47（StatTrak™） | 可燃冰,82,61.19,78.5,1.28,2024-06-16
AK-47,破损不堪,纪念品,37517,AK-47（纪念品） | 狩猎网格,57,61.02,99.83,1.64,2024-06-16
AK-47,战痕累累,普通,33876,AK-47 | 卡特尔,131,60.73,82.41,1.36,2024-06-16
AK-47,崭新出厂,普通,857652,AK-47 | 墨岩,4748,59.9,82.2,1.37,2024-06-16
AK-47,久经沙场,普通,33873,AK-47 | 蓝色层压板,1202,59.9,79.8,1.33,2024-06-16
AK-47,崭新出厂,普通,33890,AK-47 | 翡翠细条纹,752,59.9,82.7,1.38,2024-06-16
AK-47,战痕累累,StatTrak™,775391,AK-47（StatTrak™） | 复古浪潮,74,59.3,78.13,1.32,2024-06-16
AK-47,崭新出厂,普通,779257,AK-47 | 幻影破坏者,1063,59.2,79.0,1.33,2024-06-16
AK-47,破损不堪,StatTrak™,775898,AK-47（StatTrak™） | 复古浪潮,40,57.79,83.5,1.44,2024-06-16
AK-47,久经沙场,StatTrak™,775098,AK-47（StatTrak™） | 复古浪潮,139,56.8,75.16,1.32,2024-06-16
AK-47,久经沙场,StatTrak™,779285,AK-47（StatTrak™） | 幻影破坏者,368,55.87,73.49,1.32,2024-06-16
AK-47,久经沙场,StatTrak™,857627,AK-47（StatTrak™） | 墨岩,2647,55.6,74.72,1.34,2024-06-16
AK-47,战痕累累,StatTrak™,779374,AK-47（StatTrak™） | 幻影破坏者,48,54.4,73.64,1.35,2024-06-16
AK-47,久经沙场,普通,33946,AK-47 | 混沌点阵,2608,51.8,71.24,1.38,2024-06-16
AK-47,久经沙场,普通,886981,AK-47 | 夜愿,5892,51.9,71.1,1.37,2024-06-16
AK-47,略有磨损,普通,781656,AK-47 | 阿努比斯军团,3840,50.8,69.65,1.37,2024-06-16
AK-47,破损不堪,StatTrak™,857637,AK-47（StatTrak™） | 墨岩,759,47.9,66.74,1.39,2024-06-16
AK-47,战痕累累,普通,33904,AK-47 | 前线迷雾,107,47.19,60.65,1.29,2024-06-16
AK-47,略有磨损,普通,775915,AK-47 | 巴洛克之紫,743,45.89,60.65,1.32,2024-06-16
AK-47,久经沙场,纪念品,37515,AK-47（纪念品） | 狩猎网格,400,45.8,68.85,1.5,2024-06-16
AK-47,战痕累累,StatTrak™,857698,AK-47（StatTrak™） | 墨岩,824,45.3,65.51,1.45,2024-06-16
AK-47,破损不堪,纪念品,929123,AK-47（纪念品） | 钢铁三角洲,16,44.82,57.6,1.29,2024-06-16
AK-47,战痕累累,普通,775142,AK-47 | 巴洛克之紫,74,43,53.54,1.25,2024-06-16
AK-47,久经沙场,普通,774893,AK-47 | 巴洛克之紫,299,42.9,60.14,1.4,2024-06-16
AK-47,破损不堪,普通,775853,AK-47 | 巴洛克之紫,43,42.68,53.98,1.26,2024-06-16
AK-47,略有磨损,StatTrak™,38178,AK-47（StatTrak™） | 精英之作,1787,40.47,52.67,1.3,2024-06-16
AK-47,破损不堪,普通,921551,AK-47 | 一发入魂,690,39.86,58.47,1.47,2024-06-16
AK-47,战痕累累,普通,33944,AK-47 | 混沌点阵,92,39.38,51.29,1.3,2024-06-16
AK-47,崭新出厂,普通,762172,AK-47 | 安全网,1165,38.2,50.71,1.33,2024-06-16
AK-47,破损不堪,普通,887021,AK-47 | 夜愿,740,36.7,52.6,1.43,2024-06-16
AK-47,破损不堪,普通,33933,AK-47 | 丛林涂装,28,35.42,49.48,1.4,2024-06-16
AK-47,破损不堪,普通,781702,AK-47 | 阿努比斯军团,94,35.16,49.62,1.41,2024-06-16
AK-47,久经沙场,普通,900514,AK-47 | 可燃冰,12959,34.8,47.08,1.35,2024-06-16
AK-47,战痕累累,普通,921432,AK-47 | 一发入魂,490,34.6,47.52,1.37,2024-06-16
AK-47,略有磨损,普通,779194,AK-47 | 幻影破坏者,2496,33.9,46.29,1.37,2024-06-16
AK-47,久经沙场,普通,781666,AK-47 | 阿努比斯军团,4363,33.7,46.36,1.38,2024-06-16
AK-47,崭新出厂,普通,33885,AK-47 | 精英之作,1657,31.9,41.93,1.31,2024-06-16
AK-47,破损不堪,普通,900561,AK-47 | 可燃冰,214,31.4,46.21,1.47,2024-06-16
AK-47,略有磨损,普通,33892,AK-47 | 翡翠细条纹,984,30.7,41.5,1.35,2024-06-16
AK-47,久经沙场,普通,33931,AK-47 | 丛林涂装,505,29.9,43.75,1.46,2024-06-16
AK-47,战痕累累,普通,33929,AK-47 | 丛林涂装,61,29.9,38.89,1.3,2024-06-16
AK-47,略有磨损,纪念品,929070,AK-47（纪念品） | 钢铁三角洲,91,29.88,45.85,1.53,2024-06-16
AK-47,战痕累累,纪念品,929087,AK-47（纪念品） | 钢铁三角洲,60,29.58,45.42,1.54,2024-06-16
AK-47,略有磨损,普通,775557,AK-47 | 复古浪潮,445,29.58,40.26,1.36,2024-06-16
AK-47,崭新出厂,StatTrak™,769211,AK-47（StatTrak™） | 迷踪秘境,236,27.9,41.06,1.47,2024-06-16
AK-47,破损不堪,普通,779295,AK-47 | 幻影破坏者,62,27.1,36.2,1.34,2024-06-16
AK-47,略有磨损,普通,857534,AK-47 | 墨岩,13387,27.2,37.29,1.37,2024-06-16
AK-47,战痕累累,普通,887029,AK-47 | 夜愿,1107,26.4,36.71,1.39,2024-06-16
AK-47,略有磨损,普通,762232,AK-47 | 安全网,576,25.09,35.98,1.43,2024-06-16
AK-47,久经沙场,StatTrak™,38177,AK-47（StatTrak™） | 精英之作,1459,23.58,34.53,1.46,2024-06-16
AK-47,战痕累累,普通,900588,AK-47 | 可燃冰,749,23.54,31.92,1.36,2024-06-16
AK-47,战痕累累,普通,781578,AK-47 | 阿努比斯军团,320,23.35,32.21,1.38,2024-06-16
AK-47,久经沙场,普通,779196,AK-47 | 幻影破坏者,5280,21.85,31.12,1.42,2024-06-16
AK-47,久经沙场,纪念品,929088,AK-47（纪念品） | 钢铁三角洲,157,20.4,30.03,1.47,2024-06-16
AK-47,久经沙场,普通,775146,AK-47 | 复古浪潮,795,19.4,26.41,1.36,2024-06-16
AK-47,战痕累累,普通,779287,AK-47 | 幻影破坏者,237,19.01,26.7,1.4,2024-06-16
AK-47,战痕累累,普通,775541,AK-47 | 复古浪潮,217,18.4,25.9,1.41,2024-06-16
AK-47,破损不堪,普通,775674,AK-47 | 复古浪潮,138,17.9,25.54,1.43,2024-06-16
AK-47,破损不堪,普通,762110,AK-47 | 安全网,35,17.8,26.48,1.49,2024-06-16
AK-47,久经沙场,普通,33891,AK-47 | 翡翠细条纹,1766,17.7,24.16,1.36,2024-06-16
AK-47,战痕累累,StatTrak™,38175,AK-47（StatTrak™） | 精英之作,576,17,24.23,1.43,2024-06-16
AK-47,久经沙场,普通,857550,AK-47 | 墨岩,18210,15.82,21.84,1.38,2024-06-16
AK-47,破损不堪,StatTrak™,769280,AK-47（StatTrak™） | 迷踪秘境,15,15.77,23.8,1.51,2024-06-16
AK-47,破损不堪,StatTrak™,38179,AK-47（StatTrak™） | 精英之作,511,15.68,22.2,1.42,2024-06-16
AK-47,久经沙场,普通,762109,AK-47 | 安全网,969,14.58,19.37,1.33,2024-06-16
AK-47,崭新出厂,普通,927328,AK-47 | 钢铁三角洲,940,14.48,20.02,1.38,2024-06-16
AK-47,战痕累累,普通,857554,AK-47 | 墨岩,5281,14,19.23,1.37,2024-06-16
AK-47,战痕累累,普通,762108,AK-47 | 安全网,62,13.96,19.3,1.38,2024-06-16
AK-47,破损不堪,普通,33893,AK-47 | 翡翠细条纹,467,13.9,17.05,1.23,2024-06-16
AK-47,破损不堪,普通,857556,AK-47 | 墨岩,5007,13.88,18.94,1.36,2024-06-16
AK-47,略有磨损,StatTrak™,769244,AK-47（StatTrak™） | 迷踪秘境,439,12.69,18.06,1.42,2024-06-16
AK-47,战痕累累,普通,33889,AK-47 | 翡翠细条纹,620,12.37,16.47,1.33,2024-06-16
AK-47,略有磨损,普通,33887,AK-47 | 精英之作,6203,12.18,15.67,1.29,2024-06-16
AK-47,崭新出厂,普通,33964,AK-47 | 狩猎网格,378,11.3,16.25,1.44,2024-06-16
AK-47,战痕累累,StatTrak™,769188,AK-47（StatTrak™） | 迷踪秘境,135,10.41,15.67,1.51,2024-06-16
AK-47,略有磨损,普通,927322,AK-47 | 钢铁三角洲,883,10.4,14.36,1.38,2024-06-16
AK-47,久经沙场,StatTrak™,769210,AK-47（StatTrak™） | 迷踪秘境,697,10.1,15.02,1.49,2024-06-16
AK-47,破损不堪,普通,927391,AK-47 | 钢铁三角洲,52,8.86,11.97,1.35,2024-06-16
AK-47,战痕累累,普通,927351,AK-47 | 钢铁三角洲,350,8.37,11.68,1.4,2024-06-16
AK-47,久经沙场,普通,927339,AK-47 | 钢铁三角洲,1021,7.23,9.79,1.35,2024-06-16
AK-47,久经沙场,普通,33886,AK-47 | 精英之作,5062,7.09,9.65,1.36,2024-06-16
AK-47,崭新出厂,普通,769177,AK-47 | 迷踪秘境,924,6.46,8.85,1.37,2024-06-16
AK-47,破损不堪,普通,33888,AK-47 | 精英之作,1509,5.19,7.18,1.38,2024-06-16
AK-47,战痕累累,普通,33844,AK-47 | 精英之作,1522,4.97,7.18,1.44,2024-06-16
AK-47,破损不堪,普通,769225,AK-47 | 迷踪秘境,72,3.87,5.37,1.39,2024-06-16
AK-47,略有磨损,普通,769139,AK-47 | 迷踪秘境,2106,3.03,4.21,1.39,2024-06-16
AK-47,战痕累累,普通,769215,AK-47 | 迷踪秘境,388,1.59,2.18,1.37,2024-06-16
AK-47,久经沙场,普通,769124,AK-47 | 迷踪秘境,3041,1.51,2.03,1.34,2024-06-16
AK-47,略有磨损,普通,33966,AK-47 | 狩猎网格,5890,1.08,1.45,1.34,2024-06-16
AK-47,破损不堪,普通,33967,AK-47 | 狩猎网格,258,0.97,0.65,0.67,2024-06-16
AK-47,久经沙场,普通,33965,AK-47 | 狩猎网格,8438,0.41,0.65,1.59,2024-06-16
AK-47,战痕累累,普通,33963,AK-47 | 狩猎网格,1444,0.38,0.58,1.53,2024-06-16


AK-47,略有磨损,普通,769139,AK-47 | 迷踪秘境,2117,2.92,3.92,1.34,2024-06-20
AK-47,战痕累累,普通,769215,AK-47 | 迷踪秘境,414,1.51,2.03,1.34,2024-06-20
AK-47,久经沙场,普通,769124,AK-47 | 迷踪秘境,3119,1.48,2.1,1.42,2024-06-20
AK-47,略有磨损,普通,33966,AK-47 | 狩猎网格,5795,1.01,1.45,1.44,2024-06-20
AK-47,破损不堪,普通,33967,AK-47 | 狩猎网格,278,0.43,0.65,1.51,2024-06-20
AK-47,久经沙场,普通,33965,AK-47 | 狩猎网格,8594,0.41,0.65,1.59,2024-06-20
AK-47,战痕累累,普通,33963,AK-47 | 狩猎网格,1443,0.39,0.58,1.49,2024-06-20
AK-47,破损不堪,纪念品,37517,AK-47（纪念品） | 狩猎网格,56,57.69,90.94,1.58,2024-06-20
AK-47,久经沙场,StatTrak™,775098,AK-47（StatTrak™） | 复古浪潮,145,56.9,78.02,1.37,2024-06-20
AK-47,崭新出厂,普通,779257,AK-47 | 幻影破坏者,1066,56.7,71.78,1.27,2024-06-20
AK-47,战痕累累,普通,33876,AK-47 | 卡特尔,155,56.58,87.45,1.55,2024-06-20
AK-47,久经沙场,StatTrak™,779285,AK-47（StatTrak™） | 幻影破坏者,359,56.43,76.93,1.36,2024-06-20
AK-47,久经沙场,StatTrak™,857627,AK-47（StatTrak™） | 墨岩,2657,55.9,77.0,1.38,2024-06-20
AK-47,破损不堪,StatTrak™,775898,AK-47（StatTrak™） | 复古浪潮,41,55.58,82.01,1.48,2024-06-20
AK-47,战痕累累,StatTrak™,779374,AK-47（StatTrak™） | 幻影破坏者,47,53.67,74.39,1.39,2024-06-20
AK-47,久经沙场,普通,33946,AK-47 | 混沌点阵,2571,51.37,69.24,1.35,2024-06-20
AK-47,久经沙场,普通,886981,AK-47 | 夜愿,5892,50.9,67.2,1.32,2024-06-20
AK-47,略有磨损,普通,781656,AK-47 | 阿努比斯军团,3826,49.9,66.99,1.34,2024-06-20
AK-47,破损不堪,StatTrak™,857637,AK-47（StatTrak™） | 墨岩,764,46.4,62.41,1.35,2024-06-20
AK-47,战痕累累,普通,33904,AK-47 | 前线迷雾,104,46.27,62.34,1.35,2024-06-20
AK-47,战痕累累,StatTrak™,857698,AK-47（StatTrak™） | 墨岩,827,45.97,61.25,1.33,2024-06-20
AK-47,久经沙场,纪念品,37515,AK-47（纪念品） | 狩猎网格,409,45.59,62.34,1.37,2024-06-20
AK-47,破损不堪,纪念品,929123,AK-47（纪念品） | 钢铁三角洲,15,44.62,64.45,1.44,2024-06-20
AK-47,略有磨损,普通,775915,AK-47 | 巴洛克之紫,743,44.5,59.22,1.33,2024-06-20
AK-47,久经沙场,普通,774893,AK-47 | 巴洛克之紫,304,43.3,56.97,1.32,2024-06-20
AK-47,破损不堪,普通,775853,AK-47 | 巴洛克之紫,38,42.9,56.46,1.32,2024-06-20
AK-47,战痕累累,普通,775142,AK-47 | 巴洛克之紫,67,42.8,57.41,1.34,2024-06-20
AK-47,略有磨损,StatTrak™,38178,AK-47（StatTrak™） | 精英之作,1826,39.14,53.2,1.36,2024-06-20
AK-47,崭新出厂,普通,762172,AK-47 | 安全网,1130,38.4,52.69,1.37,2024-06-20
AK-47,破损不堪,普通,921551,AK-47 | 一发入魂,725,38.1,53.41,1.4,2024-06-20
AK-47,战痕累累,普通,33944,AK-47 | 混沌点阵,96,37.89,52.11,1.38,2024-06-20
AK-47,破损不堪,普通,887021,AK-47 | 夜愿,742,37.7,52.54,1.39,2024-06-20
AK-47,破损不堪,普通,781702,AK-47 | 阿努比斯军团,73,35.22,50.29,1.43,2024-06-20
AK-47,破损不堪,普通,33933,AK-47 | 丛林涂装,26,34.7,47.1,1.36,2024-06-20
AK-47,略有磨损,普通,779194,AK-47 | 幻影破坏者,2464,34.3,44.49,1.3,2024-06-20
AK-47,久经沙场,普通,900514,AK-47 | 可燃冰,12852,33.9,44.56,1.31,2024-06-20
AK-47,久经沙场,普通,781666,AK-47 | 阿努比斯军团,4386,31.5,44.85,1.42,2024-06-20
AK-47,破损不堪,普通,900561,AK-47 | 可燃冰,212,31.25,37.88,1.21,2024-06-20
AK-47,崭新出厂,普通,33885,AK-47 | 精英之作,1654,30.8,41.22,1.34,2024-06-20
AK-47,战痕累累,普通,33929,AK-47 | 丛林涂装,61,30.25,42.96,1.42,2024-06-20
AK-47,略有磨损,普通,33892,AK-47 | 翡翠细条纹,950,30.1,41.08,1.36,2024-06-20
AK-47,战痕累累,普通,921432,AK-47 | 一发入魂,529,29.6,40.06,1.35,2024-06-20
AK-47,略有磨损,纪念品,929070,AK-47（纪念品） | 钢铁三角洲,95,29.39,44.63,1.52,2024-06-20
AK-47,崭新出厂,StatTrak™,769211,AK-47（StatTrak™） | 迷踪秘境,237,29.28,41.22,1.41,2024-06-20
AK-47,久经沙场,普通,33931,AK-47 | 丛林涂装,526,29.08,40.21,1.38,2024-06-20
AK-47,战痕累累,纪念品,929087,AK-47（纪念品） | 钢铁三角洲,66,28.9,43.11,1.49,2024-06-20
AK-47,略有磨损,普通,775557,AK-47 | 复古浪潮,487,27.9,39.7,1.42,2024-06-20
AK-47,略有磨损,普通,857534,AK-47 | 墨岩,13314,27.88,36.8,1.32,2024-06-20
AK-47,破损不堪,普通,779295,AK-47 | 幻影破坏者,85,26.7,35.2,1.32,2024-06-20
AK-47,战痕累累,普通,887029,AK-47 | 夜愿,1323,25.93,36.72,1.42,2024-06-20
AK-47,略有磨损,普通,762232,AK-47 | 安全网,548,25.69,32.66,1.27,2024-06-20
AK-47,久经沙场,StatTrak™,38177,AK-47（StatTrak™） | 精英之作,1493,22.9,32.73,1.43,2024-06-20
AK-47,战痕累累,普通,781578,AK-47 | 阿努比斯军团,319,22.1,30.63,1.39,2024-06-20
AK-47,久经沙场,普通,779196,AK-47 | 幻影破坏者,5274,21.9,30.05,1.37,2024-06-20
AK-47,战痕累累,普通,900588,AK-47 | 可燃冰,770,21.89,29.83,1.36,2024-06-20
AK-47,久经沙场,纪念品,929088,AK-47（纪念品） | 钢铁三角洲,155,20.62,30.05,1.46,2024-06-20
AK-47,破损不堪,StatTrak™,769280,AK-47（StatTrak™） | 迷踪秘境,24,19.59,24.24,1.24,2024-06-20
AK-47,久经沙场,普通,775146,AK-47 | 复古浪潮,834,19.26,25.04,1.3,2024-06-20
AK-47,久经沙场,普通,33891,AK-47 | 翡翠细条纹,1563,18.19,24.46,1.34,2024-06-20
AK-47,破损不堪,普通,775674,AK-47 | 复古浪潮,138,17.6,23.37,1.33,2024-06-20
AK-47,战痕累累,普通,779287,AK-47 | 幻影破坏者,273,17.49,24.24,1.39,2024-06-20
AK-47,破损不堪,普通,762110,AK-47 | 安全网,48,17.2,25.04,1.46,2024-06-20
AK-47,战痕累累,StatTrak™,38175,AK-47（StatTrak™） | 精英之作,587,17.18,23.95,1.39,2024-06-20
AK-47,战痕累累,普通,775541,AK-47 | 复古浪潮,225,16.9,24.17,1.43,2024-06-20
AK-47,破损不堪,StatTrak™,38179,AK-47（StatTrak™） | 精英之作,518,15.96,22.35,1.4,2024-06-20
AK-47,久经沙场,普通,857550,AK-47 | 墨岩,18053,15.8,20.47,1.3,2024-06-20
AK-47,破损不堪,普通,33893,AK-47 | 翡翠细条纹,537,14.61,17.93,1.23,2024-06-20
AK-47,久经沙场,普通,762109,AK-47 | 安全网,928,14.53,18.94,1.3,2024-06-20
AK-47,战痕累累,普通,762108,AK-47 | 安全网,69,14.46,18.94,1.31,2024-06-20
AK-47,崭新出厂,普通,927328,AK-47 | 钢铁三角洲,944,13.75,18.51,1.35,2024-06-20
AK-47,战痕累累,普通,857554,AK-47 | 墨岩,5286,13.27,18.51,1.39,2024-06-20
AK-47,破损不堪,普通,857556,AK-47 | 墨岩,4966,13.2,18.36,1.39,2024-06-20
AK-47,战痕累累,普通,33889,AK-47 | 翡翠细条纹,475,12.9,15.97,1.24,2024-06-20
AK-47,略有磨损,StatTrak™,769244,AK-47（StatTrak™） | 迷踪秘境,464,12.4,18.65,1.5,2024-06-20
AK-47,略有磨损,普通,33887,AK-47 | 精英之作,6393,11.4,15.97,1.4,2024-06-20
AK-47,崭新出厂,普通,33964,AK-47 | 狩猎网格,384,10.69,15.89,1.49,2024-06-20
AK-47,战痕累累,StatTrak™,769188,AK-47（StatTrak™） | 迷踪秘境,152,10.14,14.51,1.43,2024-06-20
AK-47,久经沙场,StatTrak™,769210,AK-47（StatTrak™） | 迷踪秘境,803,10.02,14.44,1.44,2024-06-20
AK-47,略有磨损,普通,927322,AK-47 | 钢铁三角洲,929,9.76,13.93,1.43,2024-06-20
AK-47,破损不堪,普通,927391,AK-47 | 钢铁三角洲,45,8.7,13.06,1.5,2024-06-20
AK-47,战痕累累,普通,927351,AK-47 | 钢铁三角洲,351,8.27,11.97,1.45,2024-06-20
AK-47,久经沙场,普通,927339,AK-47 | 钢铁三角洲,1024,7.17,9.65,1.35,2024-06-20
AK-47,久经沙场,普通,33886,AK-47 | 精英之作,5239,6.99,9.65,1.38,2024-06-20
AK-47,崭新出厂,普通,769177,AK-47 | 迷踪秘境,913,6.78,8.93,1.32,2024-06-20
AK-47,破损不堪,普通,33888,AK-47 | 精英之作,1568,5.39,7.33,1.36,2024-06-20
AK-47,战痕累累,普通,33844,AK-47 | 精英之作,1496,4.99,7.18,1.44,2024-06-20
