P90,崭新出厂,StatTrak™,39339,P90（StatTrak™） | 翡翠之龙,9,6999.5,6629.51,0.95,2024-06-17
P90,略有磨损,StatTrak™,39346,P90（StatTrak™） | 冷血无情,561,3.19,4.14,1.3,2024-06-17
P90,战痕累累,纪念品,37927,P90（纪念品） | 暴风呼啸,129,3.19,5.37,1.68,2024-06-17
P90,崭新出厂,普通,36201,P90 | 摧枯拉朽,352,3.19,4.28,1.34,2024-06-17
P90,崭新出厂,普通,762179,P90 | 设施系列·底片图,588,3.07,3.92,1.28,2024-06-17
P90,久经沙场,普通,36125,P90 | 夺命器,554,3.07,4.28,1.39,2024-06-17
P90,破损不堪,普通,36127,P90 | 夺命器,18,2.89,4.72,1.63,2024-06-17
P90,战痕累累,普通,36123,P90 | 夺命器,65,2.88,3.99,1.39,2024-06-17
P90,久经沙场,普通,900532,P90 | 给爷冲,1784,2.86,3.99,1.4,2024-06-17
P90,破损不堪,StatTrak™,769491,P90（StatTrak™） | 异星世界,15,2.77,3.34,1.21,2024-06-17
P90,崭新出厂,普通,36163,P90 | 冷血无情,653,2.79,3.99,1.43,2024-06-17
P90,破损不堪,普通,900609,P90 | 给爷冲,114,2.53,3.48,1.38,2024-06-17
P90,略有磨损,纪念品,37925,P90（纪念品） | 枯焦之色,284,2.46,3.48,1.41,2024-06-17
P90,略有磨损,纪念品,37920,P90（纪念品） | 沙漠涂装,181,2.43,2.68,1.1,2024-06-17
P90,破损不堪,纪念品,37921,P90（纪念品） | 沙漠涂装,67,2.35,3.48,1.48,2024-06-17
P90,战痕累累,普通,921443,P90 | 元女王,1251,2.19,3.12,1.42,2024-06-17
P90,战痕累累,普通,900599,P90 | 给爷冲,369,2.17,2.76,1.27,2024-06-17
P90,略有磨损,普通,762147,P90 | 设施系列·底片图,385,2.14,2.83,1.32,2024-06-17
P90,久经沙场,StatTrak™,39335,P90（StatTrak™） | 精英之作,328,2.13,2.76,1.3,2024-06-17
P90,久经沙场,纪念品,761469,P90（纪念品） | 设施系列·底片图,115,1.99,2.9,1.46,2024-06-17
P90,久经沙场,StatTrak™,759199,P90（StatTrak™） | 牵引力,192,1.99,2.68,1.35,2024-06-17
P90,略有磨损,普通,769151,P90 | 异星世界,210,1.95,2.47,1.27,2024-06-17
P90,略有磨损,普通,36203,P90 | 摧枯拉朽,511,1.91,2.47,1.29,2024-06-17
P90,久经沙场,普通,921493,P90 | 元女王,2919,1.89,2.54,1.34,2024-06-17
P90,破损不堪,纪念品,37926,P90（纪念品） | 枯焦之色,110,1.86,1.96,1.05,2024-06-17
P90,久经沙场,StatTrak™,769433,P90（StatTrak™） | 异星世界,227,1.8,2.54,1.41,2024-06-17
P90,破损不堪,普通,921476,P90 | 元女王,346,1.73,2.54,1.47,2024-06-17
P90,略有磨损,普通,759192,P90 | 牵引力,378,1.54,2.25,1.46,2024-06-17
P90,略有磨损,普通,36145,P90 | 精英之作,665,1.53,1.89,1.24,2024-06-17
P90,战痕累累,纪念品,37922,P90（纪念品） | 枯焦之色,167,1.52,1.67,1.1,2024-06-17
P90,战痕累累,StatTrak™,759309,P90（StatTrak™） | 牵引力,45,1.44,1.96,1.36,2024-06-17
P90,久经沙场,普通,36202,P90 | 摧枯拉朽,373,1.35,1.67,1.24,2024-06-17
P90,破损不堪,StatTrak™,759311,P90（StatTrak™） | 牵引力,112,1.33,1.96,1.47,2024-06-17
P90,战痕累累,StatTrak™,39343,P90（StatTrak™） | 冷血无情,69,1.33,1.16,0.87,2024-06-17
P90,略有磨损,StatTrak™,781685,P90（StatTrak™） | 集装箱,487,1.3,1.81,1.39,2024-06-17
P90,战痕累累,StatTrak™,39333,P90（StatTrak™） | 精英之作,118,1.29,1.74,1.35,2024-06-17
P90,久经沙场,普通,36144,P90 | 精英之作,258,1.29,1.96,1.52,2024-06-17
P90,崭新出厂,普通,781588,P90 | 集装箱,210,1.26,1.74,1.38,2024-06-17
P90,战痕累累,StatTrak™,769432,P90（StatTrak™） | 异星世界,57,1.25,2.32,1.86,2024-06-17
P90,破损不堪,普通,36204,P90 | 摧枯拉朽,47,1.19,1.31,1.1,2024-06-17
P90,久经沙场,普通,759216,P90 | 牵引力,214,1.18,1.81,1.53,2024-06-17
P90,破损不堪,普通,759223,P90 | 牵引力,37,1.17,1.45,1.24,2024-06-17
P90,破损不堪,普通,36146,P90 | 精英之作,108,1.16,1.45,1.25,2024-06-17
P90,战痕累累,普通,36142,P90 | 精英之作,97,1.15,1.45,1.26,2024-06-17
P90,久经沙场,普通,762215,P90 | 设施系列·底片图,499,1.14,1.31,1.15,2024-06-17
P90,破损不堪,StatTrak™,39337,P90（StatTrak™） | 精英之作,94,1.12,1.45,1.29,2024-06-17
P90,战痕累累,普通,36200,P90 | 摧枯拉朽,126,1.09,1.23,1.13,2024-06-17
P90,久经沙场,StatTrak™,39345,P90（StatTrak™） | 冷血无情,562,1.06,1.23,1.16,2024-06-17
P90,破损不堪,普通,762182,P90 | 设施系列·底片图,39,0.98,0.94,0.96,2024-06-17
P90,战痕累累,普通,759229,P90 | 牵引力,45,0.97,1.23,1.27,2024-06-17
P90,战痕累累,纪念品,37917,P90（纪念品） | 沙漠涂装,99,0.87,1.45,1.67,2024-06-17
P90,战痕累累,普通,762214,P90 | 设施系列·底片图,96,0.84,0.87,1.04,2024-06-17
P90,破损不堪,普通,769233,P90 | 异星世界,33,0.83,1.09,1.31,2024-06-17
P90,略有磨损,普通,36165,P90 | 冷血无情,1320,0.83,1.02,1.23,2024-06-17
P90,崭新出厂,普通,36109,P90 | 白蜡木,564,0.82,1.16,1.41,2024-06-17
P90,久经沙场,普通,769146,P90 | 异星世界,356,0.8,1.09,1.36,2024-06-17
P90,久经沙场,纪念品,37924,P90（纪念品） | 枯焦之色,832,0.8,1.16,1.45,2024-06-17
P90,久经沙场,StatTrak™,781679,P90（StatTrak™） | 集装箱,475,0.78,0.87,1.12,2024-06-17
P90,战痕累累,普通,769226,P90 | 异星世界,111,0.78,0.94,1.21,2024-06-17
P90,略有磨损,普通,36111,P90 | 白蜡木,781,0.63,0.8,1.27,2024-06-17
P90,破损不堪,普通,36112,P90 | 白蜡木,55,0.59,0.65,1.1,2024-06-17
P90,战痕累累,StatTrak™,781668,P90（StatTrak™） | 集装箱,129,0.57,0.8,1.4,2024-06-17
P90,久经沙场,普通,36110,P90 | 白蜡木,560,0.56,0.65,1.16,2024-06-17
P90,久经沙场,纪念品,37919,P90（纪念品） | 沙漠涂装,484,0.53,0.8,1.51,2024-06-17
P90,破损不堪,普通,36166,P90 | 冷血无情,32,0.52,0.87,1.67,2024-06-17
P90,破损不堪,StatTrak™,781662,P90（StatTrak™） | 集装箱,97,0.51,0.8,1.57,2024-06-17
P90,久经沙场,普通,36164,P90 | 冷血无情,977,0.49,0.8,1.63,2024-06-17
P90,略有磨损,普通,781561,P90 | 集装箱,776,0.47,0.73,1.55,2024-06-17
P90,崭新出厂,普通,36176,P90 | 沙漠涂装,140,0.45,0.58,1.29,2024-06-17
P90,久经沙场,普通,781538,P90 | 集装箱,815,0.32,0.51,1.59,2024-06-17
P90,战痕累累,普通,36162,P90 | 冷血无情,114,0.32,0.58,1.81,2024-06-17
P90,崭新出厂,纪念品,876863,P90（纪念品） | 碧绿升藤,835,0.22,0.44,2.0,2024-06-17
P90,破损不堪,普通,781562,P90 | 集装箱,317,0.22,0.44,2.0,2024-06-17
P90,战痕累累,普通,781585,P90 | 集装箱,316,0.19,0.44,2.32,2024-06-17
P90,战痕累累,纪念品,876940,P90（纪念品） | 碧绿升藤,27,0.14,0.36,2.57,2024-06-17
P90,崭新出厂,纪念品,877014,P90（纪念品） | 古老星球,559,0.13,0.36,2.77,2024-06-17
P90,破损不堪,纪念品,876942,P90（纪念品） | 碧绿升藤,82,0.13,0.29,2.23,2024-06-17
P90,略有磨损,纪念品,876886,P90（纪念品） | 碧绿升藤,583,0.13,0.29,2.23,2024-06-17
P90,久经沙场,纪念品,876889,P90（纪念品） | 碧绿升藤,1710,0.1,0.29,2.9,2024-06-17
P90,崭新出厂,纪念品,877127,P90（纪念品） | 沙漠 DDPAT,1038,0.08,0.29,3.62,2024-06-17
P90,略有磨损,纪念品,877023,P90（纪念品） | 古老星球,409,0.08,0.87,10.88,2024-06-17
P90,破损不堪,纪念品,877032,P90（纪念品） | 古老星球,61,0.07,0.29,4.14,2024-06-17
P90,略有磨损,纪念品,877136,P90（纪念品） | 沙漠 DDPAT,943,0.06,0.22,3.67,2024-06-17
P90,战痕累累,纪念品,877012,P90（纪念品） | 古老星球,81,0.06,0.22,3.67,2024-06-17
P90,略有磨损,普通,36178,P90 | 沙漠涂装,435,0.06,0.22,3.67,2024-06-17
P90,破损不堪,纪念品,877179,P90（纪念品） | 沙漠 DDPAT,88,0.05,0.22,4.4,2024-06-17
P90,久经沙场,纪念品,877020,P90（纪念品） | 古老星球,1482,0.04,0.22,5.5,2024-06-17
P90,战痕累累,纪念品,877187,P90（纪念品） | 沙漠 DDPAT,45,0.03,0.22,7.33,2024-06-17
P90,久经沙场,纪念品,877132,P90（纪念品） | 沙漠 DDPAT,3296,0.03,0.22,7.33,2024-06-17
P90,破损不堪,普通,36179,P90 | 沙漠涂装,106,0.03,0.22,7.33,2024-06-17
P90,久经沙场,普通,36177,P90 | 沙漠涂装,2168,0.03,0.22,7.33,2024-06-17
P90,战痕累累,普通,36175,P90 | 沙漠涂装,231,0.02,0.22,11.0,2024-06-17
P90,久经沙场,纪念品,37924,P90（纪念品） | 枯焦之色,832,0.8,1.16,1.45,2024-06-17
P90,久经沙场,StatTrak™,781679,P90（StatTrak™） | 集装箱,475,0.78,0.87,1.12,2024-06-17
P90,战痕累累,普通,769226,P90 | 异星世界,111,0.78,0.94,1.21,2024-06-17
P90,略有磨损,普通,36111,P90 | 白蜡木,781,0.63,0.8,1.27,2024-06-17
P90,破损不堪,普通,36112,P90 | 白蜡木,55,0.59,0.65,1.1,2024-06-17
P90,战痕累累,StatTrak™,781668,P90（StatTrak™） | 集装箱,129,0.57,0.8,1.4,2024-06-17
P90,久经沙场,普通,36110,P90 | 白蜡木,560,0.56,0.65,1.16,2024-06-17
P90,久经沙场,纪念品,37919,P90（纪念品） | 沙漠涂装,484,0.53,0.8,1.51,2024-06-17
P90,破损不堪,普通,36166,P90 | 冷血无情,32,0.52,0.87,1.67,2024-06-17
P90,破损不堪,StatTrak™,781662,P90（StatTrak™） | 集装箱,97,0.51,0.8,1.57,2024-06-17
P90,久经沙场,普通,36164,P90 | 冷血无情,977,0.49,0.8,1.63,2024-06-17
P90,略有磨损,普通,781561,P90 | 集装箱,776,0.47,0.73,1.55,2024-06-17
P90,崭新出厂,普通,36176,P90 | 沙漠涂装,140,0.45,0.58,1.29,2024-06-17
P90,久经沙场,普通,781538,P90 | 集装箱,815,0.32,0.51,1.59,2024-06-17
P90,战痕累累,普通,36162,P90 | 冷血无情,114,0.32,0.58,1.81,2024-06-17
P90,崭新出厂,纪念品,876863,P90（纪念品） | 碧绿升藤,835,0.22,0.44,2.0,2024-06-17
P90,破损不堪,普通,781562,P90 | 集装箱,317,0.22,0.44,2.0,2024-06-17
P90,战痕累累,普通,781585,P90 | 集装箱,316,0.19,0.44,2.32,2024-06-17
P90,战痕累累,纪念品,876940,P90（纪念品） | 碧绿升藤,27,0.14,0.36,2.57,2024-06-17
P90,崭新出厂,纪念品,877014,P90（纪念品） | 古老星球,559,0.13,0.36,2.77,2024-06-17
P90,破损不堪,纪念品,876942,P90（纪念品） | 碧绿升藤,82,0.13,0.29,2.23,2024-06-17
P90,略有磨损,纪念品,876886,P90（纪念品） | 碧绿升藤,583,0.13,0.29,2.23,2024-06-17
P90,久经沙场,纪念品,876889,P90（纪念品） | 碧绿升藤,1710,0.1,0.29,2.9,2024-06-17
P90,崭新出厂,纪念品,877127,P90（纪念品） | 沙漠 DDPAT,1038,0.08,0.29,3.62,2024-06-17
P90,略有磨损,纪念品,877023,P90（纪念品） | 古老星球,409,0.08,0.87,10.88,2024-06-17
P90,破损不堪,纪念品,877032,P90（纪念品） | 古老星球,61,0.07,0.29,4.14,2024-06-17
P90,略有磨损,纪念品,877136,P90（纪念品） | 沙漠 DDPAT,943,0.06,0.22,3.67,2024-06-17
P90,战痕累累,纪念品,877012,P90（纪念品） | 古老星球,81,0.06,0.22,3.67,2024-06-17
P90,略有磨损,普通,36178,P90 | 沙漠涂装,435,0.06,0.22,3.67,2024-06-17
P90,破损不堪,纪念品,877179,P90（纪念品） | 沙漠 DDPAT,88,0.05,0.22,4.4,2024-06-17
P90,久经沙场,纪念品,877020,P90（纪念品） | 古老星球,1482,0.04,0.22,5.5,2024-06-17
P90,战痕累累,纪念品,877187,P90（纪念品） | 沙漠 DDPAT,45,0.03,0.22,7.33,2024-06-17
P90,久经沙场,纪念品,877132,P90（纪念品） | 沙漠 DDPAT,3296,0.03,0.22,7.33,2024-06-17
P90,破损不堪,普通,36179,P90 | 沙漠涂装,106,0.03,0.22,7.33,2024-06-17
P90,久经沙场,普通,36177,P90 | 沙漠涂装,2168,0.03,0.22,7.33,2024-06-17
P90,战痕累累,普通,36175,P90 | 沙漠涂装,231,0.02,0.22,11.0,2024-06-17
P90,崭新出厂,StatTrak™,39339,P90（StatTrak™） | 翡翠之龙,9,6999.5,6629.49,0.95,2024-06-20
P90,战痕累累,StatTrak™,39338,P90（StatTrak™） | 翡翠之龙,1,4999.5,2260.68,0.45,2024-06-20
P90,略有磨损,纪念品,37935,P90（纪念品） | 摧枯拉朽,1,4443.5,1559.11,0.35,2024-06-20
P90,崭新出厂,纪念品,37933,P90（纪念品） | 摧枯拉朽,3,3999.5,6643.13,1.66,2024-06-20
P90,破损不堪,普通,776302,P90 | 星辰巨蟒,1,3999.49,3333.18,0.83,2024-06-20
P90,崭新出厂,普通,36148,P90 | 翡翠之龙,3,2499.5,3410.76,1.36,2024-06-20
P90,崭新出厂,普通,776183,P90 | 星辰巨蟒,41,2231.4,2915.81,1.31,2024-06-20
P90,略有磨损,普通,775139,P90 | 星辰巨蟒,4,2099.5,3181.06,1.52,2024-06-20
P90,久经沙场,普通,774898,P90 | 星辰巨蟒,9,2099.49,2644.31,1.26,2024-06-20
P90,崭新出厂,普通,836094,P90 | 豹走,57,1879.4,2764.42,1.47,2024-06-20
P90,略有磨损,StatTrak™,39341,P90（StatTrak™） | 翡翠之龙,12,1769.5,2728.35,1.54,2024-06-20
P90,久经沙场,StatTrak™,39340,P90（StatTrak™） | 翡翠之龙,10,1686.8,2591.04,1.54,2024-06-20
P90,破损不堪,StatTrak™,39342,P90（StatTrak™） | 翡翠之龙,3,1599.5,1886.85,1.18,2024-06-20
P90,略有磨损,普通,835654,P90 | 豹走,19,1569.2,2056.67,1.31,2024-06-20
P90,略有磨损,StatTrak™,39327,P90（StatTrak™） | 喵之萌杀,35,1398.45,2453.44,1.75,2024-06-20
P90,久经沙场,普通,835750,P90 | 豹走,24,1190,1560.34,1.31,2024-06-20
P90,崭新出厂,StatTrak™,39305,P90（StatTrak™） | 二西莫夫,52,1037.88,1519.41,1.46,2024-06-20
P90,破损不堪,普通,836027,P90 | 豹走,7,1027.9,1403.15,1.37,2024-06-20
P90,战痕累累,普通,836022,P90 | 豹走,4,999.5,1013.42,1.01,2024-06-20
P90,崭新出厂,纪念品,37913,P90（纪念品） | 辐射警告,2,994.99,1792.8,1.8,2024-06-20
P90,略有磨损,普通,36150,P90 | 翡翠之龙,24,759.5,1144.56,1.51,2024-06-20
P90,久经沙场,StatTrak™,39326,P90（StatTrak™） | 喵之萌杀,27,678.5,1086.22,1.6,2024-06-20
P90,崭新出厂,纪念品,877257,P90（纪念品） | 豹走,9,669,1401.4,2.09,2024-06-20
P90,崭新出厂,普通,36153,P90 | 辐射警告,5,634,1050.51,1.66,2024-06-20
P90,久经沙场,普通,36149,P90 | 翡翠之龙,21,626.6,781.48,1.25,2024-06-20
P90,战痕累累,普通,775976,P90 | 巴洛克之红,1,599.5,448.73,0.75,2024-06-20
P90,战痕累累,普通,36147,P90 | 翡翠之龙,3,594.99,899.48,1.51,2024-06-20
P90,略有磨损,StatTrak™,39320,P90（StatTrak™） | 冷血杀手,1,554.66,1088.61,1.96,2024-06-20
P90,崭新出厂,StatTrak™,39319,P90（StatTrak™） | 冷血杀手,34,534.1,779.88,1.46,2024-06-20
P90,略有磨损,普通,36129,P90 | 冷血杀手,7,511.16,499.6,0.98,2024-06-20
P90,崭新出厂,普通,36128,P90 | 冷血杀手,153,386.6,525.36,1.36,2024-06-20
P90,略有磨损,StatTrak™,39307,P90（StatTrak™） | 二西莫夫,139,329.49,457.94,1.39,2024-06-20
P90,略有磨损,普通,36136,P90 | 喵之萌杀,183,293.5,432.32,1.47,2024-06-20
P90,破损不堪,普通,36156,P90 | 辐射警告,6,277.5,100.66,0.36,2024-06-20
P90,破损不堪,普通,776476,P90 | 巴洛克之红,1,229,275.78,1.2,2024-06-20
P90,战痕累累,普通,775932,P90 | 日落百合,2,223.5,268.96,1.2,2024-06-20
P90,崭新出厂,普通,36114,P90 | 二西莫夫,289,212.58,282.17,1.33,2024-06-20
P90,崭新出厂,普通,36158,P90 | 冰川网格,13,198.99,218.45,1.1,2024-06-20
P90,久经沙场,普通,36135,P90 | 喵之萌杀,78,198.49,294.36,1.48,2024-06-20
P90,略有磨损,普通,775115,P90 | 巴洛克之红,9,197,269.83,1.37,2024-06-20
P90,崭新出厂,纪念品,929141,P90（纪念品） | 疾袭圣甲虫,17,196.5,364.39,1.85,2024-06-20
P90,久经沙场,普通,775591,P90 | 巴洛克之红,10,193.49,249.51,1.29,2024-06-20
P90,崭新出厂,普通,776024,P90 | 巴洛克之红,25,189.94,279.77,1.47,2024-06-20
P90,破损不堪,普通,835795,P90 | 困兽之斗,6,189,116.92,0.62,2024-06-20
P90,崭新出厂,普通,775332,P90 | 日落百合,23,187.5,239.78,1.28,2024-06-20
P90,略有磨损,普通,775264,P90 | 日落百合,15,186.99,229.77,1.23,2024-06-20
P90,略有磨损,普通,36155,P90 | 辐射警告,3,184.5,233.69,1.27,2024-06-20
P90,久经沙场,普通,775158,P90 | 日落百合,16,183.48,227.52,1.24,2024-06-20
P90,崭新出厂,纪念品,37928,P90（纪念品） | 暴风呼啸,13,178.5,216.78,1.21,2024-06-20
P90,崭新出厂,StatTrak™,39322,P90（StatTrak™） | 死亡之握,15,168.47,229.77,1.36,2024-06-20
P90,崭新出厂,StatTrak™,39357,P90（StatTrak™） | 精雕木刻,32,167.5,264.9,1.58,2024-06-20
P90,崭新出厂,StatTrak™,773797,P90（StatTrak™） | 往日行动,47,150.39,191.38,1.27,2024-06-20
P90,略有磨损,纪念品,877112,P90（纪念品） | 豹走,36,143.5,216.2,1.51,2024-06-20
P90,崭新出厂,StatTrak™,39366,P90（StatTrak™） | 病毒危机,16,142.88,249.22,1.74,2024-06-20
P90,久经沙场,StatTrak™,39306,P90（StatTrak™） | 二西莫夫,132,136.5,181.44,1.33,2024-06-20
P90,崭新出厂,普通,36168,P90 | 棕色皮革,15,115.5,133.83,1.16,2024-06-20
P90,略有磨损,StatTrak™,39324,P90（StatTrak™） | 死亡之握,16,113.49,159.81,1.41,2024-06-20
P90,崭新出厂,普通,871754,P90 | 解视图,14,112.5,132.08,1.17,2024-06-20
P90,战痕累累,StatTrak™,39361,P90（StatTrak™） | 三角,29,109.99,148.34,1.35,2024-06-20
P90,崭新出厂,普通,36196,P90 | 暴风呼啸,25,108.38,133.54,1.23,2024-06-20
P90,崭新出厂,StatTrak™,39310,P90（StatTrak™） | 盲点,74,107.99,147.18,1.36,2024-06-20
P90,崭新出厂,StatTrak™,39352,P90（StatTrak™） | 浅坟,33,105.47,154.36,1.46,2024-06-20
P90,破损不堪,StatTrak™,39308,P90（StatTrak™） | 二西莫夫,10,105,128.17,1.22,2024-06-20
P90,略有磨损,StatTrak™,39363,P90（StatTrak™） | 三角,78,102.7,149.79,1.46,2024-06-20
P90,崭新出厂,普通,835792,P90 | 困兽之斗,168,97.8,135.86,1.39,2024-06-20
P90,战痕累累,普通,872048,P90 | 解视图,1,94.9,266.49,2.81,2024-06-20
P90,久经沙场,普通,871780,P90 | 解视图,4,93.8,145.0,1.55,2024-06-20
P90,略有磨损,普通,835720,P90 | 困兽之斗,48,93.3,119.38,1.28,2024-06-20
P90,略有磨损,普通,871824,P90 | 解视图,12,92.3,122.65,1.33,2024-06-20
P90,久经沙场,StatTrak™,39362,P90（StatTrak™） | 三角,47,90.8,121.85,1.34,2024-06-20
P90,久经沙场,纪念品,877058,P90（纪念品） | 豹走,35,90.78,138.98,1.53,2024-06-20
P90,破损不堪,StatTrak™,39364,P90（StatTrak™） | 三角,14,88.66,122.5,1.38,2024-06-20
P90,略有磨损,普通,36116,P90 | 二西莫夫,877,88.6,119.17,1.35,2024-06-20
P90,略有磨损,StatTrak™,39312,P90（StatTrak™） | 盲点,62,87.4,124.83,1.43,2024-06-20
P90,战痕累累,StatTrak™,39304,P90（StatTrak™） | 二西莫夫,28,86.8,115.61,1.33,2024-06-20
P90,久经沙场,普通,835612,P90 | 困兽之斗,36,86.6,119.82,1.38,2024-06-20
P90,战痕累累,普通,835968,P90 | 困兽之斗,1,84.9,149.87,1.77,2024-06-20
P90,崭新出厂,StatTrak™,39329,P90（StatTrak™） | 沙漠战争,15,83.44,129.91,1.56,2024-06-20
P90,破损不堪,StatTrak™,39313,P90（StatTrak™） | 盲点,5,81.53,100.37,1.23,2024-06-20
P90,久经沙场,StatTrak™,39323,P90（StatTrak™） | 死亡之握,14,79.6,108.5,1.36,2024-06-20
P90,久经沙场,StatTrak™,39353,P90（StatTrak™） | 浅坟,120,22,30.55,1.39,2024-06-20
P90,久经沙场,普通,36197,P90 | 暴风呼啸,23,21.78,28.96,1.33,2024-06-20
P90,破损不堪,纪念品,929062,P90（纪念品） | 疾袭圣甲虫,38,21.7,28.96,1.33,2024-06-20
P90,久经沙场,纪念品,37914,P90（纪念品） | 辐射警告,124,21.66,30.99,1.43,2024-06-20
P90,战痕累累,StatTrak™,39365,P90（StatTrak™） | 病毒危机,8,21.59,29.76,1.38,2024-06-20
P90,战痕累累,普通,927377,P90 | 疾袭圣甲虫,99,21.57,29.17,1.35,2024-06-20
P90,破损不堪,普通,36199,P90 | 暴风呼啸,21,21.2,25.11,1.18,2024-06-20
P90,久经沙场,StatTrak™,39358,P90（StatTrak™） | 精雕木刻,92,21.18,29.76,1.41,2024-06-20
P90,战痕累累,普通,36195,P90 | 暴风呼啸,15,20.9,25.4,1.22,2024-06-20
P90,略有磨损,普通,36193,P90 | 精雕木刻,126,20.5,28.74,1.4,2024-06-20
P90,崭新出厂,StatTrak™,39348,P90（StatTrak™） | 深蓝组件,315,19.83,28.52,1.44,2024-06-20
P90,战痕累累,普通,36180,P90 | 枯焦之色,10,19.44,25.04,1.29,2024-06-20
P90,战痕累累,纪念品,929046,P90（纪念品） | 疾袭圣甲虫,34,19.4,24.53,1.26,2024-06-20
P90,崭新出厂,普通,36210,P90 | 病毒危机,30,19.38,30.92,1.6,2024-06-20
P90,战痕累累,StatTrak™,39351,P90（StatTrak™） | 浅坟,21,19.18,23.59,1.23,2024-06-20
P90,崭新出厂,StatTrak™,921454,P90（StatTrak™） | 元女王,301,19.05,27.0,1.42,2024-06-20
P90,崭新出厂,纪念品,876959,P90（纪念品） | 解视图,90,18.9,25.04,1.32,2024-06-20
P90,略有磨损,纪念品,37930,P90（纪念品） | 暴风呼啸,275,18.9,25.04,1.32,2024-06-20
P90,略有磨损,普通,36140,P90 | 沙漠战争,25,18.25,27.8,1.52,2024-06-20
P90,略有磨损,普通,36188,P90 | 浅坟,105,18.09,26.13,1.44,2024-06-20
P90,破损不堪,StatTrak™,39360,P90（StatTrak™） | 精雕木刻,28,18.07,22.86,1.27,2024-06-20
P90,崭新出厂,普通,36172,P90 | 深蓝组件,351,17.61,23.15,1.31,2024-06-20
P90,战痕累累,纪念品,37912,P90（纪念品） | 辐射警告,28,17.25,26.13,1.51,2024-06-20
P90,久经沙场,普通,36139,P90 | 沙漠战争,6,16.21,20.39,1.26,2024-06-20
P90,久经沙场,普通,36182,P90 | 枯焦之色,46,16.1,20.18,1.25,2024-06-20
P90,略有磨损,StatTrak™,39350,P90（StatTrak™） | 深蓝组件,324,15.88,21.12,1.33,2024-06-20
P90,略有磨损,普通,36174,P90 | 深蓝组件,209,14.98,19.45,1.3,2024-06-20
P90,破损不堪,纪念品,772926,P90（纪念品） | 冰川网格,13,14.78,21.99,1.49,2024-06-20
P90,久经沙场,普通,36173,P90 | 深蓝组件,97,14.73,19.81,1.34,2024-06-20
P90,崭新出厂,StatTrak™,835673,P90（StatTrak™） | 大怪兽 RUSH,217,14.65,20.39,1.39,2024-06-20
P90,略有磨损,StatTrak™,39317,P90（StatTrak™） | 夺命器,183,14.6,21.26,1.46,2024-06-20
P90,久经沙场,StatTrak™,39349,P90（StatTrak™） | 深蓝组件,141,13.86,20.47,1.48,2024-06-20
P90,久经沙场,StatTrak™,39330,P90（StatTrak™） | 沙漠战争,34,13.45,16.26,1.21,2024-06-20
P90,破损不堪,StatTrak™,39318,P90（StatTrak™） | 夺命器,18,13.3,18.0,1.35,2024-06-20
P90,久经沙场,纪念品,772914,P90（纪念品） | 冰川网格,51,12.89,17.56,1.36,2024-06-20
P90,崭新出厂,StatTrak™,769277,P90（StatTrak™） | 异星世界,71,12.5,16.76,1.34,2024-06-20
P90,略有磨损,普通,36212,P90 | 病毒危机,49,12.49,17.85,1.43,2024-06-20
P90,破损不堪,普通,36213,P90 | 病毒危机,9,12.48,16.69,1.34,2024-06-20
P90,破损不堪,普通,36189,P90 | 浅坟,10,12.3,13.35,1.09,2024-06-20
P90,崭新出厂,StatTrak™,39344,P90（StatTrak™） | 冷血无情,186,11.69,17.78,1.52,2024-06-20
P90,战痕累累,普通,36209,P90 | 病毒危机,20,11.61,14.59,1.26,2024-06-20
P90,破损不堪,纪念品,37911,P90（纪念品） | 白蜡木,25,11.57,18.14,1.57,2024-06-20
P90,略有磨损,StatTrak™,900606,P90（StatTrak™） | 给爷冲,129,11.3,15.82,1.4,2024-06-20
P90,略有磨损,纪念品,37910,P90（纪念品） | 白蜡木,100,10.67,15.97,1.5,2024-06-20
P90,战痕累累,纪念品,761965,P90（纪念品） | 设施系列·底片图,16,10.43,15.97,1.53,2024-06-20
P90,崭新出厂,普通,36124,P90 | 夺命器,240,10.23,14.37,1.4,2024-06-20
P90,久经沙场,普通,36211,P90 | 病毒危机,45,9.87,14.3,1.45,2024-06-20
P90,战痕累累,纪念品,772918,P90（纪念品） | 冰川网格,31,9.82,15.17,1.54,2024-06-20
P90,崭新出厂,普通,900470,P90 | 给爷冲,607,9.1,12.27,1.35,2024-06-20
P90,破损不堪,纪念品,877041,P90（纪念品） | 解视图,17,8.97,13.72,1.53,2024-06-20
P90,略有磨损,纪念品,876966,P90（纪念品） | 解视图,51,8.88,12.85,1.45,2024-06-20
P90,崭新出厂,纪念品,761512,P90（纪念品） | 设施系列·底片图,106,8.86,13.93,1.57,2024-06-20
P90,久经沙场,普通,36187,P90 | 浅坟,267,8.65,11.32,1.31,2024-06-20
P90,略有磨损,StatTrak™,921575,P90（StatTrak™） | 元女王,338,8.45,11.32,1.34,2024-06-20
P90,破损不堪,纪念品,37931,P90（纪念品） | 暴风呼啸,68,8.4,12.77,1.52,2024-06-20
P90,战痕累累,StatTrak™,921570,P90（StatTrak™） | 元女王,294,8.25,12.34,1.5,2024-06-20
P90,久经沙场,普通,36192,P90 | 精雕木刻,391,8.19,11.25,1.37,2024-06-20
P90,略有磨损,StatTrak™,835584,P90（StatTrak™） | 大怪兽 RUSH,157,7.93,12.34,1.56,2024-06-20
