MP9,崭新出厂,普通,776185,MP9 | 野百合,42,16499.5,15810.02,0.96,2024-06-17
MP9,久经沙场,普通,45273,MP9 | 黑砂,644,0.32,0.58,1.81,2024-06-17
MP9,久经沙场,普通,35673,MP9 | 橘皮涂装,443,0.31,0.51,1.65,2024-06-17
MP9,破损不堪,普通,35675,MP9 | 橘皮涂装,54,0.3,0.51,1.7,2024-06-17
MP9,久经沙场,普通,921420,MP9 | 羽量级,969,0.29,0.51,1.76,2024-06-17
MP9,战痕累累,普通,45271,MP9 | 黑砂,152,0.28,0.51,1.82,2024-06-17
MP9,战痕累累,普通,35671,MP9 | 橘皮涂装,83,0.27,0.44,1.63,2024-06-17
MP9,久经沙场,纪念品,761328,MP9（纪念品） | 滑移,1183,0.25,0.36,1.44,2024-06-17
MP9,破损不堪,纪念品,761352,MP9（纪念品） | 滑移,151,0.24,0.51,2.12,2024-06-17
MP9,破损不堪,普通,45275,MP9 | 黑砂,181,0.23,0.44,1.91,2024-06-17
MP9,战痕累累,普通,921438,MP9 | 羽量级,369,0.2,0.44,2.2,2024-06-17
MP9,破损不堪,普通,921419,MP9 | 羽量级,535,0.2,0.44,2.2,2024-06-17
MP9,战痕累累,纪念品,761338,MP9（纪念品） | 滑移,219,0.13,0.44,3.38,2024-06-17
MP9,略有磨损,普通,762100,MP9 | 滑移,683,0.07,0.22,3.14,2024-06-17
MP9,略有磨损,普通,35690,MP9 | 沙漠虚线,290,0.06,0.22,3.67,2024-06-17
MP9,破损不堪,普通,762103,MP9 | 滑移,125,0.04,0.22,5.5,2024-06-17
MP9,久经沙场,普通,762070,MP9 | 滑移,984,0.05,0.22,4.4,2024-06-17
MP9,战痕累累,普通,762053,MP9 | 滑移,205,0.04,0.22,5.5,2024-06-17
MP9,破损不堪,普通,35691,MP9 | 沙漠虚线,55,0.03,0.22,7.33,2024-06-17
MP9,久经沙场,普通,35689,MP9 | 沙漠虚线,684,0.03,0.22,7.33,2024-06-17
MP9,战痕累累,普通,35687,MP9 | 沙漠虚线,251,0.02,0.22,11.0,2024-06-17
MP9,久经沙场,普通,45273,MP9 | 黑砂,644,0.32,0.58,1.81,2024-06-17
MP9,久经沙场,普通,35673,MP9 | 橘皮涂装,443,0.31,0.51,1.65,2024-06-17
MP9,破损不堪,普通,35675,MP9 | 橘皮涂装,54,0.3,0.51,1.7,2024-06-17
MP9,久经沙场,普通,921420,MP9 | 羽量级,969,0.29,0.51,1.76,2024-06-17
MP9,战痕累累,普通,45271,MP9 | 黑砂,152,0.28,0.51,1.82,2024-06-17
MP9,战痕累累,普通,35671,MP9 | 橘皮涂装,83,0.27,0.44,1.63,2024-06-17
MP9,久经沙场,纪念品,761328,MP9（纪念品） | 滑移,1183,0.25,0.36,1.44,2024-06-17
MP9,破损不堪,纪念品,761352,MP9（纪念品） | 滑移,151,0.24,0.51,2.12,2024-06-17
MP9,破损不堪,普通,45275,MP9 | 黑砂,181,0.23,0.44,1.91,2024-06-17
MP9,战痕累累,普通,921438,MP9 | 羽量级,369,0.2,0.44,2.2,2024-06-17
MP9,破损不堪,普通,921419,MP9 | 羽量级,535,0.2,0.44,2.2,2024-06-17
MP9,战痕累累,纪念品,761338,MP9（纪念品） | 滑移,219,0.13,0.44,3.38,2024-06-17
MP9,略有磨损,普通,762100,MP9 | 滑移,683,0.07,0.22,3.14,2024-06-17
MP9,略有磨损,普通,35690,MP9 | 沙漠虚线,290,0.06,0.22,3.67,2024-06-17
MP9,破损不堪,普通,762103,MP9 | 滑移,125,0.04,0.22,5.5,2024-06-17
MP9,久经沙场,普通,762070,MP9 | 滑移,984,0.05,0.22,4.4,2024-06-17
MP9,战痕累累,普通,762053,MP9 | 滑移,205,0.04,0.22,5.5,2024-06-17
MP9,破损不堪,普通,35691,MP9 | 沙漠虚线,55,0.03,0.22,7.33,2024-06-17
MP9,久经沙场,普通,35689,MP9 | 沙漠虚线,684,0.03,0.22,7.33,2024-06-17
MP9,战痕累累,普通,35687,MP9 | 沙漠虚线,251,0.02,0.22,11.0,2024-06-17
MP9,崭新出厂,普通,776185,MP9 | 野百合,42,16882.5,16829.98,1.0,2024-06-20
MP9,略有磨损,普通,776341,MP9 | 野百合,2,16499.5,15593.76,0.95,2024-06-20
MP9,久经沙场,普通,776582,MP9 | 野百合,2,14554.5,14076.02,0.97,2024-06-20
MP9,崭新出厂,普通,45158,MP9 | 威吓者,12,4553,6723.91,1.48,2024-06-20
MP9,略有磨损,普通,35637,MP9 | 威吓者,29,1168.5,3351.83,2.87,2024-06-20
MP9,略有磨损,普通,35668,MP9 | 赤红新星,3,997.5,1245.44,1.25,2024-06-20
MP9,崭新出厂,普通,35676,MP9 | 潘多拉魔盒,33,963.5,1494.08,1.55,2024-06-20
MP9,略有磨损,普通,35678,MP9 | 潘多拉魔盒,4,879.9,1251.25,1.42,2024-06-20
MP9,久经沙场,普通,35677,MP9 | 潘多拉魔盒,1,879.5,3452.27,3.93,2024-06-20
MP9,崭新出厂,普通,35639,MP9 | 黑暗时代,25,799.5,1311.56,1.64,2024-06-20
MP9,略有磨损,普通,35641,MP9 | 黑暗时代,2,789.5,1382.17,1.75,2024-06-20
MP9,久经沙场,普通,35640,MP9 | 黑暗时代,3,779.5,1714.92,2.2,2024-06-20
MP9,崭新出厂,普通,35667,MP9 | 赤红新星,141,739.49,1030.55,1.39,2024-06-20
MP9,略有磨损,纪念品,37807,MP9（纪念品） | 赤红新星,8,724.5,1435.88,1.98,2024-06-20
MP9,崭新出厂,纪念品,37806,MP9（纪念品） | 赤红新星,306,719,1124.82,1.56,2024-06-20
MP9,崭新出厂,普通,776034,MP9 | 彩绘玻璃,114,716.47,1114.74,1.56,2024-06-20
MP9,略有磨损,普通,775902,MP9 | 彩绘玻璃,14,639.49,979.6,1.53,2024-06-20
MP9,久经沙场,普通,775934,MP9 | 彩绘玻璃,11,629.5,842.58,1.34,2024-06-20
MP9,久经沙场,普通,35636,MP9 | 威吓者,35,463.96,691.85,1.49,2024-06-20
MP9,崭新出厂,纪念品,37818,MP9（纪念品） | 落日,33,419.5,888.16,2.12,2024-06-20
MP9,破损不堪,普通,35638,MP9 | 威吓者,2,409.5,584.22,1.43,2024-06-20
MP9,久经沙场,纪念品,37809,MP9（纪念品） | 橘皮涂装,4,399.5,257.57,0.64,2024-06-20
MP9,战痕累累,普通,35635,MP9 | 威吓者,4,387.5,540.02,1.39,2024-06-20
MP9,崭新出厂,StatTrak™,887055,MP9（StatTrak™） | 星使,124,378.5,515.2,1.36,2024-06-20
MP9,崭新出厂,StatTrak™,773820,MP9（StatTrak™） | 九头蛇,19,307.86,393.57,1.28,2024-06-20
MP9,崭新出厂,普通,35701,MP9 | 暴风呼啸,6,239.5,311.92,1.3,2024-06-20
MP9,略有磨损,StatTrak™,39070,MP9（StatTrak™） | 蛊惑之色,14,229.56,318.96,1.39,2024-06-20
MP9,崭新出厂,StatTrak™,39069,MP9（StatTrak™） | 蛊惑之色,54,219.5,320.78,1.46,2024-06-20
MP9,崭新出厂,普通,35653,MP9 | 干旱季节,5,201.43,326.58,1.62,2024-06-20
MP9,崭新出厂,StatTrak™,39045,MP9（StatTrak™） | 气密,64,186.49,333.84,1.79,2024-06-20
MP9,破损不堪,普通,871551,MP9 | 八音盒,4,168.5,151.39,0.9,2024-06-20
MP9,崭新出厂,StatTrak™,857545,MP9（StatTrak™） | 爆裂食物链,65,161.38,203.13,1.26,2024-06-20
MP9,崭新出厂,StatTrak™,871287,MP9（StatTrak™） | 富士山,163,157.88,225.71,1.43,2024-06-20
MP9,崭新出厂,普通,871218,MP9 | 八音盒,37,120.5,161.62,1.34,2024-06-20
MP9,略有磨损,普通,871344,MP9 | 八音盒,14,117.5,158.72,1.35,2024-06-20
MP9,久经沙场,普通,871317,MP9 | 八音盒,43,115.89,154.51,1.33,2024-06-20
MP9,战痕累累,普通,871512,MP9 | 八音盒,5,115.5,163.58,1.42,2024-06-20
MP9,崭新出厂,普通,773771,MP9 | 九头蛇,60,104.5,143.33,1.37,2024-06-20
MP9,略有磨损,StatTrak™,773803,MP9（StatTrak™） | 九头蛇,39,103.45,143.33,1.39,2024-06-20
MP9,崭新出厂,普通,887008,MP9 | 星使,655,101.5,134.84,1.33,2024-06-20
MP9,崭新出厂,StatTrak™,39071,MP9（StatTrak™） | 铁血玫瑰,146,100.38,136.37,1.36,2024-06-20
MP9,略有磨损,StatTrak™,887066,MP9（StatTrak™） | 星使,242,100,144.42,1.44,2024-06-20
MP9,崭新出厂,纪念品,37803,MP9（纪念品） | 黑暗时代,169,96.22,134.41,1.4,2024-06-20
MP9,略有磨损,纪念品,37820,MP9（纪念品） | 落日,166,93.9,124.46,1.33,2024-06-20
MP9,略有磨损,普通,35670,MP9 | 蛊惑之色,17,84.55,133.03,1.57,2024-06-20
MP9,略有磨损,StatTrak™,871661,MP9（StatTrak™） | 富士山,152,80.9,117.86,1.46,2024-06-20
MP9,略有磨损,StatTrak™,39073,MP9（StatTrak™） | 铁血玫瑰,52,72.39,109.3,1.51,2024-06-20
MP9,久经沙场,纪念品,37804,MP9（纪念品） | 黑暗时代,34,70.9,99.79,1.41,2024-06-20
MP9,崭新出厂,纪念品,37823,MP9（纪念品） | 暴风呼啸,59,69.4,88.47,1.27,2024-06-20
MP9,久经沙场,StatTrak™,39072,MP9（StatTrak™） | 铁血玫瑰,23,67.8,88.03,1.3,2024-06-20
MP9,崭新出厂,普通,35627,MP9 | 气密,174,66.48,89.85,1.35,2024-06-20
MP9,略有磨损,纪念品,37805,MP9（纪念品） | 黑暗时代,137,63.89,90.94,1.42,2024-06-20
MP9,略有磨损,StatTrak™,39047,MP9（StatTrak™） | 气密,101,61.8,86.07,1.39,2024-06-20
MP9,崭新出厂,普通,871496,MP9 | 富士山,866,61.3,79.11,1.29,2024-06-20
MP9,崭新出厂,普通,35696,MP9 | 落日,68,60.9,82.66,1.36,2024-06-20
MP9,久经沙场,StatTrak™,773789,MP9（StatTrak™） | 九头蛇,74,57.35,81.36,1.42,2024-06-20
MP9,崭新出厂,普通,35669,MP9 | 蛊惑之色,421,55.8,77.44,1.39,2024-06-20
MP9,略有磨损,StatTrak™,857607,MP9（StatTrak™） | 爆裂食物链,114,55.3,74.24,1.34,2024-06-20
MP9,崭新出厂,普通,857628,MP9 | 爆裂食物链,211,53.4,71.78,1.34,2024-06-20
MP9,略有磨损,普通,773650,MP9 | 九头蛇,124,48.98,65.97,1.35,2024-06-20
MP9,战痕累累,StatTrak™,773769,MP9（StatTrak™） | 九头蛇,12,47.65,49.79,1.04,2024-06-20
MP9,破损不堪,StatTrak™,887128,MP9（StatTrak™） | 星使,23,47.29,63.43,1.34,2024-06-20
MP9,破损不堪,StatTrak™,773801,MP9（StatTrak™） | 九头蛇,17,45.58,66.04,1.45,2024-06-20
MP9,略有磨损,普通,35698,MP9 | 落日,38,44.79,59.87,1.34,2024-06-20
MP9,崭新出厂,普通,35679,MP9 | 铁血玫瑰,316,42.9,60.74,1.42,2024-06-20
MP9,破损不堪,普通,35666,MP9 | 绿色格纹,1,42.88,57.99,1.35,2024-06-20
MP9,略有磨损,普通,871495,MP9 | 富士山,667,40.9,52.91,1.29,2024-06-20
MP9,久经沙场,StatTrak™,887060,MP9（StatTrak™） | 星使,338,40.78,54.43,1.33,2024-06-20
MP9,战痕累累,普通,773684,MP9 | 九头蛇,22,39.68,37.52,0.95,2024-06-20
MP9,崭新出厂,纪念品,37813,MP9（纪念品） | 沙漠虚线,10,39.56,81.36,2.06,2024-06-20
MP9,略有磨损,普通,887043,MP9 | 星使,1959,39.55,53.41,1.35,2024-06-20
MP9,久经沙场,纪念品,37819,MP9（纪念品） | 落日,192,38.16,49.42,1.3,2024-06-20
MP9,久经沙场,普通,35697,MP9 | 落日,10,37.4,52.83,1.41,2024-06-20
MP9,略有磨损,普通,35681,MP9 | 铁血玫瑰,153,36.27,49.64,1.37,2024-06-20
MP9,久经沙场,StatTrak™,871558,MP9（StatTrak™） | 富士山,159,35.81,52.4,1.46,2024-06-20
MP9,破损不堪,普通,871171,MP9 | 残花败藤,14,35.6,44.78,1.26,2024-06-20
MP9,破损不堪,StatTrak™,871915,MP9（StatTrak™） | 富士山,8,35.48,42.53,1.2,2024-06-20
MP9,战痕累累,普通,871513,MP9 | 残花败藤,21,35.3,44.85,1.27,2024-06-20
MP9,略有磨损,普通,871075,MP9 | 残花败藤,51,35.3,45.87,1.3,2024-06-20
MP9,久经沙场,普通,871274,MP9 | 残花败藤,25,34.9,45.94,1.32,2024-06-20
MP9,战痕累累,普通,35671,MP9 | 橘皮涂装,85,0.31,0.44,1.42,2024-06-20
MP9,战痕累累,普通,763305,MP9 | 中度威胁,75,0.29,0.51,1.76,2024-06-20
MP9,破损不堪,普通,35675,MP9 | 橘皮涂装,47,0.29,0.51,1.76,2024-06-20
MP9,久经沙场,普通,35673,MP9 | 橘皮涂装,405,0.3,0.51,1.7,2024-06-20
MP9,久经沙场,普通,45273,MP9 | 黑砂,579,0.28,0.58,2.07,2024-06-20
MP9,破损不堪,纪念品,761352,MP9（纪念品） | 滑移,165,0.25,0.51,2.04,2024-06-20
MP9,久经沙场,普通,921420,MP9 | 羽量级,1063,0.25,0.58,2.32,2024-06-20
MP9,破损不堪,普通,45275,MP9 | 黑砂,226,0.19,0.44,2.32,2024-06-20
MP9,破损不堪,普通,921419,MP9 | 羽量级,537,0.19,0.44,2.32,2024-06-20
MP9,战痕累累,普通,45271,MP9 | 黑砂,230,0.18,0.44,2.44,2024-06-20
MP9,久经沙场,纪念品,761328,MP9（纪念品） | 滑移,1207,0.17,0.36,2.12,2024-06-20
MP9,战痕累累,普通,921438,MP9 | 羽量级,351,0.17,0.44,2.59,2024-06-20
MP9,战痕累累,纪念品,761338,MP9（纪念品） | 滑移,220,0.14,0.44,3.14,2024-06-20
MP9,略有磨损,普通,762100,MP9 | 滑移,758,0.08,0.22,2.75,2024-06-20
MP9,略有磨损,普通,35690,MP9 | 沙漠虚线,271,0.06,0.22,3.67,2024-06-20
MP9,久经沙场,普通,35689,MP9 | 沙漠虚线,717,0.09,0.22,2.44,2024-06-20
MP9,久经沙场,普通,762070,MP9 | 滑移,978,0.05,0.22,4.4,2024-06-20
MP9,破损不堪,普通,762103,MP9 | 滑移,145,0.03,0.22,7.33,2024-06-20
MP9,战痕累累,普通,762053,MP9 | 滑移,182,0.04,0.22,5.5,2024-06-20
MP9,破损不堪,普通,35691,MP9 | 沙漠虚线,84,0.03,0.22,7.33,2024-06-20
MP9,战痕累累,普通,35687,MP9 | 沙漠虚线,160,0.03,0.22,7.33,2024-06-20
MP9,崭新出厂,普通,871272,MP9 | 残花败藤,110,34.88,48.99,1.4,2024-06-20
MP9,崭新出厂,StatTrak™,39060,MP9（StatTrak™） | 致命毒药,48,34.88,49.86,1.43,2024-06-20
MP9,久经沙场,普通,773687,MP9 | 九头蛇,167,34.26,46.45,1.36,2024-06-20
MP9,崭新出厂,普通,35663,MP9 | 绿色格纹,15,33.89,53.92,1.59,2024-06-20
MP9,崭新出厂,StatTrak™,39075,MP9（StatTrak™） | 红宝石毒镖,142,33.1,47.17,1.43,2024-06-20
MP9,破损不堪,普通,35699,MP9 | 落日,9,32.21,47.17,1.46,2024-06-20
MP9,久经沙场,普通,35680,MP9 | 铁血玫瑰,36,31.75,45.72,1.44,2024-06-20
MP9,破损不堪,普通,773637,MP9 | 九头蛇,19,31.49,37.88,1.2,2024-06-20
MP9,略有磨损,普通,35629,MP9 | 气密,318,29.4,40.06,1.36,2024-06-20
MP9,久经沙场,StatTrak™,39046,MP9（StatTrak™） | 气密,101,28.79,39.04,1.36,2024-06-20
MP9,战痕累累,StatTrak™,887121,MP9（StatTrak™） | 星使,70,27.34,38.17,1.4,2024-06-20
MP9,略有磨损,普通,35703,MP9 | 暴风呼啸,93,25.9,29.17,1.13,2024-06-20
MP9,久经沙场,StatTrak™,857651,MP9（StatTrak™） | 爆裂食物链,170,25.58,35.71,1.4,2024-06-20
MP9,崭新出厂,StatTrak™,39065,MP9（StatTrak™） | 焦油缠绕,129,24.8,32.73,1.32,2024-06-20
MP9,略有磨损,普通,35665,MP9 | 绿色格纹,25,24.38,42.6,1.75,2024-06-20
MP9,战痕累累,普通,35695,MP9 | 落日,10,24.21,34.18,1.41,2024-06-20
MP9,久经沙场,普通,871442,MP9 | 富士山,543,23.23,28.59,1.23,2024-06-20
MP9,战痕累累,StatTrak™,871908,MP9（StatTrak™） | 富士山,29,23.18,30.84,1.33,2024-06-20
MP9,破损不堪,纪念品,37821,MP9（纪念品） | 落日,77,22.5,33.38,1.48,2024-06-20
MP9,略有磨损,普通,857529,MP9 | 爆裂食物链,596,22.21,29.54,1.33,2024-06-20
MP9,久经沙场,普通,35664,MP9 | 绿色格纹,8,20.3,25.62,1.26,2024-06-20
MP9,破损不堪,普通,871493,MP9 | 富士山,17,19.6,26.49,1.35,2024-06-20
MP9,略有磨损,普通,35655,MP9 | 干旱季节,6,19.15,27.29,1.43,2024-06-20
MP9,战痕累累,纪念品,37817,MP9（纪念品） | 落日,76,19.1,29.17,1.53,2024-06-20
MP9,略有磨损,StatTrak™,39077,MP9（StatTrak™） | 红宝石毒镖,115,18.29,25.26,1.38,2024-06-20
MP9,战痕累累,普通,35662,MP9 | 绿色格纹,1,18.26,28.09,1.54,2024-06-20
MP9,破损不堪,StatTrak™,39048,MP9（StatTrak™） | 气密,26,18.05,24.38,1.35,2024-06-20
MP9,破损不堪,StatTrak™,857692,MP9（StatTrak™） | 爆裂食物链,30,17.89,26.71,1.49,2024-06-20
MP9,久经沙场,普通,886657,MP9 | 星使,3425,17.8,23.88,1.34,2024-06-20
MP9,战痕累累,StatTrak™,857691,MP9（StatTrak™） | 爆裂食物链,35,17,19.59,1.15,2024-06-20
MP9,破损不堪,普通,887075,MP9 | 星使,74,16.12,22.57,1.4,2024-06-20
MP9,战痕累累,普通,871690,MP9 | 富士山,65,15.84,22.5,1.42,2024-06-20
MP9,久经沙场,StatTrak™,39056,MP9（StatTrak™） | 飞驰,16,14.89,11.83,0.79,2024-06-20
MP9,崭新出厂,StatTrak™,39055,MP9（StatTrak™） | 飞驰,100,14.85,21.99,1.48,2024-06-20
MP9,破损不堪,StatTrak™,39078,MP9（StatTrak™） | 红宝石毒镖,8,13.9,16.84,1.21,2024-06-20
MP9,战痕累累,StatTrak™,39044,MP9（StatTrak™） | 气密,27,13.87,19.52,1.41,2024-06-20
MP9,崭新出厂,StatTrak™,759375,MP9（StatTrak™） | 毛细血管,67,13.39,17.78,1.33,2024-06-20
MP9,战痕累累,StatTrak™,39054,MP9（StatTrak™） | 飞驰,12,13.25,19.45,1.47,2024-06-20
MP9,略有磨损,StatTrak™,39057,MP9（StatTrak™） | 飞驰,28,12.6,14.15,1.12,2024-06-20
MP9,战痕累累,StatTrak™,39074,MP9（StatTrak™） | 红宝石毒镖,15,12.4,15.6,1.26,2024-06-20
MP9,崭新出厂,普通,35648,MP9 | 致命毒药,90,12.3,17.64,1.43,2024-06-20
MP9,久经沙场,普通,35628,MP9 | 气密,308,12.3,16.69,1.36,2024-06-20
MP9,久经沙场,StatTrak™,39076,MP9（StatTrak™） | 红宝石毒镖,95,11.9,16.47,1.38,2024-06-20
MP9,略有磨损,纪念品,37825,MP9（纪念品） | 暴风呼啸,781,11.75,15.53,1.32,2024-06-20
MP9,久经沙场,普通,857521,MP9 | 爆裂食物链,1310,11.3,15.02,1.33,2024-06-20
MP9,战痕累累,普通,887053,MP9 | 星使,362,11.26,15.97,1.42,2024-06-20
MP9,破损不堪,普通,35656,MP9 | 干旱季节,14,11.18,19.3,1.73,2024-06-20
MP9,略有磨损,StatTrak™,39067,MP9（StatTrak™） | 焦油缠绕,164,11.08,15.53,1.4,2024-06-20
MP9,崭新出厂,普通,35683,MP9 | 红宝石毒镖,345,10.89,15.02,1.38,2024-06-20
MP9,久经沙场,普通,35654,MP9 | 干旱季节,23,10.24,14.51,1.42,2024-06-20
MP9,战痕累累,普通,35652,MP9 | 干旱季节,8,9.91,18.0,1.82,2024-06-20
MP9,破损不堪,普通,35630,MP9 | 气密,45,9.89,14.15,1.43,2024-06-20
MP9,略有磨损,StatTrak™,39062,MP9（StatTrak™） | 致命毒药,141,9.87,13.35,1.35,2024-06-20
MP9,破损不堪,StatTrak™,39058,MP9（StatTrak™） | 飞驰,3,9.21,10.89,1.18,2024-06-20
MP9,崭新出厂,普通,35658,MP9 | 焦油缠绕,234,8.62,11.39,1.32,2024-06-20
MP9,崭新出厂,纪念品,761390,MP9（纪念品） | 滑移,37,8.12,13.72,1.69,2024-06-20
MP9,破损不堪,普通,857639,MP9 | 爆裂食物链,259,7.99,11.25,1.41,2024-06-20
MP9,战痕累累,普通,857617,MP9 | 爆裂食物链,343,7.96,10.6,1.33,2024-06-20
MP9,崭新出厂,StatTrak™,921540,MP9（StatTrak™） | 羽量级,138,7.93,10.6,1.34,2024-06-20
MP9,崭新出厂,StatTrak™,39050,MP9（StatTrak™） | 生化泄漏,243,7.43,10.02,1.35,2024-06-20
MP9,战痕累累,普通,35626,MP9 | 气密,109,7.34,10.38,1.41,2024-06-20
MP9,略有磨损,普通,35685,MP9 | 红宝石毒镖,371,6.84,9.58,1.4,2024-06-20
MP9,破损不堪,StatTrak™,39068,MP9（StatTrak™） | 焦油缠绕,8,6.8,9.14,1.34,2024-06-20
MP9,崭新出厂,普通,835347,MP9 | 军队之辉,137,6.75,7.98,1.18,2024-06-20
MP9,略有磨损,StatTrak™,759305,MP9（StatTrak™） | 毛细血管,154,6.2,7.62,1.23,2024-06-20
MP9,崭新出厂,StatTrak™,39079,MP9（StatTrak™） | 砂垢,75,6.13,8.78,1.43,2024-06-20
MP9,久经沙场,普通,35702,MP9 | 暴风呼啸,155,6.12,7.48,1.22,2024-06-20
MP9,崭新出厂,StatTrak™,45395,MP9（StatTrak™） | 黑砂,96,5.99,9.43,1.57,2024-06-20
MP9,略有磨损,普通,835346,MP9 | 军队之辉,291,5.98,7.48,1.25,2024-06-20
MP9,破损不堪,普通,35704,MP9 | 暴风呼啸,9,5.89,7.77,1.32,2024-06-20
MP9,久经沙场,普通,835373,MP9 | 军队之辉,160,5.88,7.26,1.23,2024-06-20
MP9,破损不堪,StatTrak™,759376,MP9（StatTrak™） | 毛细血管,6,5.82,6.82,1.17,2024-06-20
MP9,久经沙场,StatTrak™,39066,MP9（StatTrak™） | 焦油缠绕,334,5.39,7.84,1.45,2024-06-20
MP9,崭新出厂,StatTrak™,763414,MP9（StatTrak™） | 中度威胁,229,5.31,6.97,1.31,2024-06-20
MP9,久经沙场,StatTrak™,39061,MP9（StatTrak™） | 致命毒药,134,5.07,6.89,1.36,2024-06-20
MP9,战痕累累,StatTrak™,39064,MP9（StatTrak™） | 焦油缠绕,40,4.94,6.75,1.37,2024-06-20
MP9,战痕累累,普通,35642,MP9 | 飞驰,12,4.92,5.3,1.08,2024-06-20
MP9,战痕累累,普通,35682,MP9 | 红宝石毒镖,25,4.88,6.1,1.25,2024-06-20
MP9,崭新出厂,纪念品,876867,MP9（纪念品） | 八音盒,329,4.84,6.17,1.27,2024-06-20
MP9,破损不堪,普通,35686,MP9 | 红宝石毒镖,16,4.75,6.31,1.33,2024-06-20
MP9,略有磨损,StatTrak™,39052,MP9（StatTrak™） | 生化泄漏,215,4.46,6.1,1.37,2024-06-20
MP9,久经沙场,普通,35684,MP9 | 红宝石毒镖,312,4.45,5.95,1.34,2024-06-20
MP9,战痕累累,普通,35700,MP9 | 暴风呼啸,17,4.39,5.15,1.17,2024-06-20
MP9,略有磨损,普通,35660,MP9 | 焦油缠绕,262,4.38,6.17,1.41,2024-06-20
MP9,略有磨损,普通,35650,MP9 | 致命毒药,213,4.27,5.37,1.26,2024-06-20
MP9,崭新出厂,普通,759184,MP9 | 毛细血管,191,4.09,5.81,1.42,2024-06-20
MP9,破损不堪,StatTrak™,39063,MP9（StatTrak™） | 致命毒药,28,4.06,4.64,1.14,2024-06-20
MP9,崭新出厂,普通,35643,MP9 | 飞驰,180,3.99,6.24,1.56,2024-06-20
MP9,略有磨损,纪念品,37815,MP9（纪念品） | 沙漠虚线,211,3.94,5.44,1.38,2024-06-20
MP9,战痕累累,StatTrak™,39059,MP9（StatTrak™） | 致命毒药,23,3.46,4.5,1.3,2024-06-20
MP9,略有磨损,普通,35645,MP9 | 飞驰,61,3.3,4.5,1.36,2024-06-20
MP9,久经沙场,StatTrak™,759304,MP9（StatTrak™） | 毛细血管,141,3.18,3.34,1.05,2024-06-20
MP9,破损不堪,普通,35646,MP9 | 飞驰,17,3.04,4.14,1.36,2024-06-20
MP9,略有磨损,StatTrak™,39080,MP9（StatTrak™） | 砂垢,48,2.83,4.35,1.54,2024-06-20
MP9,战痕累累,纪念品,37812,MP9（纪念品） | 沙漠虚线,98,2.75,4.21,1.53,2024-06-20
MP9,久经沙场,普通,35644,MP9 | 飞驰,112,2.72,3.63,1.33,2024-06-20
MP9,破损不堪,普通,35661,MP9 | 焦油缠绕,74,2.59,3.48,1.34,2024-06-20
MP9,略有磨损,普通,759208,MP9 | 毛细血管,206,2.49,3.05,1.22,2024-06-20
MP9,久经沙场,普通,35659,MP9 | 焦油缠绕,451,2.45,3.34,1.36,2024-06-20
MP9,战痕累累,StatTrak™,759374,MP9（StatTrak™） | 毛细血管,19,2.39,2.54,1.06,2024-06-20
MP9,久经沙场,纪念品,37824,MP9（纪念品） | 暴风呼啸,2306,2.35,2.76,1.17,2024-06-20
MP9,久经沙场,普通,35649,MP9 | 致命毒药,211,2.23,3.12,1.4,2024-06-20
MP9,破损不堪,纪念品,37816,MP9（纪念品） | 沙漠虚线,71,2.21,3.41,1.54,2024-06-20
MP9,略有磨损,StatTrak™,763324,MP9（StatTrak™） | 中度威胁,381,2.2,3.05,1.39,2024-06-20
MP9,战痕累累,普通,35657,MP9 | 焦油缠绕,91,2.15,3.05,1.42,2024-06-20
MP9,久经沙场,StatTrak™,43926,MP9（StatTrak™） | 砂垢,57,2.12,2.69,1.27,2024-06-20
MP9,破损不堪,StatTrak™,39081,MP9（StatTrak™） | 砂垢,19,2.11,3.48,1.65,2024-06-20
MP9,略有磨损,纪念品,876861,MP9（纪念品） | 八音盒,278,2.06,2.83,1.37,2024-06-20
MP9,破损不堪,StatTrak™,39053,MP9（StatTrak™） | 生化泄漏,31,2,2.69,1.34,2024-06-20
MP9,崭新出厂,普通,35672,MP9 | 橘皮涂装,96,1.95,2.47,1.27,2024-06-20
MP9,破损不堪,纪念品,37826,MP9（纪念品） | 暴风呼啸,257,1.78,2.47,1.39,2024-06-20
MP9,崭新出厂,纪念品,877151,MP9（纪念品） | 残花败藤,304,1.74,2.1,1.21,2024-06-20
MP9,战痕累累,普通,35647,MP9 | 致命毒药,25,1.69,1.81,1.07,2024-06-20
MP9,略有磨损,StatTrak™,921526,MP9（StatTrak™） | 羽量级,250,1.67,2.47,1.48,2024-06-20
MP9,崭新出厂,普通,763381,MP9 | 中度威胁,388,1.57,1.96,1.25,2024-06-20
MP9,崭新出厂,普通,33823,MP9 | 生化泄漏,733,1.51,2.03,1.34,2024-06-20
MP9,崭新出厂,普通,921552,MP9 | 羽量级,410,1.44,2.03,1.41,2024-06-20
MP9,久经沙场,StatTrak™,39051,MP9（StatTrak™） | 生化泄漏,421,1.44,1.89,1.31,2024-06-20
MP9,破损不堪,普通,759266,MP9 | 毛细血管,24,1.41,1.96,1.39,2024-06-20
MP9,破损不堪,普通,35651,MP9 | 致命毒药,44,1.39,1.74,1.25,2024-06-20
MP9,略有磨损,StatTrak™,45320,MP9（StatTrak™） | 黑砂,194,1.37,1.96,1.43,2024-06-20
MP9,破损不堪,StatTrak™,763407,MP9（StatTrak™） | 中度威胁,26,1.36,2.03,1.49,2024-06-20
