法玛斯,崭新出厂,普通,34679,法玛斯 | 喷焰者,4,1549.5,1813.55,1.17,2024-06-16
法玛斯,久经沙场,普通,769140,法玛斯 | 保护色,171,0.76,1.02,1.34,2024-06-16
法玛斯,战痕累累,普通,769246,法玛斯 | 保护色,31,0.75,0.94,1.25,2024-06-16
法玛斯,战痕累累,纪念品,876929,法玛斯（纪念品） | 线路故障,32,0.72,1.31,1.82,2024-06-16
法玛斯,久经沙场,普通,773675,法玛斯 | 退役,88,0.71,1.16,1.63,2024-06-16
法玛斯,破损不堪,普通,773639,法玛斯 | 退役,65,0.67,0.87,1.3,2024-06-16
法玛斯,久经沙场,StatTrak™,900580,法玛斯（StatTrak™） | 喵喵36,373,0.66,1.02,1.55,2024-06-16
法玛斯,战痕累累,普通,773616,法玛斯 | 退役,45,0.64,0.8,1.25,2024-06-16
法玛斯,略有磨损,普通,900522,法玛斯 | 喵喵36,842,0.59,0.94,1.59,2024-06-16
法玛斯,崭新出厂,纪念品,876854,法玛斯（纪念品） | 加州迷彩,451,0.58,0.73,1.26,2024-06-16
法玛斯,崭新出厂,普通,34625,法玛斯 | 殖民侵略者,246,0.58,0.8,1.38,2024-06-16
法玛斯,破损不堪,StatTrak™,900481,法玛斯（StatTrak™） | 喵喵36,239,0.51,0.8,1.57,2024-06-16
法玛斯,战痕累累,StatTrak™,900496,法玛斯（StatTrak™） | 喵喵36,122,0.49,0.8,1.63,2024-06-16
法玛斯,破损不堪,纪念品,876937,法玛斯（纪念品） | 线路故障,36,0.47,0.87,1.85,2024-06-16
法玛斯,略有磨损,普通,34637,法玛斯 | 湖蓝涂装,567,0.31,0.51,1.65,2024-06-16
法玛斯,久经沙场,普通,900483,法玛斯 | 喵喵36,782,0.32,0.58,1.81,2024-06-16
法玛斯,破损不堪,普通,900468,法玛斯 | 喵喵36,302,0.26,0.51,1.96,2024-06-16
法玛斯,久经沙场,纪念品,876912,法玛斯（纪念品） | 线路故障,529,0.26,0.44,1.69,2024-06-16
法玛斯,战痕累累,普通,900474,法玛斯 | 喵喵36,389,0.24,0.44,1.83,2024-06-16
法玛斯,略有磨损,纪念品,876887,法玛斯（纪念品） | 加州迷彩,496,0.24,0.36,1.5,2024-06-16
法玛斯,破损不堪,普通,34638,法玛斯 | 湖蓝涂装,71,0.21,0.44,2.1,2024-06-16
法玛斯,久经沙场,普通,34636,法玛斯 | 湖蓝涂装,895,0.2,0.36,1.8,2024-06-16
法玛斯,战痕累累,普通,34634,法玛斯 | 湖蓝涂装,152,0.18,0.36,2.0,2024-06-16
法玛斯,破损不堪,纪念品,876909,法玛斯（纪念品） | 加州迷彩,90,0.13,0.36,2.77,2024-06-16
法玛斯,战痕累累,纪念品,876857,法玛斯（纪念品） | 加州迷彩,131,0.09,0.29,3.22,2024-06-16
法玛斯,久经沙场,纪念品,876862,法玛斯（纪念品） | 加州迷彩,1069,0.06,0.29,4.83,2024-06-16
法玛斯,略有磨损,普通,34627,法玛斯 | 殖民侵略者,773,0.05,0.22,4.4,2024-06-16
法玛斯,破损不堪,普通,34628,法玛斯 | 殖民侵略者,147,0.03,0.22,7.33,2024-06-16
法玛斯,久经沙场,普通,34626,法玛斯 | 殖民侵略者,1658,0.03,0.22,7.33,2024-06-16
法玛斯,战痕累累,普通,34624,法玛斯 | 殖民侵略者,354,0.03,0.22,7.33,2024-06-16
法玛斯,久经沙场,普通,769140,法玛斯 | 保护色,171,0.76,1.02,1.34,2024-06-16
法玛斯,战痕累累,普通,769246,法玛斯 | 保护色,31,0.75,0.94,1.25,2024-06-16
法玛斯,战痕累累,纪念品,876929,法玛斯（纪念品） | 线路故障,32,0.72,1.31,1.82,2024-06-16
法玛斯,久经沙场,普通,773675,法玛斯 | 退役,88,0.71,1.16,1.63,2024-06-16
法玛斯,破损不堪,普通,773639,法玛斯 | 退役,65,0.67,0.87,1.3,2024-06-16
法玛斯,久经沙场,StatTrak™,900580,法玛斯（StatTrak™） | 喵喵36,373,0.66,1.02,1.55,2024-06-16
法玛斯,战痕累累,普通,773616,法玛斯 | 退役,45,0.64,0.8,1.25,2024-06-16
法玛斯,略有磨损,普通,900522,法玛斯 | 喵喵36,842,0.59,0.94,1.59,2024-06-16
法玛斯,崭新出厂,纪念品,876854,法玛斯（纪念品） | 加州迷彩,451,0.58,0.73,1.26,2024-06-16
法玛斯,崭新出厂,普通,34625,法玛斯 | 殖民侵略者,246,0.58,0.8,1.38,2024-06-16
法玛斯,破损不堪,StatTrak™,900481,法玛斯（StatTrak™） | 喵喵36,239,0.51,0.8,1.57,2024-06-16
法玛斯,战痕累累,StatTrak™,900496,法玛斯（StatTrak™） | 喵喵36,122,0.49,0.8,1.63,2024-06-16
法玛斯,破损不堪,纪念品,876937,法玛斯（纪念品） | 线路故障,36,0.47,0.87,1.85,2024-06-16
法玛斯,略有磨损,普通,34637,法玛斯 | 湖蓝涂装,567,0.31,0.51,1.65,2024-06-16
法玛斯,久经沙场,普通,900483,法玛斯 | 喵喵36,782,0.32,0.58,1.81,2024-06-16
法玛斯,破损不堪,普通,900468,法玛斯 | 喵喵36,302,0.26,0.51,1.96,2024-06-16
法玛斯,久经沙场,纪念品,876912,法玛斯（纪念品） | 线路故障,529,0.26,0.44,1.69,2024-06-16
法玛斯,战痕累累,普通,900474,法玛斯 | 喵喵36,389,0.24,0.44,1.83,2024-06-16
法玛斯,略有磨损,纪念品,876887,法玛斯（纪念品） | 加州迷彩,496,0.24,0.36,1.5,2024-06-16
法玛斯,破损不堪,普通,34638,法玛斯 | 湖蓝涂装,71,0.21,0.44,2.1,2024-06-16
法玛斯,久经沙场,普通,34636,法玛斯 | 湖蓝涂装,895,0.2,0.36,1.8,2024-06-16
法玛斯,战痕累累,普通,34634,法玛斯 | 湖蓝涂装,152,0.18,0.36,2.0,2024-06-16
法玛斯,破损不堪,纪念品,876909,法玛斯（纪念品） | 加州迷彩,90,0.13,0.36,2.77,2024-06-16
法玛斯,战痕累累,纪念品,876857,法玛斯（纪念品） | 加州迷彩,131,0.09,0.29,3.22,2024-06-16
法玛斯,久经沙场,纪念品,876862,法玛斯（纪念品） | 加州迷彩,1069,0.06,0.29,4.83,2024-06-16
法玛斯,略有磨损,普通,34627,法玛斯 | 殖民侵略者,773,0.05,0.22,4.4,2024-06-16
法玛斯,破损不堪,普通,34628,法玛斯 | 殖民侵略者,147,0.03,0.22,7.33,2024-06-16
法玛斯,久经沙场,普通,34626,法玛斯 | 殖民侵略者,1658,0.03,0.22,7.33,2024-06-16
法玛斯,战痕累累,普通,34624,法玛斯 | 殖民侵略者,354,0.03,0.22,7.33,2024-06-16
法玛斯,久经沙场,普通,769140,法玛斯 | 保护色,171,0.76,1.02,1.34,2024-06-16
法玛斯,战痕累累,普通,769246,法玛斯 | 保护色,31,0.75,0.94,1.25,2024-06-16
法玛斯,战痕累累,纪念品,876929,法玛斯（纪念品） | 线路故障,32,0.72,1.31,1.82,2024-06-16
法玛斯,久经沙场,普通,773675,法玛斯 | 退役,88,0.71,1.16,1.63,2024-06-16
法玛斯,破损不堪,普通,773639,法玛斯 | 退役,65,0.67,0.87,1.3,2024-06-16
法玛斯,久经沙场,StatTrak™,900580,法玛斯（StatTrak™） | 喵喵36,373,0.66,1.02,1.55,2024-06-16
法玛斯,战痕累累,普通,773616,法玛斯 | 退役,45,0.64,0.8,1.25,2024-06-16
法玛斯,略有磨损,普通,900522,法玛斯 | 喵喵36,842,0.59,0.94,1.59,2024-06-16
法玛斯,崭新出厂,纪念品,876854,法玛斯（纪念品） | 加州迷彩,451,0.58,0.73,1.26,2024-06-16
法玛斯,崭新出厂,普通,34625,法玛斯 | 殖民侵略者,246,0.58,0.8,1.38,2024-06-16
法玛斯,破损不堪,StatTrak™,900481,法玛斯（StatTrak™） | 喵喵36,239,0.51,0.8,1.57,2024-06-16
法玛斯,战痕累累,StatTrak™,900496,法玛斯（StatTrak™） | 喵喵36,122,0.49,0.8,1.63,2024-06-16
法玛斯,破损不堪,纪念品,876937,法玛斯（纪念品） | 线路故障,36,0.47,0.87,1.85,2024-06-16
法玛斯,略有磨损,普通,34637,法玛斯 | 湖蓝涂装,567,0.31,0.51,1.65,2024-06-16
法玛斯,久经沙场,普通,900483,法玛斯 | 喵喵36,782,0.32,0.58,1.81,2024-06-16
法玛斯,破损不堪,普通,900468,法玛斯 | 喵喵36,302,0.26,0.51,1.96,2024-06-16
法玛斯,久经沙场,纪念品,876912,法玛斯（纪念品） | 线路故障,529,0.26,0.44,1.69,2024-06-16
法玛斯,战痕累累,普通,900474,法玛斯 | 喵喵36,389,0.24,0.44,1.83,2024-06-16
法玛斯,略有磨损,纪念品,876887,法玛斯（纪念品） | 加州迷彩,496,0.24,0.36,1.5,2024-06-16
法玛斯,破损不堪,普通,34638,法玛斯 | 湖蓝涂装,71,0.21,0.44,2.1,2024-06-16
法玛斯,久经沙场,普通,34636,法玛斯 | 湖蓝涂装,895,0.2,0.36,1.8,2024-06-16
法玛斯,战痕累累,普通,34634,法玛斯 | 湖蓝涂装,152,0.18,0.36,2.0,2024-06-16
法玛斯,破损不堪,纪念品,876909,法玛斯（纪念品） | 加州迷彩,90,0.13,0.36,2.77,2024-06-16
法玛斯,战痕累累,纪念品,876857,法玛斯（纪念品） | 加州迷彩,131,0.09,0.29,3.22,2024-06-16
法玛斯,久经沙场,纪念品,876862,法玛斯（纪念品） | 加州迷彩,1069,0.06,0.29,4.83,2024-06-16
法玛斯,略有磨损,普通,34627,法玛斯 | 殖民侵略者,773,0.05,0.22,4.4,2024-06-16
法玛斯,破损不堪,普通,34628,法玛斯 | 殖民侵略者,147,0.03,0.22,7.33,2024-06-16
法玛斯,久经沙场,普通,34626,法玛斯 | 殖民侵略者,1658,0.03,0.22,7.33,2024-06-16
法玛斯,战痕累累,普通,34624,法玛斯 | 殖民侵略者,354,0.03,0.22,7.33,2024-06-16
法玛斯,崭新出厂,普通,34679,法玛斯 | 喷焰者,7,1347,1708.54,1.27,2024-06-20
法玛斯,崭新出厂,纪念品,929111,法玛斯（纪念品） | 奈芙蒂斯之河,28,1298.5,2598.15,2.0,2024-06-20
法玛斯,崭新出厂,纪念品,37612,法玛斯（纪念品） | 摧枯拉朽,6,1099.5,2262.13,2.06,2024-06-20
法玛斯,崭新出厂,普通,775950,法玛斯 | 日暮,13,794,1110.09,1.4,2024-06-20
法玛斯,略有磨损,普通,775365,法玛斯 | 日暮,10,777.27,950.21,1.22,2024-06-20
法玛斯,久经沙场,普通,775893,法玛斯 | 日暮,9,774.49,1046.81,1.35,2024-06-20
法玛斯,战痕累累,普通,776099,法玛斯 | 日暮,6,749.5,1023.29,1.37,2024-06-20
法玛斯,略有磨损,纪念品,37605,法玛斯（纪念品） | 湖蓝涂装,6,698.5,1403.15,2.01,2024-06-20
法玛斯,崭新出厂,普通,927385,法玛斯 | 奈芙蒂斯之河,163,607.5,810.43,1.33,2024-06-20
法玛斯,破损不堪,普通,835683,法玛斯 | 幕后主谋,2,596,1692.64,2.84,2024-06-20
法玛斯,久经沙场,普通,835560,法玛斯 | 幕后主谋,23,585.8,845.7,1.44,2024-06-20
法玛斯,崭新出厂,普通,835691,法玛斯 | 幕后主谋,37,574.5,748.38,1.3,2024-06-20
法玛斯,略有磨损,普通,835648,法玛斯 | 幕后主谋,19,574.5,802.09,1.4,2024-06-20
法玛斯,崭新出厂,普通,34630,法玛斯 | 对比涂装,1,569.5,580.52,1.02,2024-06-20
法玛斯,久经沙场,纪念品,37613,法玛斯（纪念品） | 摧枯拉朽,4,518,3273.89,6.32,2024-06-20
法玛斯,崭新出厂,StatTrak™,38529,法玛斯（StatTrak™） | 防滚架,38,493.27,858.33,1.74,2024-06-20
法玛斯,略有磨损,纪念品,929113,法玛斯（纪念品） | 奈芙蒂斯之河,39,443.99,894.47,2.01,2024-06-20
法玛斯,略有磨损,普通,927378,法玛斯 | 奈芙蒂斯之河,87,423.48,566.08,1.34,2024-06-20
法玛斯,战痕累累,纪念品,37603,法玛斯（纪念品） | 湖蓝涂装,2,396.5,660.13,1.66,2024-06-20
法玛斯,久经沙场,纪念品,37604,法玛斯（纪念品） | 湖蓝涂装,6,388.38,296.39,0.76,2024-06-20
法玛斯,崭新出厂,普通,34620,法玛斯 | 残影,45,378.99,486.75,1.28,2024-06-20
法玛斯,崭新出厂,纪念品,37608,法玛斯（纪念品） | 冥界之憎,63,378.5,580.52,1.53,2024-06-20
法玛斯,略有磨损,普通,34681,法玛斯 | 喷焰者,9,369.62,413.16,1.12,2024-06-20
法玛斯,崭新出厂,StatTrak™,773780,法玛斯（StatTrak™） | 纪念碑,127,334.37,507.58,1.52,2024-06-20
法玛斯,破损不堪,纪念品,37602,法玛斯（纪念品） | 殖民侵略者,5,332,68.66,0.21,2024-06-20
法玛斯,破损不堪,纪念品,929134,法玛斯（纪念品） | 奈芙蒂斯之河,1,299.5,399.74,1.33,2024-06-20
法玛斯,崭新出厂,普通,871289,法玛斯 | 熔化,73,238.5,341.68,1.43,2024-06-20
法玛斯,久经沙场,普通,927367,法玛斯 | 奈芙蒂斯之河,117,226.46,305.03,1.35,2024-06-20
法玛斯,略有磨损,普通,871449,法玛斯 | 熔化,32,223.98,291.38,1.3,2024-06-20
法玛斯,久经沙场,纪念品,929065,法玛斯（纪念品） | 奈芙蒂斯之河,57,215,289.79,1.35,2024-06-20
法玛斯,战痕累累,纪念品,929060,法玛斯（纪念品） | 奈芙蒂斯之河,7,210.5,269.76,1.28,2024-06-20
法玛斯,破损不堪,普通,927392,法玛斯 | 奈芙蒂斯之河,17,206.21,260.83,1.26,2024-06-20
法玛斯,崭新出厂,StatTrak™,38500,法玛斯（StatTrak™） | 灯神,13,205.5,259.81,1.26,2024-06-20
法玛斯,崭新出厂,StatTrak™,38495,法玛斯（StatTrak™） | 残影,37,201.48,284.2,1.41,2024-06-20
法玛斯,战痕累累,StatTrak™,773870,法玛斯（StatTrak™） | 纪念碑,4,199.49,197.47,0.99,2024-06-20
法玛斯,久经沙场,普通,871348,法玛斯 | 熔化,25,194.41,250.38,1.29,2024-06-20
法玛斯,崭新出厂,StatTrak™,759433,法玛斯（StatTrak™） | 雅典娜之眼,25,194.3,285.94,1.47,2024-06-20
法玛斯,破损不堪,普通,871648,法玛斯 | 熔化,3,185.99,235.07,1.26,2024-06-20
法玛斯,略有磨损,普通,34622,法玛斯 | 残影,57,180,275.13,1.53,2024-06-20
法玛斯,战痕累累,纪念品,37598,法玛斯（纪念品） | 殖民侵略者,11,172.1,150.23,0.87,2024-06-20
法玛斯,破损不堪,StatTrak™,773866,法玛斯（StatTrak™） | 纪念碑,4,171.49,228.9,1.33,2024-06-20
法玛斯,略有磨损,StatTrak™,38497,法玛斯（StatTrak™） | 残影,24,169.39,250.96,1.48,2024-06-20
法玛斯,略有磨损,StatTrak™,773765,法玛斯（StatTrak™） | 纪念碑,103,168.99,251.69,1.49,2024-06-20
法玛斯,战痕累累,普通,927387,法玛斯 | 奈芙蒂斯之河,31,159.36,212.57,1.33,2024-06-20
法玛斯,略有磨损,纪念品,37610,法玛斯（纪念品） | 冥界之憎,96,149,225.92,1.52,2024-06-20
法玛斯,久经沙场,StatTrak™,773764,法玛斯（StatTrak™） | 纪念碑,61,144.27,183.98,1.28,2024-06-20
法玛斯,崭新出厂,StatTrak™,871878,法玛斯（StatTrak™） | ZX81 彩色,79,121.89,174.83,1.43,2024-06-20
法玛斯,久经沙场,普通,34621,法玛斯 | 残影,43,117.97,163.29,1.38,2024-06-20
法玛斯,崭新出厂,StatTrak™,38516,法玛斯（StatTrak™） | 机械工业,153,111.37,158.65,1.42,2024-06-20
法玛斯,久经沙场,StatTrak™,38496,法玛斯（StatTrak™） | 残影,29,105.15,145.73,1.39,2024-06-20
法玛斯,略有磨损,纪念品,37601,法玛斯（纪念品） | 殖民侵略者,8,99.5,117.5,1.18,2024-06-20
法玛斯,破损不堪,纪念品,37611,法玛斯（纪念品） | 冥界之憎,6,97.9,129.18,1.32,2024-06-20
法玛斯,破损不堪,StatTrak™,38527,法玛斯（StatTrak™） | 电子脉冲,1,96.9,149.36,1.54,2024-06-20
法玛斯,崭新出厂,StatTrak™,38543,法玛斯（StatTrak™） | 元素轮廓,48,94.8,135.5,1.43,2024-06-20
法玛斯,久经沙场,普通,835714,法玛斯 | 黑水,25,91.7,126.28,1.38,2024-06-20
法玛斯,略有磨损,普通,835667,法玛斯 | 黑水,50,91.59,122.36,1.34,2024-06-20
法玛斯,崭新出厂,普通,773668,法玛斯 | 纪念碑,805,91.31,124.1,1.36,2024-06-20
法玛斯,崭新出厂,StatTrak™,887062,法玛斯（StatTrak™） | 目皆转睛,84,90.95,123.3,1.36,2024-06-20
法玛斯,略有磨损,StatTrak™,759294,法玛斯（StatTrak™） | 雅典娜之眼,35,87.8,125.48,1.43,2024-06-20
法玛斯,久经沙场,普通,34680,法玛斯 | 喷焰者,30,87.79,122.21,1.39,2024-06-20
法玛斯,崭新出厂,普通,34670,法玛斯 | 防滚架,135,86.5,125.55,1.45,2024-06-20
法玛斯,崭新出厂,StatTrak™,38524,法玛斯（StatTrak™） | 电子脉冲,115,85.89,110.31,1.28,2024-06-20
法玛斯,略有磨损,StatTrak™,38531,法玛斯（StatTrak™） | 防滚架,101,79.79,110.75,1.39,2024-06-20
法玛斯,崭新出厂,普通,759249,法玛斯 | 雅典娜之眼,105,78.9,104.72,1.33,2024-06-20
法玛斯,破损不堪,普通,34682,法玛斯 | 喷焰者,8,75.95,110.82,1.46,2024-06-20
法玛斯,略有磨损,StatTrak™,38526,法玛斯（StatTrak™） | 电子脉冲,67,71.7,93.98,1.31,2024-06-20
法玛斯,久经沙场,StatTrak™,38525,法玛斯（StatTrak™） | 电子脉冲,45,70.28,95.8,1.36,2024-06-20
法玛斯,久经沙场,纪念品,37600,法玛斯（纪念品） | 殖民侵略者,28,68.78,106.03,1.54,2024-06-20
法玛斯,略有磨损,StatTrak™,38502,法玛斯（StatTrak™） | 灯神,36,68.48,100.15,1.46,2024-06-20
法玛斯,久经沙场,纪念品,37609,法玛斯（纪念品） | 冥界之憎,161,67.32,98.05,1.46,2024-06-20
法玛斯,略有磨损,StatTrak™,38535,法玛斯（StatTrak™） | 中士,28,65.74,88.18,1.34,2024-06-20
法玛斯,崭新出厂,普通,34640,法玛斯 | 灯神,97,65.35,99.86,1.53,2024-06-20
法玛斯,崭新出厂,StatTrak™,38506,法玛斯（StatTrak™） | 蓝巢,59,59.22,78.53,1.33,2024-06-20
法玛斯,略有磨损,StatTrak™,38518,法玛斯（StatTrak™） | 机械工业,175,58.9,81.28,1.38,2024-06-20
法玛斯,久经沙场,StatTrak™,759293,法玛斯（StatTrak™） | 雅典娜之眼,44,57.43,69.82,1.22,2024-06-20
法玛斯,战痕累累,纪念品,37607,法玛斯（纪念品） | 冥界之憎,21,56.78,92.89,1.64,2024-06-20
法玛斯,略有磨损,普通,34632,法玛斯 | 对比涂装,9,56.28,72.36,1.29,2024-06-20
法玛斯,略有磨损,StatTrak™,38508,法玛斯（StatTrak™） | 蓝巢,23,52.9,64.52,1.22,2024-06-20
法玛斯,崭新出厂,普通,34684,法玛斯 | 冥界之憎,135,51.79,72.57,1.4,2024-06-20
法玛斯,略有磨损,普通,773757,法玛斯 | 纪念碑,824,51.4,71.99,1.4,2024-06-20
法玛斯,崭新出厂,StatTrak™,773782,法玛斯（StatTrak™） | 退役,63,14.97,22.72,1.52,2024-06-20
法玛斯,略有磨损,StatTrak™,38523,法玛斯（StatTrak™） | 神经网,94,14.9,21.84,1.47,2024-06-20
法玛斯,久经沙场,普通,34675,法玛斯 | 中士,102,14.66,19.38,1.32,2024-06-20
法玛斯,战痕累累,普通,34655,法玛斯 | 机械工业,14,14.48,19.45,1.34,2024-06-20
法玛斯,战痕累累,普通,34650,法玛斯 | 死亡之舞,12,14.3,17.56,1.23,2024-06-20
法玛斯,战痕累累,普通,34683,法玛斯 | 冥界之憎,22,13.76,18.36,1.33,2024-06-20
法玛斯,略有磨损,普通,871626,法玛斯 | ZX81 彩色,661,13.7,20.03,1.46,2024-06-20
法玛斯,破损不堪,StatTrak™,871655,法玛斯（StatTrak™） | ZX81 彩色,62,13.48,19.3,1.43,2024-06-20
法玛斯,破损不堪,普通,34702,法玛斯 | 元素轮廓,16,13.25,19.23,1.45,2024-06-20
法玛斯,破损不堪,普通,34677,法玛斯 | 中士,23,13.16,17.13,1.3,2024-06-20
法玛斯,久经沙场,StatTrak™,887063,法玛斯（StatTrak™） | 目皆转睛,176,12.89,17.05,1.32,2024-06-20
法玛斯,久经沙场,普通,34700,法玛斯 | 元素轮廓,396,12.87,16.91,1.31,2024-06-20
法玛斯,战痕累累,StatTrak™,871318,法玛斯（StatTrak™） | ZX81 彩色,64,12.5,18.51,1.48,2024-06-20
法玛斯,战痕累累,普通,34698,法玛斯 | 元素轮廓,68,12.49,15.46,1.24,2024-06-20
法玛斯,久经沙场,普通,34671,法玛斯 | 防滚架,1146,12.3,16.33,1.33,2024-06-20
法玛斯,久经沙场,普通,34641,法玛斯 | 灯神,222,12.2,17.05,1.4,2024-06-20
法玛斯,久经沙场,普通,34685,法玛斯 | 冥界之憎,129,11.9,16.69,1.4,2024-06-20
法玛斯,战痕累累,普通,34674,法玛斯 | 中士,92,11.6,15.46,1.33,2024-06-20
法玛斯,崭新出厂,StatTrak™,38538,法玛斯（StatTrak™） | 幸存者 Z,153,11.28,15.68,1.39,2024-06-20
法玛斯,战痕累累,普通,34639,法玛斯 | 灯神,63,10.39,13.86,1.33,2024-06-20
法玛斯,破损不堪,普通,34643,法玛斯 | 灯神,33,10.19,14.81,1.45,2024-06-20
法玛斯,崭新出厂,StatTrak™,769248,法玛斯（StatTrak™） | 保护色,78,9.69,13.14,1.36,2024-06-20
法玛斯,崭新出厂,普通,34661,法玛斯 | 神经网,206,9.65,13.14,1.36,2024-06-20
法玛斯,破损不堪,StatTrak™,887044,法玛斯（StatTrak™） | 目皆转睛,72,9.59,14.15,1.48,2024-06-20
法玛斯,破损不堪,普通,34673,法玛斯 | 防滚架,146,9.43,13.06,1.38,2024-06-20
法玛斯,战痕累累,普通,34669,法玛斯 | 防滚架,165,9.11,11.39,1.25,2024-06-20
法玛斯,久经沙场,StatTrak™,38522,法玛斯（StatTrak™） | 神经网,104,9.06,11.97,1.32,2024-06-20
法玛斯,战痕累累,StatTrak™,887074,法玛斯（StatTrak™） | 目皆转睛,110,8.9,12.92,1.45,2024-06-20
法玛斯,破损不堪,StatTrak™,43917,法玛斯（StatTrak™） | 神经网,8,8.04,11.18,1.39,2024-06-20
法玛斯,略有磨损,纪念品,877025,法玛斯（纪念品） | 黑水,171,7.98,10.67,1.34,2024-06-20
法玛斯,战痕累累,StatTrak™,38520,法玛斯（StatTrak™） | 神经网,30,7.56,10.31,1.36,2024-06-20
法玛斯,久经沙场,普通,871440,法玛斯 | ZX81 彩色,771,7.28,10.02,1.38,2024-06-20
法玛斯,战痕累累,普通,871338,法玛斯 | 线路故障,11,7.19,6.82,0.95,2024-06-20
法玛斯,久经沙场,普通,886629,法玛斯 | 目皆转睛,1007,7.12,9.65,1.36,2024-06-20
法玛斯,崭新出厂,StatTrak™,900651,法玛斯（StatTrak™） | 喵喵36,182,6.6,10.09,1.53,2024-06-20
法玛斯,略有磨损,普通,34663,法玛斯 | 神经网,245,6.08,8.64,1.42,2024-06-20
法玛斯,破损不堪,普通,887004,法玛斯 | 目皆转睛,335,5.96,7.18,1.2,2024-06-20
法玛斯,略有磨损,StatTrak™,38540,法玛斯（StatTrak™） | 幸存者 Z,122,5.91,7.91,1.34,2024-06-20
法玛斯,破损不堪,普通,871570,法玛斯 | 线路故障,39,5.85,6.17,1.05,2024-06-20
法玛斯,崭新出厂,普通,871123,法玛斯 | 线路故障,120,5.69,8.13,1.43,2024-06-20
法玛斯,略有磨损,StatTrak™,769243,法玛斯（StatTrak™） | 保护色,115,5.43,6.97,1.28,2024-06-20
法玛斯,破损不堪,普通,871481,法玛斯 | ZX81 彩色,262,5.36,7.33,1.37,2024-06-20
法玛斯,略有磨损,普通,871578,法玛斯 | 线路故障,45,5.28,6.68,1.27,2024-06-20
法玛斯,战痕累累,普通,886998,法玛斯 | 目皆转睛,483,5.16,7.33,1.42,2024-06-20
法玛斯,破损不堪,StatTrak™,38541,法玛斯（StatTrak™） | 幸存者 Z,21,4.92,7.48,1.52,2024-06-20
法玛斯,战痕累累,普通,871685,法玛斯 | ZX81 彩色,170,4.89,7.26,1.48,2024-06-20
法玛斯,久经沙场,普通,871224,法玛斯 | 线路故障,37,4.89,6.24,1.28,2024-06-20
法玛斯,战痕累累,普通,34660,法玛斯 | 神经网,37,4.54,6.31,1.39,2024-06-20
法玛斯,久经沙场,纪念品,877055,法玛斯（纪念品） | 黑水,159,4.22,5.95,1.41,2024-06-20
法玛斯,崭新出厂,普通,34635,法玛斯 | 湖蓝涂装,155,4.09,4.79,1.17,2024-06-20
法玛斯,久经沙场,普通,34662,法玛斯 | 神经网,236,4.08,5.52,1.35,2024-06-20
法玛斯,破损不堪,普通,34664,法玛斯 | 神经网,26,3.95,5.44,1.38,2024-06-20
法玛斯,崭新出厂,普通,34694,法玛斯 | 摧枯拉朽,353,3.75,4.64,1.24,2024-06-20
法玛斯,崭新出厂,普通,769169,法玛斯 | 保护色,227,3.15,3.99,1.27,2024-06-20
法玛斯,崭新出厂,普通,34689,法玛斯 | 幸存者 Z,307,3.15,4.28,1.36,2024-06-20
法玛斯,崭新出厂,普通,773644,法玛斯 | 退役,77,2.91,3.92,1.35,2024-06-20
法玛斯,战痕累累,StatTrak™,38537,法玛斯（StatTrak™） | 幸存者 Z,33,2.64,3.85,1.46,2024-06-20
法玛斯,略有磨损,StatTrak™,773652,法玛斯（StatTrak™） | 退役,137,2.58,3.48,1.35,2024-06-20
法玛斯,久经沙场,StatTrak™,38539,法玛斯（StatTrak™） | 幸存者 Z,348,2.52,3.41,1.35,2024-06-20
法玛斯,略有磨损,普通,34696,法玛斯 | 摧枯拉朽,496,2.19,2.76,1.26,2024-06-20
法玛斯,略有磨损,普通,34691,法玛斯 | 幸存者 Z,232,2.11,2.76,1.31,2024-06-20
法玛斯,久经沙场,StatTrak™,769209,法玛斯（StatTrak™） | 保护色,190,1.97,2.76,1.4,2024-06-20
法玛斯,破损不堪,StatTrak™,769261,法玛斯（StatTrak™） | 保护色,41,1.87,2.54,1.36,2024-06-20
法玛斯,略有磨损,普通,769204,法玛斯 | 保护色,230,1.84,2.32,1.26,2024-06-20
法玛斯,破损不堪,普通,34697,法玛斯 | 摧枯拉朽,46,1.78,1.67,0.94,2024-06-20
法玛斯,战痕累累,StatTrak™,769424,法玛斯（StatTrak™） | 保护色,22,1.68,2.54,1.51,2024-06-20
法玛斯,战痕累累,普通,34688,法玛斯 | 幸存者 Z,25,1.67,1.31,0.78,2024-06-20
法玛斯,战痕累累,普通,34693,法玛斯 | 摧枯拉朽,83,1.65,1.38,0.84,2024-06-20
法玛斯,崭新出厂,普通,900562,法玛斯 | 喵喵36,664,1.59,2.25,1.42,2024-06-20
法玛斯,崭新出厂,纪念品,876922,法玛斯（纪念品） | 线路故障,255,1.49,2.18,1.46,2024-06-20
法玛斯,略有磨损,StatTrak™,900530,法玛斯（StatTrak™） | 喵喵36,420,1.47,2.18,1.48,2024-06-20
法玛斯,久经沙场,普通,34695,法玛斯 | 摧枯拉朽,565,1.39,1.96,1.41,2024-06-20
法玛斯,破损不堪,普通,34692,法玛斯 | 幸存者 Z,115,1.19,1.81,1.52,2024-06-20
法玛斯,久经沙场,普通,34690,法玛斯 | 幸存者 Z,323,1.18,1.52,1.29,2024-06-20
法玛斯,久经沙场,StatTrak™,773708,法玛斯（StatTrak™） | 退役,158,1.05,1.52,1.45,2024-06-20
