FN57,战痕累累,纪念品,877217,FN57（纪念品） | 坠落危险,4,2699.5,436.01,0.16,2024-06-16
FN57,略有磨损,普通,34786,FN57 | 斯康里娅,390,0.53,0.87,1.64,2024-06-16
FN57,略有磨损,普通,45254,FN57 | 焰色反应,671,0.5,0.8,1.6,2024-06-16
FN57,略有磨损,普通,886631,FN57 | 涂鸦潦草,1416,0.45,0.73,1.62,2024-06-16
FN57,久经沙场,普通,34785,FN57 | 斯康里娅,169,0.43,0.8,1.86,2024-06-16
FN57,战痕累累,纪念品,761443,FN57（纪念品） | 冷却剂,71,0.35,0.51,1.46,2024-06-16
FN57,久经沙场,普通,34776,FN57 | 橘皮涂装,558,0.36,0.65,1.81,2024-06-16
FN57,破损不堪,纪念品,877183,FN57（纪念品） | 紫藤老树,24,0.34,0.73,2.15,2024-06-16
FN57,战痕累累,普通,34783,FN57 | 斯康里娅,67,0.32,0.8,2.5,2024-06-16
FN57,破损不堪,普通,34777,FN57 | 橘皮涂装,55,0.32,0.58,1.81,2024-06-16
FN57,久经沙场,普通,45253,FN57 | 焰色反应,1215,0.3,0.51,1.7,2024-06-16
FN57,久经沙场,纪念品,761444,FN57（纪念品） | 冷却剂,1388,0.29,0.44,1.52,2024-06-16
FN57,破损不堪,普通,34787,FN57 | 斯康里娅,91,0.29,0.58,2.0,2024-06-16
FN57,战痕累累,纪念品,877181,FN57（纪念品） | 紫藤老树,33,0.28,0.94,3.36,2024-06-16
FN57,战痕累累,普通,45252,FN57 | 焰色反应,86,0.27,0.51,1.89,2024-06-16
FN57,久经沙场,普通,886612,FN57 | 涂鸦潦草,1848,0.23,0.51,2.22,2024-06-16
FN57,破损不堪,普通,45255,FN57 | 焰色反应,43,0.23,0.51,2.22,2024-06-16
FN57,久经沙场,纪念品,877153,FN57（纪念品） | 紫藤老树,762,0.22,0.51,2.32,2024-06-16
FN57,战痕累累,普通,34774,FN57 | 橘皮涂装,156,0.22,0.44,2.0,2024-06-16
FN57,战痕累累,普通,886693,FN57 | 涂鸦潦草,665,0.22,0.44,2.0,2024-06-16
FN57,破损不堪,普通,886659,FN57 | 涂鸦潦草,615,0.2,0.44,2.2,2024-06-16
FN57,崭新出厂,普通,762065,FN57 | 冷却剂,3212,0.18,0.36,2.0,2024-06-16
FN57,略有磨损,普通,762089,FN57 | 冷却剂,852,0.09,0.22,2.44,2024-06-16
FN57,战痕累累,普通,762114,FN57 | 冷却剂,180,0.07,0.22,3.14,2024-06-16
FN57,略有磨损,普通,34730,FN57 | 暮色森林,243,0.06,0.29,4.83,2024-06-16
FN57,久经沙场,普通,34729,FN57 | 暮色森林,1064,0.06,0.22,3.67,2024-06-16
FN57,破损不堪,普通,762052,FN57 | 冷却剂,86,0.05,0.22,4.4,2024-06-16
FN57,破损不堪,普通,34731,FN57 | 暮色森林,125,0.05,0.22,4.4,2024-06-16
FN57,战痕累累,普通,34727,FN57 | 暮色森林,183,0.05,0.22,4.4,2024-06-16
FN57,久经沙场,普通,762054,FN57 | 冷却剂,2298,0.04,0.22,5.5,2024-06-16
FN57,久经沙场,普通,34801,FN57 | 霸意大名,298,0.96,1.45,1.51,2024-06-16
FN57,破损不堪,StatTrak™,45423,FN57（StatTrak™） | 焰色反应,40,0.88,1.38,1.57,2024-06-16
FN57,战痕累累,普通,34800,FN57 | 霸意大名,20,0.88,1.31,1.49,2024-06-16
FN57,略有磨损,纪念品,877130,FN57（纪念品） | 紫藤老树,228,0.82,0.94,1.15,2024-06-16
FN57,略有磨损,纪念品,761428,FN57（纪念品） | 冷却剂,681,0.73,0.87,1.19,2024-06-16
FN57,久经沙场,StatTrak™,38588,FN57（StatTrak™） | 斯康里娅,108,0.7,1.09,1.56,2024-06-16
FN57,崭新出厂,普通,34728,FN57 | 暮色森林,77,0.67,0.65,0.97,2024-06-16
FN57,战痕累累,StatTrak™,886990,FN57（StatTrak™） | 涂鸦潦草,192,0.63,0.87,1.38,2024-06-16
FN57,战痕累累,StatTrak™,38586,FN57（StatTrak™） | 斯康里娅,51,0.62,0.87,1.4,2024-06-16
FN57,久经沙场,StatTrak™,45308,FN57（StatTrak™） | 焰色反应,383,0.59,0.94,1.59,2024-06-16
FN57,略有磨损,普通,33830,FN57 | 橘皮涂装,398,0.61,0.87,1.43,2024-06-16
FN57,久经沙场,StatTrak™,886982,FN57（StatTrak™） | 涂鸦潦草,565,0.59,0.87,1.47,2024-06-16
FN57,战痕累累,StatTrak™,45306,FN57（StatTrak™） | 焰色反应,58,0.58,0.87,1.5,2024-06-16
FN57,破损不堪,纪念品,761502,FN57（纪念品） | 冷却剂,94,0.57,0.58,1.02,2024-06-16
FN57,破损不堪,StatTrak™,887019,FN57（StatTrak™） | 涂鸦潦草,147,0.57,0.87,1.53,2024-06-16
FN57,破损不堪,StatTrak™,38590,FN57（StatTrak™） | 斯康里娅,49,0.54,0.94,1.74,2024-06-16
FN57,略有磨损,普通,34786,FN57 | 斯康里娅,390,0.53,0.87,1.64,2024-06-16
FN57,略有磨损,普通,45254,FN57 | 焰色反应,671,0.5,0.8,1.6,2024-06-16
FN57,略有磨损,普通,886631,FN57 | 涂鸦潦草,1416,0.45,0.73,1.62,2024-06-16
FN57,久经沙场,普通,34785,FN57 | 斯康里娅,169,0.43,0.8,1.86,2024-06-16
FN57,战痕累累,纪念品,761443,FN57（纪念品） | 冷却剂,71,0.35,0.51,1.46,2024-06-16
FN57,久经沙场,普通,34776,FN57 | 橘皮涂装,558,0.36,0.65,1.81,2024-06-16
FN57,破损不堪,纪念品,877183,FN57（纪念品） | 紫藤老树,24,0.34,0.73,2.15,2024-06-16
FN57,战痕累累,普通,34783,FN57 | 斯康里娅,67,0.32,0.8,2.5,2024-06-16
FN57,破损不堪,普通,34777,FN57 | 橘皮涂装,55,0.32,0.58,1.81,2024-06-16
FN57,久经沙场,普通,45253,FN57 | 焰色反应,1215,0.3,0.51,1.7,2024-06-16
FN57,久经沙场,纪念品,761444,FN57（纪念品） | 冷却剂,1388,0.29,0.44,1.52,2024-06-16
FN57,破损不堪,普通,34787,FN57 | 斯康里娅,91,0.29,0.58,2.0,2024-06-16
FN57,战痕累累,纪念品,877181,FN57（纪念品） | 紫藤老树,33,0.28,0.94,3.36,2024-06-16
FN57,战痕累累,普通,45252,FN57 | 焰色反应,86,0.27,0.51,1.89,2024-06-16
FN57,久经沙场,普通,886612,FN57 | 涂鸦潦草,1848,0.23,0.51,2.22,2024-06-16
FN57,破损不堪,普通,45255,FN57 | 焰色反应,43,0.23,0.51,2.22,2024-06-16
FN57,久经沙场,纪念品,877153,FN57（纪念品） | 紫藤老树,762,0.22,0.51,2.32,2024-06-16
FN57,战痕累累,普通,34774,FN57 | 橘皮涂装,156,0.22,0.44,2.0,2024-06-16
FN57,战痕累累,普通,886693,FN57 | 涂鸦潦草,665,0.22,0.44,2.0,2024-06-16
FN57,破损不堪,普通,886659,FN57 | 涂鸦潦草,615,0.2,0.44,2.2,2024-06-16
FN57,崭新出厂,普通,762065,FN57 | 冷却剂,3212,0.18,0.36,2.0,2024-06-16
FN57,略有磨损,普通,762089,FN57 | 冷却剂,852,0.09,0.22,2.44,2024-06-16
FN57,战痕累累,普通,762114,FN57 | 冷却剂,180,0.07,0.22,3.14,2024-06-16
FN57,略有磨损,普通,34730,FN57 | 暮色森林,243,0.06,0.29,4.83,2024-06-16
FN57,久经沙场,普通,34729,FN57 | 暮色森林,1064,0.06,0.22,3.67,2024-06-16
FN57,破损不堪,普通,762052,FN57 | 冷却剂,86,0.05,0.22,4.4,2024-06-16
FN57,破损不堪,普通,34731,FN57 | 暮色森林,125,0.05,0.22,4.4,2024-06-16
FN57,战痕累累,普通,34727,FN57 | 暮色森林,183,0.05,0.22,4.4,2024-06-16
FN57,久经沙场,普通,762054,FN57 | 冷却剂,2298,0.04,0.22,5.5,2024-06-16
FN57,久经沙场,普通,34801,FN57 | 霸意大名,298,0.96,1.45,1.51,2024-06-16
FN57,破损不堪,StatTrak™,45423,FN57（StatTrak™） | 焰色反应,40,0.88,1.38,1.57,2024-06-16
FN57,战痕累累,普通,34800,FN57 | 霸意大名,20,0.88,1.31,1.49,2024-06-16
FN57,略有磨损,纪念品,877130,FN57（纪念品） | 紫藤老树,228,0.82,0.94,1.15,2024-06-16
FN57,略有磨损,纪念品,761428,FN57（纪念品） | 冷却剂,681,0.73,0.87,1.19,2024-06-16
FN57,久经沙场,StatTrak™,38588,FN57（StatTrak™） | 斯康里娅,108,0.7,1.09,1.56,2024-06-16
FN57,崭新出厂,普通,34728,FN57 | 暮色森林,77,0.67,0.65,0.97,2024-06-16
FN57,战痕累累,StatTrak™,886990,FN57（StatTrak™） | 涂鸦潦草,192,0.63,0.87,1.38,2024-06-16
FN57,战痕累累,StatTrak™,38586,FN57（StatTrak™） | 斯康里娅,51,0.62,0.87,1.4,2024-06-16
FN57,久经沙场,StatTrak™,45308,FN57（StatTrak™） | 焰色反应,383,0.59,0.94,1.59,2024-06-16
FN57,略有磨损,普通,33830,FN57 | 橘皮涂装,398,0.61,0.87,1.43,2024-06-16
FN57,久经沙场,StatTrak™,886982,FN57（StatTrak™） | 涂鸦潦草,565,0.59,0.87,1.47,2024-06-16
FN57,战痕累累,StatTrak™,45306,FN57（StatTrak™） | 焰色反应,58,0.58,0.87,1.5,2024-06-16
FN57,破损不堪,纪念品,761502,FN57（纪念品） | 冷却剂,94,0.57,0.58,1.02,2024-06-16
FN57,破损不堪,StatTrak™,887019,FN57（StatTrak™） | 涂鸦潦草,147,0.57,0.87,1.53,2024-06-16
FN57,破损不堪,StatTrak™,38590,FN57（StatTrak™） | 斯康里娅,49,0.54,0.94,1.74,2024-06-16
FN57,略有磨损,普通,34786,FN57 | 斯康里娅,390,0.53,0.87,1.64,2024-06-16
FN57,略有磨损,普通,45254,FN57 | 焰色反应,671,0.5,0.8,1.6,2024-06-16
FN57,略有磨损,普通,886631,FN57 | 涂鸦潦草,1416,0.45,0.73,1.62,2024-06-16
FN57,久经沙场,普通,34785,FN57 | 斯康里娅,169,0.43,0.8,1.86,2024-06-16
FN57,战痕累累,纪念品,761443,FN57（纪念品） | 冷却剂,71,0.35,0.51,1.46,2024-06-16
FN57,久经沙场,普通,34776,FN57 | 橘皮涂装,558,0.36,0.65,1.81,2024-06-16
FN57,破损不堪,纪念品,877183,FN57（纪念品） | 紫藤老树,24,0.34,0.73,2.15,2024-06-16
FN57,战痕累累,普通,34783,FN57 | 斯康里娅,67,0.32,0.8,2.5,2024-06-16
FN57,破损不堪,普通,34777,FN57 | 橘皮涂装,55,0.32,0.58,1.81,2024-06-16
FN57,久经沙场,普通,45253,FN57 | 焰色反应,1215,0.3,0.51,1.7,2024-06-16
FN57,久经沙场,纪念品,761444,FN57（纪念品） | 冷却剂,1388,0.29,0.44,1.52,2024-06-16
FN57,破损不堪,普通,34787,FN57 | 斯康里娅,91,0.29,0.58,2.0,2024-06-16
FN57,战痕累累,纪念品,877181,FN57（纪念品） | 紫藤老树,33,0.28,0.94,3.36,2024-06-16
FN57,战痕累累,普通,45252,FN57 | 焰色反应,86,0.27,0.51,1.89,2024-06-16
FN57,久经沙场,普通,886612,FN57 | 涂鸦潦草,1848,0.23,0.51,2.22,2024-06-16
FN57,破损不堪,普通,45255,FN57 | 焰色反应,43,0.23,0.51,2.22,2024-06-16
FN57,久经沙场,纪念品,877153,FN57（纪念品） | 紫藤老树,762,0.22,0.51,2.32,2024-06-16
FN57,战痕累累,普通,34774,FN57 | 橘皮涂装,156,0.22,0.44,2.0,2024-06-16
FN57,战痕累累,普通,886693,FN57 | 涂鸦潦草,665,0.22,0.44,2.0,2024-06-16
FN57,破损不堪,普通,886659,FN57 | 涂鸦潦草,615,0.2,0.44,2.2,2024-06-16
FN57,崭新出厂,普通,762065,FN57 | 冷却剂,3212,0.18,0.36,2.0,2024-06-16
FN57,略有磨损,普通,762089,FN57 | 冷却剂,852,0.09,0.22,2.44,2024-06-16
FN57,战痕累累,普通,762114,FN57 | 冷却剂,180,0.07,0.22,3.14,2024-06-16
FN57,略有磨损,普通,34730,FN57 | 暮色森林,243,0.06,0.29,4.83,2024-06-16
FN57,久经沙场,普通,34729,FN57 | 暮色森林,1064,0.06,0.22,3.67,2024-06-16
FN57,破损不堪,普通,762052,FN57 | 冷却剂,86,0.05,0.22,4.4,2024-06-16
FN57,破损不堪,普通,34731,FN57 | 暮色森林,125,0.05,0.22,4.4,2024-06-16
FN57,战痕累累,普通,34727,FN57 | 暮色森林,183,0.05,0.22,4.4,2024-06-16
FN57,久经沙场,普通,762054,FN57 | 冷却剂,2298,0.04,0.22,5.5,2024-06-16
FN57,战痕累累,纪念品,877217,FN57（纪念品） | 坠落危险,4,2699.5,435.01,0.16,2024-06-20
FN57,崭新出厂,StatTrak™,38566,FN57（StatTrak™） | 暴怒野兽,4,2688.5,5205.73,1.94,2024-06-20
FN57,略有磨损,普通,34762,FN57 | 日式荧光涂装,6,1943.5,2494.44,1.28,2024-06-20
FN57,崭新出厂,普通,34760,FN57 | 日式荧光涂装,33,1913,2634.8,1.38,2024-06-20
FN57,久经沙场,普通,34761,FN57 | 日式荧光涂装,4,1887.5,2643.15,1.4,2024-06-20
FN57,战痕累累,普通,34759,FN57 | 日式荧光涂装,2,1555.05,2689.3,1.73,2024-06-20
FN57,略有磨损,普通,871928,FN57 | 坠落危险,3,1432.5,2050.29,1.43,2024-06-20
FN57,崭新出厂,普通,871848,FN57 | 坠落危险,26,1404,2416.71,1.72,2024-06-20
FN57,破损不堪,普通,872062,FN57 | 坠落危险,1,1199.5,1240.58,1.03,2024-06-20
FN57,久经沙场,普通,871904,FN57 | 坠落危险,6,1186.5,1863.05,1.57,2024-06-20
FN57,战痕累累,普通,871941,FN57 | 坠落危险,1,1109.5,14540.06,13.11,2024-06-20
FN57,略有磨损,StatTrak™,38568,FN57（StatTrak™） | 暴怒野兽,19,1036.8,1886.85,1.82,2024-06-20
FN57,崭新出厂,纪念品,37635,FN57（纪念品） | 银白石英,4,999.5,8954.98,8.96,2024-06-20
FN57,久经沙场,纪念品,37636,FN57（纪念品） | 银白石英,2,998.5,459.54,0.46,2024-06-20
FN57,崭新出厂,普通,775825,FN57 | 绛之绽放,20,809.5,1156.76,1.43,2024-06-20
FN57,战痕累累,普通,776010,FN57 | 绛之绽放,2,787,904.05,1.15,2024-06-20
FN57,略有磨损,纪念品,37637,FN57（纪念品） | 银白石英,5,787,896.43,1.14,2024-06-20
FN57,久经沙场,普通,775941,FN57 | 绛之绽放,8,777.25,1062.99,1.37,2024-06-20
FN57,略有磨损,普通,776048,FN57 | 绛之绽放,10,776.16,1116.48,1.44,2024-06-20
FN57,久经沙场,普通,34707,FN57 | 红苹果,2,699.5,725.74,1.04,2024-06-20
FN57,崭新出厂,StatTrak™,835972,FN57（StatTrak™） | 童话城堡,31,658.18,985.99,1.5,2024-06-20
FN57,崭新出厂,普通,34743,FN57 | 暴怒野兽,28,634.5,979.82,1.54,2024-06-20
FN57,久经沙场,StatTrak™,38567,FN57（StatTrak™） | 暴怒野兽,9,629.5,899.48,1.43,2024-06-20
FN57,略有磨损,普通,835733,FN57 | 蓝莓樱桃,16,619.5,888.81,1.43,2024-06-20
FN57,崭新出厂,普通,835550,FN57 | 蓝莓樱桃,289,602.5,779.66,1.29,2024-06-20
FN57,崭新出厂,StatTrak™,38553,FN57（StatTrak™） | 表面淬火,55,588.5,943.39,1.6,2024-06-20
FN57,崭新出厂,纪念品,877089,FN57（纪念品） | 坠落危险,25,573,884.89,1.54,2024-06-20
FN57,崭新出厂,普通,34706,FN57 | 红苹果,41,528.4,769.5,1.46,2024-06-20
FN57,略有磨损,普通,34708,FN57 | 红苹果,9,508.6,781.4,1.54,2024-06-20
FN57,破损不堪,StatTrak™,38569,FN57（StatTrak™） | 暴怒野兽,4,506.61,740.47,1.46,2024-06-20
FN57,战痕累累,StatTrak™,38565,FN57（StatTrak™） | 暴怒野兽,1,432.16,618.62,1.43,2024-06-20
FN57,略有磨损,纪念品,877091,FN57（纪念品） | 坠落危险,26,404.49,574.57,1.42,2024-06-20
FN57,战痕累累,StatTrak™,38576,FN57（StatTrak™） | 夜影,4,379.49,33.53,0.09,2024-06-20
FN57,略有磨损,StatTrak™,835899,FN57（StatTrak™） | 童话城堡,44,320.5,455.11,1.42,2024-06-20
FN57,崭新出厂,普通,835845,FN57 | 童话城堡,83,299.5,402.06,1.34,2024-06-20
FN57,久经沙场,纪念品,877066,FN57（纪念品） | 坠落危险,19,287.49,389.72,1.36,2024-06-20
FN57,崭新出厂,纪念品,37631,FN57（纪念品） | 橘皮涂装,8,284.49,342.55,1.2,2024-06-20
FN57,略有磨损,普通,34745,FN57 | 暴怒野兽,50,273.5,373.97,1.37,2024-06-20
FN57,崭新出厂,StatTrak™,769509,FN57（StatTrak™） | 怒氓,64,239.4,339.79,1.42,2024-06-20
FN57,崭新出厂,普通,34770,FN57 | 氮化处理,5,233,348.36,1.5,2024-06-20
FN57,破损不堪,普通,34773,FN57 | 氮化处理,3,223.4,254.01,1.14,2024-06-20
FN57,略有磨损,StatTrak™,38555,FN57（StatTrak™） | 表面淬火,96,214.9,304.81,1.42,2024-06-20
FN57,略有磨损,普通,34772,FN57 | 氮化处理,16,209.5,275.78,1.32,2024-06-20
FN57,久经沙场,普通,34771,FN57 | 氮化处理,3,198.5,263.44,1.33,2024-06-20
FN57,略有磨损,StatTrak™,38575,FN57（StatTrak™） | 耍猴把戏,53,181.3,268.02,1.48,2024-06-20
FN57,战痕累累,普通,34769,FN57 | 氮化处理,3,179.5,296.46,1.65,2024-06-20
FN57,略有磨损,普通,835764,FN57 | 童话城堡,93,177.5,241.31,1.36,2024-06-20
FN57,崭新出厂,普通,34748,FN57 | 狂野丛林,5,173.6,217.65,1.25,2024-06-20
FN57,久经沙场,普通,34744,FN57 | 暴怒野兽,61,165.5,257.57,1.56,2024-06-20
FN57,久经沙场,StatTrak™,835808,FN57（StatTrak™） | 童话城堡,44,157.18,208.65,1.33,2024-06-20
FN57,破损不堪,普通,34746,FN57 | 暴怒野兽,10,148.5,197.47,1.33,2024-06-20
FN57,崭新出厂,StatTrak™,38557,FN57（StatTrak™） | 铜色星系,96,148,217.0,1.47,2024-06-20
FN57,崭新出厂,纪念品,37626,FN57（纪念品） | 热火朝天,75,147.98,219.46,1.48,2024-06-20
FN57,破损不堪,StatTrak™,835916,FN57（StatTrak™） | 童话城堡,7,143.97,166.92,1.16,2024-06-20
FN57,战痕累累,普通,34742,FN57 | 暴怒野兽,9,129,174.98,1.36,2024-06-20
FN57,战痕累累,StatTrak™,835786,FN57（StatTrak™） | 童话城堡,13,128.9,159.81,1.24,2024-06-20
FN57,略有磨损,StatTrak™,38559,FN57（StatTrak™） | 铜色星系,25,127,150.23,1.18,2024-06-20
FN57,崭新出厂,StatTrak™,38561,FN57（StatTrak™） | 狩猎利器,32,121,155.82,1.29,2024-06-20
FN57,久经沙场,普通,835605,FN57 | 童话城堡,107,119.94,168.01,1.4,2024-06-20
FN57,久经沙场,StatTrak™,38558,FN57（StatTrak™） | 铜色星系,12,119.47,159.81,1.34,2024-06-20
FN57,久经沙场,StatTrak™,38554,FN57（StatTrak™） | 表面淬火,139,114,166.56,1.46,2024-06-20
FN57,破损不堪,普通,835631,FN57 | 童话城堡,11,111.03,141.95,1.28,2024-06-20
FN57,破损不堪,StatTrak™,38556,FN57（StatTrak™） | 表面淬火,64,104.89,156.69,1.49,2024-06-20
FN57,崭新出厂,普通,34715,FN57 | 表面淬火,630,103.5,148.12,1.43,2024-06-20
FN57,战痕累累,StatTrak™,38552,FN57（StatTrak™） | 表面淬火,33,98.6,141.01,1.43,2024-06-20
FN57,崭新出厂,纪念品,37621,FN57（纪念品） | 暮色森林,22,94.13,144.79,1.54,2024-06-20
FN57,略有磨损,StatTrak™,769425,FN57（StatTrak™） | 怒氓,84,91.6,121.92,1.33,2024-06-20
FN57,战痕累累,普通,835680,FN57 | 童话城堡,15,89.9,136.29,1.52,2024-06-20
FN57,崭新出厂,普通,34738,FN57 | 热火朝天,60,89.5,141.88,1.59,2024-06-20
FN57,破损不堪,StatTrak™,769486,FN57（StatTrak™） | 怒氓,4,84.68,67.57,0.8,2024-06-20
FN57,崭新出厂,纪念品,37616,FN57（纪念品） | 雇佣兵,31,76.87,107.34,1.4,2024-06-20
FN57,略有磨损,普通,34717,FN57 | 表面淬火,835,71.9,103.13,1.43,2024-06-20
FN57,崭新出厂,普通,34720,FN57 | 雇佣兵,4,70.68,143.99,2.04,2024-06-20
FN57,崭新出厂,普通,769147,FN57 | 怒氓,208,65.05,89.12,1.37,2024-06-20
FN57,略有磨损,普通,34757,FN57 | 耍猴把戏,137,60.9,85.13,1.4,2024-06-20
FN57,战痕累累,普通,34714,FN57 | 表面淬火,123,59.52,80.41,1.35,2024-06-20
FN57,破损不堪,普通,34718,FN57 | 表面淬火,223,57.87,77.15,1.33,2024-06-20
FN57,久经沙场,普通,34716,FN57 | 表面淬火,876,55.9,79.76,1.43,2024-06-20
FN57,崭新出厂,StatTrak™,38592,FN57（StatTrak™） | 三位一体,29,55.59,78.23,1.41,2024-06-20
FN57,略有磨损,StatTrak™,38563,FN57（StatTrak™） | 狩猎利器,49,55,89.48,1.63,2024-06-20
FN57,久经沙场,StatTrak™,38597,FN57（StatTrak™） | 都市危机,40,11.27,14.3,1.27,2024-06-20
FN57,战痕累累,纪念品,37630,FN57（纪念品） | 橘皮涂装,32,11.18,15.97,1.43,2024-06-20
FN57,战痕累累,StatTrak™,956624,FN57（StatTrak™） | 混合体,78,11.06,13.43,1.21,2024-06-20
FN57,破损不堪,StatTrak™,956581,FN57（StatTrak™） | 混合体,80,11.01,12.56,1.14,2024-06-20
FN57,战痕累累,普通,34755,FN57 | 耍猴把戏,38,11,13.64,1.24,2024-06-20
FN57,崭新出厂,普通,34752,FN57 | 神祗,1062,10.9,14.66,1.34,2024-06-20
FN57,崭新出厂,StatTrak™,38587,FN57（StatTrak™） | 斯康里娅,48,10.8,15.02,1.39,2024-06-20
FN57,战痕累累,普通,34732,FN57 | 狩猎利器,27,10.67,15.17,1.42,2024-06-20
FN57,破损不堪,普通,34758,FN57 | 耍猴把戏,90,10.17,13.93,1.37,2024-06-20
FN57,破损不堪,纪念品,37634,FN57（纪念品） | 橘皮涂装,26,9.98,11.03,1.11,2024-06-20
FN57,略有磨损,纪念品,37623,FN57（纪念品） | 暮色森林,278,9.96,12.92,1.3,2024-06-20
FN57,久经沙场,普通,34749,FN57 | 狂野丛林,18,9.8,14.15,1.44,2024-06-20
FN57,崭新出厂,普通,773610,FN57 | 好兄弟,155,9.69,13.35,1.38,2024-06-20
FN57,略有磨损,普通,34781,FN57 | 朝枪夕拾,423,9.19,12.05,1.31,2024-06-20
FN57,破损不堪,纪念品,37629,FN57（纪念品） | 热火朝天,144,8.89,10.89,1.22,2024-06-20
FN57,略有磨损,纪念品,37618,FN57（纪念品） | 雇佣兵,366,8.84,10.81,1.22,2024-06-20
FN57,破损不堪,StatTrak™,38585,FN57（StatTrak™） | 朝枪夕拾,6,8.79,10.02,1.14,2024-06-20
FN57,破损不堪,普通,871687,FN57 | 同步力场,11,8.56,9.8,1.14,2024-06-20
FN57,战痕累累,纪念品,37625,FN57（纪念品） | 热火朝天,107,8.49,10.6,1.25,2024-06-20
FN57,略有磨损,普通,956495,FN57 | 混合体,328,8.29,10.67,1.29,2024-06-20
FN57,久经沙场,普通,871434,FN57 | 同步力场,286,8.17,10.45,1.28,2024-06-20
FN57,崭新出厂,普通,34797,FN57 | 都市危机,571,7.91,10.02,1.27,2024-06-20
FN57,略有磨损,普通,34754,FN57 | 神祗,664,7.89,9.58,1.21,2024-06-20
FN57,破损不堪,普通,34751,FN57 | 狂野丛林,24,7.6,11.97,1.58,2024-06-20
FN57,破损不堪,StatTrak™,773834,FN57（StatTrak™） | 好兄弟,15,7.43,9.0,1.21,2024-06-20
FN57,久经沙场,普通,34753,FN57 | 神祗,111,7.11,10.09,1.42,2024-06-20
FN57,崭新出厂,StatTrak™,887035,FN57（StatTrak™） | 涂鸦潦草,213,6.98,9.8,1.4,2024-06-20
FN57,久经沙场,StatTrak™,773677,FN57（StatTrak™） | 好兄弟,65,6.98,9.51,1.36,2024-06-20
FN57,崭新出厂,StatTrak™,38548,FN57（StatTrak™） | 毛细血管,92,6.96,8.93,1.28,2024-06-20
FN57,破损不堪,StatTrak™,38603,FN57（StatTrak™） | 霸意大名,18,6.92,9.0,1.3,2024-06-20
FN57,战痕累累,StatTrak™,38581,FN57（StatTrak™） | 朝枪夕拾,36,6.79,10.02,1.48,2024-06-20
FN57,破损不堪,普通,773779,FN57 | 好兄弟,12,6.33,8.93,1.41,2024-06-20
FN57,略有磨损,普通,34799,FN57 | 都市危机,315,5.92,7.48,1.26,2024-06-20
FN57,略有磨损,普通,773695,FN57 | 好兄弟,115,5.69,7.26,1.28,2024-06-20
FN57,略有磨损,StatTrak™,38602,FN57（StatTrak™） | 霸意大名,219,5.58,7.84,1.41,2024-06-20
FN57,战痕累累,StatTrak™,773809,FN57（StatTrak™） | 好兄弟,13,5.54,7.11,1.28,2024-06-20
FN57,久经沙场,普通,956536,FN57 | 混合体,526,5.36,6.82,1.27,2024-06-20
FN57,久经沙场,纪念品,37632,FN57（纪念品） | 橘皮涂装,185,5.07,7.69,1.52,2024-06-20
FN57,破损不堪,普通,956488,FN57 | 混合体,314,4.93,6.17,1.25,2024-06-20
FN57,破损不堪,纪念品,37624,FN57（纪念品） | 暮色森林,76,4.74,5.95,1.26,2024-06-20
FN57,久经沙场,普通,34798,FN57 | 都市危机,80,4.74,7.04,1.49,2024-06-20
FN57,战痕累累,普通,956565,FN57 | 混合体,290,4.59,5.95,1.3,2024-06-20
FN57,久经沙场,普通,773625,FN57 | 好兄弟,142,4.14,5.08,1.23,2024-06-20
FN57,久经沙场,普通,34780,FN57 | 朝枪夕拾,340,4.08,5.66,1.39,2024-06-20
FN57,略有磨损,StatTrak™,38550,FN57（StatTrak™） | 毛细血管,167,3.99,5.15,1.29,2024-06-20
FN57,崭新出厂,StatTrak™,45307,FN57（StatTrak™） | 焰色反应,280,3.89,5.81,1.49,2024-06-20
FN57,崭新出厂,普通,33841,FN57 | 霸意大名,351,3.89,4.64,1.19,2024-06-20
FN57,崭新出厂,普通,34788,FN57 | 银白石英,713,3.59,4.57,1.27,2024-06-20
FN57,战痕累累,普通,773703,FN57 | 好兄弟,47,3.58,5.3,1.48,2024-06-20
FN57,战痕累累,纪念品,37620,FN57（纪念品） | 暮色森林,129,3.29,3.77,1.15,2024-06-20
FN57,破损不堪,纪念品,37619,FN57（纪念品） | 雇佣兵,107,3.14,3.05,0.97,2024-06-20
FN57,破损不堪,普通,34782,FN57 | 朝枪夕拾,74,3.04,4.43,1.46,2024-06-20
FN57,战痕累累,普通,34778,FN57 | 朝枪夕拾,78,3.04,3.77,1.24,2024-06-20
FN57,破损不堪,StatTrak™,38551,FN57（StatTrak™） | 毛细血管,22,2.65,3.63,1.37,2024-06-20
FN57,久经沙场,纪念品,37617,FN57（纪念品） | 雇佣兵,716,2.46,2.69,1.09,2024-06-20
FN57,崭新出厂,普通,34710,FN57 | 毛细血管,292,2.38,3.34,1.4,2024-06-20
FN57,久经沙场,StatTrak™,38549,FN57（StatTrak™） | 毛细血管,158,2.2,2.83,1.29,2024-06-20
FN57,崭新出厂,纪念品,877131,FN57（纪念品） | 紫藤老树,304,2.18,2.32,1.06,2024-06-20
FN57,战痕累累,纪念品,37615,FN57（纪念品） | 雇佣兵,147,2.17,2.83,1.3,2024-06-20
FN57,略有磨损,普通,34790,FN57 | 银白石英,420,2.15,2.83,1.32,2024-06-20
