MAG-7,久经沙场,普通,35499,MAG-7 | 辐照警报,29,21.13,28.87,1.37,2024-06-17
MAG-7,略有磨损,普通,35509,MAG-7 | 石雕,129,3.42,5.08,1.49,2024-06-17
MAG-7,略有磨损,普通,35477,MAG-7 | 灼烧之痕,128,3.37,4.43,1.31,2024-06-17
MAG-7,破损不堪,普通,762207,MAG-7 | 核芯破裂,93,3.34,4.14,1.24,2024-06-17
MAG-7,略有磨损,普通,45267,MAG-7 | SWAG-7,364,3.26,4.64,1.42,2024-06-17
MAG-7,破损不堪,StatTrak™,781624,MAG-7（StatTrak™） | 北冥有鱼,128,3.2,4.14,1.29,2024-06-17
MAG-7,略有磨损,StatTrak™,39007,MAG-7（StatTrak™） | 声纳,54,3.2,4.21,1.32,2024-06-17
MAG-7,久经沙场,普通,871369,MAG-7 | 铋晶体,982,3.19,4.5,1.41,2024-06-17
MAG-7,崭新出厂,普通,35465,MAG-7 | 钴核,303,3.17,3.99,1.26,2024-06-17
MAG-7,久经沙场,普通,35490,MAG-7 | 炽热,309,3.1,3.77,1.22,2024-06-17
MAG-7,战痕累累,StatTrak™,781645,MAG-7（StatTrak™） | 北冥有鱼,123,3.09,3.99,1.29,2024-06-17
MAG-7,战痕累累,普通,762235,MAG-7 | 核芯破裂,80,3.06,3.85,1.26,2024-06-17
MAG-7,战痕累累,普通,871430,MAG-7 | 铋晶体,53,3.05,4.28,1.4,2024-06-17
MAG-7,略有磨损,普通,35495,MAG-7 | 天空守卫,122,2.93,3.63,1.24,2024-06-17
MAG-7,破损不堪,纪念品,37773,MAG-7（纪念品） | 辐照警报,36,2.91,3.48,1.2,2024-06-17
MAG-7,战痕累累,普通,35474,MAG-7 | 灼烧之痕,33,2.86,3.7,1.29,2024-06-17
MAG-7,久经沙场,StatTrak™,45316,MAG-7（StatTrak™） | SWAG-7,303,2.85,3.77,1.32,2024-06-17
MAG-7,久经沙场,普通,35476,MAG-7 | 灼烧之痕,141,2.83,3.48,1.23,2024-06-17
MAG-7,略有磨损,纪念品,929110,MAG-7（纪念品） | 鎏铜,108,2.6,4.28,1.65,2024-06-17
MAG-7,破损不堪,StatTrak™,45394,MAG-7（StatTrak™） | SWAG-7,34,2.56,3.55,1.39,2024-06-17
MAG-7,久经沙场,纪念品,37771,MAG-7（纪念品） | 辐照警报,334,2.49,2.25,0.9,2024-06-17
MAG-7,破损不堪,普通,35496,MAG-7 | 天空守卫,7,2.46,3.12,1.27,2024-06-17
MAG-7,战痕累累,纪念品,37769,MAG-7（纪念品） | 辐照警报,81,2.41,2.76,1.15,2024-06-17
MAG-7,久经沙场,普通,35494,MAG-7 | 天空守卫,118,2.29,2.9,1.27,2024-06-17
MAG-7,久经沙场,StatTrak™,38973,MAG-7（StatTrak™） | 钴核,131,2.26,3.05,1.35,2024-06-17
MAG-7,破损不堪,普通,35510,MAG-7 | 石雕,21,2.23,3.12,1.4,2024-06-17
MAG-7,久经沙场,普通,781614,MAG-7 | 北冥有鱼,2157,2.22,3.05,1.37,2024-06-17
MAG-7,战痕累累,StatTrak™,45314,MAG-7（StatTrak™） | SWAG-7,158,2.21,3.63,1.64,2024-06-17
MAG-7,破损不堪,StatTrak™,38975,MAG-7（StatTrak™） | 钴核,16,2.18,2.61,1.2,2024-06-17
MAG-7,略有磨损,普通,35467,MAG-7 | 钴核,215,2.18,2.76,1.27,2024-06-17
MAG-7,久经沙场,普通,35508,MAG-7 | 石雕,152,2.08,2.83,1.36,2024-06-17
MAG-7,破损不堪,普通,35492,MAG-7 | 炽热,251,2.04,2.68,1.31,2024-06-17
MAG-7,战痕累累,普通,35488,MAG-7 | 炽热,162,1.98,2.9,1.46,2024-06-17
MAG-7,破损不堪,普通,781569,MAG-7 | 北冥有鱼,451,1.91,2.47,1.29,2024-06-17
MAG-7,破损不堪,普通,45268,MAG-7 | SWAG-7,169,1.83,2.03,1.11,2024-06-17
MAG-7,略有磨损,StatTrak™,921510,MAG-7（StatTrak™） | 鱼长梦短,273,1.79,2.54,1.42,2024-06-17
MAG-7,久经沙场,StatTrak™,39006,MAG-7（StatTrak™） | 声纳,60,1.77,1.81,1.02,2024-06-17
MAG-7,崭新出厂,普通,773662,MAG-7 | 碰碰狗,172,1.75,2.18,1.25,2024-06-17
MAG-7,战痕累累,StatTrak™,38971,MAG-7（StatTrak™） | 钴核,25,1.74,2.9,1.67,2024-06-17
MAG-7,久经沙场,纪念品,37778,MAG-7（纪念品） | 沙丘之黄,993,1.72,2.18,1.27,2024-06-17
MAG-7,略有磨损,StatTrak™,773762,MAG-7（StatTrak™） | 碰碰狗,76,1.71,2.61,1.53,2024-06-17
MAG-7,战痕累累,普通,781608,MAG-7 | 北冥有鱼,674,1.59,2.1,1.32,2024-06-17
MAG-7,破损不堪,纪念品,37780,MAG-7（纪念品） | 沙丘之黄,121,1.59,1.81,1.14,2024-06-17
MAG-7,久经沙场,普通,45266,MAG-7 | SWAG-7,814,1.59,2.25,1.42,2024-06-17
MAG-7,久经沙场,纪念品,929072,MAG-7（纪念品） | 鎏铜,91,1.54,1.67,1.08,2024-06-17
MAG-7,破损不堪,StatTrak™,43925,MAG-7（StatTrak™） | 声纳,7,1.54,1.81,1.18,2024-06-17
MAG-7,略有磨损,StatTrak™,886651,MAG-7（StatTrak™） | 先见之明,338,1.49,2.1,1.41,2024-06-17
MAG-7,崭新出厂,普通,35527,MAG-7 | 声纳,194,1.47,1.81,1.23,2024-06-17
MAG-7,战痕累累,纪念品,37776,MAG-7（纪念品） | 沙丘之黄,185,1.41,2.03,1.44,2024-06-17
MAG-7,战痕累累,普通,45264,MAG-7 | SWAG-7,214,1.36,2.03,1.49,2024-06-17
MAG-7,破损不堪,纪念品,929069,MAG-7（纪念品） | 鎏铜,48,1.32,1.38,1.05,2024-06-17
MAG-7,崭新出厂,普通,921530,MAG-7 | 鱼长梦短,518,1.3,1.89,1.45,2024-06-17
MAG-7,战痕累累,纪念品,929086,MAG-7（纪念品） | 鎏铜,69,1.25,1.45,1.16,2024-06-17
MAG-7,略有磨损,纪念品,37786,MAG-7（纪念品） | 暴风呼啸,580,1.19,1.52,1.28,2024-06-17
MAG-7,久经沙场,普通,35466,MAG-7 | 钴核,104,1.11,1.67,1.5,2024-06-17
MAG-7,崭新出厂,普通,886664,MAG-7 | 先见之明,399,1.05,1.38,1.31,2024-06-17
MAG-7,破损不堪,普通,35468,MAG-7 | 钴核,22,1.03,1.23,1.19,2024-06-17
MAG-7,崭新出厂,纪念品,761388,MAG-7（纪念品） | 外表生锈,196,0.95,1.52,1.6,2024-06-17
MAG-7,久经沙场,StatTrak™,773657,MAG-7（StatTrak™） | 碰碰狗,149,0.87,1.09,1.25,2024-06-17
MAG-7,久经沙场,普通,773665,MAG-7 | 碰碰狗,113,0.85,1.02,1.2,2024-06-17
MAG-7,略有磨损,普通,773635,MAG-7 | 碰碰狗,88,0.81,1.02,1.26,2024-06-17
MAG-7,崭新出厂,普通,35505,MAG-7 | 金属 DDPAT,2745,0.8,1.16,1.45,2024-06-17
MAG-7,久经沙场,StatTrak™,921502,MAG-7（StatTrak™） | 鱼长梦短,269,0.73,1.09,1.49,2024-06-17
MAG-7,战痕累累,StatTrak™,773724,MAG-7（StatTrak™） | 碰碰狗,46,0.73,0.87,1.19,2024-06-17
MAG-7,略有磨损,普通,35529,MAG-7 | 声纳,149,0.71,1.02,1.44,2024-06-17
MAG-7,战痕累累,普通,773683,MAG-7 | 碰碰狗,24,0.66,0.87,1.32,2024-06-17
MAG-7,略有磨损,普通,35506,MAG-7 | 金属 DDPAT,50,0.65,1.02,1.57,2024-06-17
MAG-7,战痕累累,StatTrak™,887056,MAG-7（StatTrak™） | 先见之明,49,0.58,0.94,1.62,2024-06-17
MAG-7,破损不堪,StatTrak™,887007,MAG-7（StatTrak™） | 先见之明,37,0.58,0.94,1.62,2024-06-17
MAG-7,略有磨损,普通,921437,MAG-7 | 鱼长梦短,1032,0.57,0.87,1.53,2024-06-17
MAG-7,久经沙场,普通,35528,MAG-7 | 声纳,144,0.55,0.94,1.71,2024-06-17
MAG-7,战痕累累,StatTrak™,921531,MAG-7（StatTrak™） | 鱼长梦短,124,0.55,0.87,1.58,2024-06-17
MAG-7,破损不堪,StatTrak™,921422,MAG-7（StatTrak™） | 鱼长梦短,148,0.56,0.8,1.43,2024-06-17
MAG-7,久经沙场,StatTrak™,886689,MAG-7（StatTrak™） | 先见之明,584,0.53,0.87,1.64,2024-06-17
MAG-7,久经沙场,StatTrak™,886689,MAG-7（StatTrak™） | 先见之明,569,0.54,0.87,1.61,2024-06-20
MAG-7,破损不堪,普通,35530,MAG-7 | 声纳,31,0.46,0.8,1.74,2024-06-20
MAG-7,略有磨损,普通,886611,MAG-7 | 先见之明,970,0.44,0.73,1.66,2024-06-20
MAG-7,崭新出厂,普通,762050,MAG-7 | 外表生锈,327,0.35,0.44,1.26,2024-06-20
MAG-7,久经沙场,普通,921421,MAG-7 | 鱼长梦短,970,0.25,0.51,2.04,2024-06-20
MAG-7,久经沙场,普通,886633,MAG-7 | 先见之明,2325,0.23,0.44,1.91,2024-06-20
MAG-7,战痕累累,普通,886685,MAG-7 | 先见之明,263,0.21,0.44,2.1,2024-06-20
MAG-7,破损不堪,普通,887031,MAG-7 | 先见之明,72,0.18,0.44,2.44,2024-06-20
MAG-7,战痕累累,普通,921487,MAG-7 | 鱼长梦短,537,0.17,0.44,2.59,2024-06-20
MAG-7,破损不堪,普通,921431,MAG-7 | 鱼长梦短,473,0.17,0.44,2.59,2024-06-20
MAG-7,久经沙场,纪念品,37785,MAG-7（纪念品） | 暴风呼啸,1386,0.13,0.29,2.23,2024-06-20
MAG-7,战痕累累,纪念品,37783,MAG-7（纪念品） | 暴风呼啸,281,0.11,0.29,2.64,2024-06-20
MAG-7,略有磨损,普通,762067,MAG-7 | 外表生锈,606,0.09,0.22,2.44,2024-06-20
MAG-7,破损不堪,纪念品,37787,MAG-7（纪念品） | 暴风呼啸,159,0.08,0.29,3.62,2024-06-20
MAG-7,略有磨损,纪念品,761347,MAG-7（纪念品） | 外表生锈,537,0.06,0.22,3.67,2024-06-20
MAG-7,久经沙场,普通,762079,MAG-7 | 外表生锈,575,0.05,0.22,4.4,2024-06-20
MAG-7,崭新出厂,纪念品,876866,MAG-7（纪念品） | 海军之辉,3018,0.07,0.29,4.14,2024-06-20
MAG-7,久经沙场,纪念品,761327,MAG-7（纪念品） | 外表生锈,678,0.04,0.22,5.5,2024-06-20
MAG-7,破损不堪,纪念品,761325,MAG-7（纪念品） | 外表生锈,425,0.04,0.22,5.5,2024-06-20
MAG-7,破损不堪,纪念品,876925,MAG-7（纪念品） | 海军之辉,289,0.03,0.22,7.33,2024-06-20
MAG-7,战痕累累,普通,762049,MAG-7 | 外表生锈,1181,0.03,0.22,7.33,2024-06-20
MAG-7,战痕累累,纪念品,876914,MAG-7（纪念品） | 海军之辉,377,0.02,0.22,11.0,2024-06-20
MAG-7,略有磨损,纪念品,876865,MAG-7（纪念品） | 海军之辉,2619,0.02,0.22,11.0,2024-06-20
MAG-7,久经沙场,纪念品,876856,MAG-7（纪念品） | 海军之辉,5318,0.02,0.22,11.0,2024-06-20
MAG-7,破损不堪,普通,762092,MAG-7 | 外表生锈,327,0.03,0.22,7.33,2024-06-20
MAG-7,久经沙场,StatTrak™,886689,MAG-7（StatTrak™） | 先见之明,569,0.54,0.87,1.61,2024-06-20
MAG-7,破损不堪,普通,35530,MAG-7 | 声纳,31,0.46,0.8,1.74,2024-06-20
MAG-7,略有磨损,普通,886611,MAG-7 | 先见之明,970,0.44,0.73,1.66,2024-06-20
MAG-7,崭新出厂,普通,762050,MAG-7 | 外表生锈,327,0.35,0.44,1.26,2024-06-20
MAG-7,久经沙场,普通,921421,MAG-7 | 鱼长梦短,970,0.25,0.51,2.04,2024-06-20
MAG-7,久经沙场,普通,886633,MAG-7 | 先见之明,2325,0.23,0.51,2.22,2024-06-20
MAG-7,战痕累累,普通,886685,MAG-7 | 先见之明,263,0.21,0.44,2.1,2024-06-20
MAG-7,破损不堪,普通,887031,MAG-7 | 先见之明,72,0.18,0.44,2.44,2024-06-20
MAG-7,战痕累累,普通,921487,MAG-7 | 鱼长梦短,537,0.17,0.44,2.59,2024-06-20
MAG-7,破损不堪,普通,921431,MAG-7 | 鱼长梦短,473,0.17,0.44,2.59,2024-06-20
MAG-7,久经沙场,纪念品,37785,MAG-7（纪念品） | 暴风呼啸,1386,0.13,0.29,2.23,2024-06-20
MAG-7,战痕累累,纪念品,37783,MAG-7（纪念品） | 暴风呼啸,281,0.11,0.29,2.64,2024-06-20
MAG-7,略有磨损,普通,762067,MAG-7 | 外表生锈,606,0.09,0.22,2.44,2024-06-20
MAG-7,破损不堪,纪念品,37787,MAG-7（纪念品） | 暴风呼啸,159,0.08,0.29,3.62,2024-06-20
MAG-7,略有磨损,纪念品,761347,MAG-7（纪念品） | 外表生锈,537,0.06,0.22,3.67,2024-06-20
MAG-7,久经沙场,普通,762079,MAG-7 | 外表生锈,575,0.05,0.22,4.4,2024-06-20
MAG-7,崭新出厂,纪念品,876866,MAG-7（纪念品） | 海军之辉,3019,0.07,0.29,4.14,2024-06-20
MAG-7,久经沙场,纪念品,761327,MAG-7（纪念品） | 外表生锈,678,0.04,0.22,5.5,2024-06-20
MAG-7,破损不堪,纪念品,761325,MAG-7（纪念品） | 外表生锈,425,0.04,0.22,5.5,2024-06-20
MAG-7,破损不堪,纪念品,876925,MAG-7（纪念品） | 海军之辉,289,0.03,0.22,7.33,2024-06-20
MAG-7,战痕累累,普通,762049,MAG-7 | 外表生锈,1181,0.03,0.22,7.33,2024-06-20
MAG-7,战痕累累,纪念品,876914,MAG-7（纪念品） | 海军之辉,377,0.02,0.22,11.0,2024-06-20
MAG-7,略有磨损,纪念品,876865,MAG-7（纪念品） | 海军之辉,2619,0.02,0.22,11.0,2024-06-20
MAG-7,久经沙场,纪念品,876856,MAG-7（纪念品） | 海军之辉,5318,0.02,0.22,11.0,2024-06-20
MAG-7,破损不堪,普通,762092,MAG-7 | 外表生锈,327,0.03,0.22,7.33,2024-06-20
MAG-7,久经沙场,StatTrak™,886689,MAG-7（StatTrak™） | 先见之明,569,0.54,0.87,1.61,2024-06-20
MAG-7,破损不堪,普通,35530,MAG-7 | 声纳,31,0.46,0.8,1.74,2024-06-20
MAG-7,略有磨损,普通,886611,MAG-7 | 先见之明,970,0.44,0.73,1.66,2024-06-20
MAG-7,崭新出厂,普通,762050,MAG-7 | 外表生锈,327,0.35,0.44,1.26,2024-06-20
MAG-7,久经沙场,普通,921421,MAG-7 | 鱼长梦短,970,0.25,0.51,2.04,2024-06-20
MAG-7,久经沙场,普通,886633,MAG-7 | 先见之明,2325,0.23,0.51,2.22,2024-06-20
MAG-7,战痕累累,普通,886685,MAG-7 | 先见之明,263,0.21,0.44,2.1,2024-06-20
MAG-7,破损不堪,普通,887031,MAG-7 | 先见之明,72,0.18,0.44,2.44,2024-06-20
MAG-7,战痕累累,普通,921487,MAG-7 | 鱼长梦短,537,0.17,0.44,2.59,2024-06-20
MAG-7,破损不堪,普通,921431,MAG-7 | 鱼长梦短,473,0.17,0.44,2.59,2024-06-20
MAG-7,久经沙场,纪念品,37785,MAG-7（纪念品） | 暴风呼啸,1386,0.13,0.29,2.23,2024-06-20
MAG-7,战痕累累,纪念品,37783,MAG-7（纪念品） | 暴风呼啸,281,0.11,0.29,2.64,2024-06-20
MAG-7,略有磨损,普通,762067,MAG-7 | 外表生锈,606,0.09,0.22,2.44,2024-06-20
MAG-7,破损不堪,纪念品,37787,MAG-7（纪念品） | 暴风呼啸,159,0.08,0.29,3.62,2024-06-20
MAG-7,略有磨损,纪念品,761347,MAG-7（纪念品） | 外表生锈,537,0.06,0.22,3.67,2024-06-20
MAG-7,崭新出厂,纪念品,876866,MAG-7（纪念品） | 海军之辉,3019,0.07,0.29,4.14,2024-06-20
MAG-7,久经沙场,普通,762079,MAG-7 | 外表生锈,576,0.05,0.22,4.4,2024-06-20
MAG-7,久经沙场,纪念品,761327,MAG-7（纪念品） | 外表生锈,678,0.04,0.22,5.5,2024-06-20
MAG-7,破损不堪,纪念品,761325,MAG-7（纪念品） | 外表生锈,425,0.04,0.22,5.5,2024-06-20
MAG-7,破损不堪,纪念品,876925,MAG-7（纪念品） | 海军之辉,289,0.03,0.22,7.33,2024-06-20
MAG-7,战痕累累,普通,762049,MAG-7 | 外表生锈,1181,0.03,0.22,7.33,2024-06-20
MAG-7,战痕累累,纪念品,876914,MAG-7（纪念品） | 海军之辉,377,0.02,0.22,11.0,2024-06-20
MAG-7,略有磨损,纪念品,876865,MAG-7（纪念品） | 海军之辉,2619,0.02,0.22,11.0,2024-06-20
MAG-7,久经沙场,纪念品,876856,MAG-7（纪念品） | 海军之辉,5318,0.02,0.22,11.0,2024-06-20
MAG-7,破损不堪,普通,762092,MAG-7 | 外表生锈,327,0.03,0.22,7.33,2024-06-20
MAG-7,崭新出厂,纪念品,43909,MAG-7（纪念品） | 威吓者,2,9999.5,5711.21,0.57,2024-06-20
MAG-7,破损不堪,普通,776260,MAG-7 | 五指短剑,4,4799.5,6193.03,1.29,2024-06-20
MAG-7,崭新出厂,普通,776728,MAG-7 | 五指短剑,42,4287.5,6748.29,1.57,2024-06-20
MAG-7,略有磨损,普通,776418,MAG-7 | 五指短剑,8,3998.5,9093.59,2.27,2024-06-20
MAG-7,久经沙场,普通,776229,MAG-7 | 五指短剑,10,3682.5,4718.91,1.28,2024-06-20
MAG-7,战痕累累,普通,776883,MAG-7 | 五指短剑,4,2898.5,3773.85,1.3,2024-06-20
MAG-7,崭新出厂,普通,35470,MAG-7 | 反梗精英,32,850.5,1369.98,1.61,2024-06-20
MAG-7,崭新出厂,普通,35460,MAG-7 | 威吓者,24,849.5,1499.02,1.76,2024-06-20
MAG-7,久经沙场,普通,35471,MAG-7 | 反梗精英,1,849.48,999.27,1.18,2024-06-20
MAG-7,略有磨损,普通,35472,MAG-7 | 反梗精英,1,839.5,1083.67,1.29,2024-06-20
MAG-7,破损不堪,普通,35473,MAG-7 | 反梗精英,1,779.5,1215.69,1.56,2024-06-20
MAG-7,战痕累累,普通,35469,MAG-7 | 反梗精英,1,769.5,1559.11,2.03,2024-06-20
MAG-7,崭新出厂,普通,35484,MAG-7 | 危机色调,6,587.5,1247.26,2.12,2024-06-20
MAG-7,崭新出厂,普通,871604,MAG-7 | 棱彩阶梯,69,301,417.01,1.39,2024-06-20
MAG-7,久经沙场,普通,871884,MAG-7 | 棱彩阶梯,6,298,357.43,1.2,2024-06-20
MAG-7,略有磨损,普通,871858,MAG-7 | 棱彩阶梯,14,295.9,471.73,1.59,2024-06-20
MAG-7,略有磨损,纪念品,37767,MAG-7（纪念品） | 威吓者,41,281.68,389.87,1.38,2024-06-20
MAG-7,崭新出厂,普通,775040,MAG-7 | 坚固链甲,39,199.5,259.81,1.3,2024-06-20
MAG-7,略有磨损,普通,774846,MAG-7 | 坚固链甲,21,198.49,249.51,1.26,2024-06-20
MAG-7,久经沙场,普通,775673,MAG-7 | 坚固链甲,6,188.99,245.52,1.3,2024-06-20
MAG-7,崭新出厂,StatTrak™,779415,MAG-7（StatTrak™） | 正义,69,178,226.21,1.27,2024-06-20
MAG-7,崭新出厂,纪念品,761935,MAG-7（纪念品） | 核芯破裂,19,169.29,239.49,1.41,2024-06-20
MAG-7,崭新出厂,普通,35516,MAG-7 | 沙丘之黄,6,149.5,229.62,1.54,2024-06-20
MAG-7,崭新出厂,普通,35525,MAG-7 | 银质,105,129.48,179.26,1.38,2024-06-20
MAG-7,略有磨损,普通,35526,MAG-7 | 银质,11,128.5,221.35,1.72,2024-06-20
MAG-7,崭新出厂,普通,35498,MAG-7 | 辐照警报,4,126.22,250.96,1.99,2024-06-20
MAG-7,崭新出厂,纪念品,37770,MAG-7（纪念品） | 辐照警报,7,120.55,211.41,1.75,2024-06-20
MAG-7,略有磨损,普通,35462,MAG-7 | 威吓者,81,119.15,159.59,1.34,2024-06-20
MAG-7,崭新出厂,纪念品,877069,MAG-7（纪念品） | 棱彩阶梯,49,110.49,158.07,1.43,2024-06-20
MAG-7,略有磨损,普通,35486,MAG-7 | 危机色调,8,101.5,102.18,1.01,2024-06-20
MAG-7,崭新出厂,普通,35532,MAG-7 | 暴风呼啸,6,84.67,116.12,1.37,2024-06-20
MAG-7,略有磨损,纪念品,37782,MAG-7（纪念品） | 银质,23,81.1,121.05,1.49,2024-06-20
MAG-7,崭新出厂,StatTrak™,38977,MAG-7（StatTrak™） | 灼烧之痕,20,76.6,112.93,1.47,2024-06-20
MAG-7,崭新出厂,纪念品,37781,MAG-7（纪念品） | 银质,552,76.4,103.85,1.36,2024-06-20
MAG-7,久经沙场,普通,35485,MAG-7 | 危机色调,7,69.76,93.98,1.35,2024-06-20
MAG-7,久经沙场,纪念品,37766,MAG-7（纪念品） | 威吓者,107,68.58,91.15,1.33,2024-06-20
MAG-7,崭新出厂,纪念品,37777,MAG-7（纪念品） | 沙丘之黄,26,67.3,89.85,1.34,2024-06-20
MAG-7,破损不堪,普通,35487,MAG-7 | 危机色调,5,65.83,108.86,1.65,2024-06-20
MAG-7,略有磨损,StatTrak™,38996,MAG-7（StatTrak™） | 记忆碎片,15,64.9,49.86,0.77,2024-06-20
MAG-7,崭新出厂,普通,779243,MAG-7 | 正义,169,63.9,88.54,1.39,2024-06-20
MAG-7,崭新出厂,StatTrak™,38994,MAG-7（StatTrak™） | 记忆碎片,39,62.76,76.13,1.21,2024-06-20
MAG-7,破损不堪,纪念品,37768,MAG-7（纪念品） | 威吓者,15,61.86,96.45,1.56,2024-06-20
MAG-7,战痕累累,普通,35483,MAG-7 | 危机色调,4,57.23,97.47,1.7,2024-06-20
MAG-7,略有磨损,StatTrak™,779324,MAG-7（StatTrak™） | 正义,120,56.9,78.96,1.39,2024-06-20
MAG-7,崭新出厂,StatTrak™,38986,MAG-7（StatTrak™） | 炽热,91,56.29,83.46,1.48,2024-06-20
MAG-7,崭新出厂,StatTrak™,39001,MAG-7（StatTrak™） | 禁卫军,33,54.89,72.86,1.33,2024-06-20
MAG-7,战痕累累,纪念品,37765,MAG-7（纪念品） | 威吓者,16,52.21,72.65,1.39,2024-06-20
MAG-7,略有磨损,纪念品,876969,MAG-7（纪念品） | 棱彩阶梯,52,48.9,64.66,1.32,2024-06-20
MAG-7,崭新出厂,普通,35502,MAG-7 | 记忆碎片,33,45.44,61.54,1.35,2024-06-20
MAG-7,略有磨损,普通,835364,MAG-7 | 碳素纤维,46,39.6,48.91,1.24,2024-06-20
MAG-7,崭新出厂,StatTrak™,38981,MAG-7（StatTrak™） | 硬水,26,38.89,49.42,1.27,2024-06-20
MAG-7,略有磨损,StatTrak™,39003,MAG-7（StatTrak™） | 禁卫军,38,38.17,46.96,1.23,2024-06-20
MAG-7,崭新出厂,普通,835367,MAG-7 | 碳素纤维,162,37.9,49.86,1.32,2024-06-20
MAG-7,久经沙场,普通,35461,MAG-7 | 威吓者,96,37.13,52.18,1.41,2024-06-20
MAG-7,崭新出厂,StatTrak™,871846,MAG-7（StatTrak™） | 铋晶体,193,36.7,51.75,1.41,2024-06-20
MAG-7,略有磨损,纪念品,37775,MAG-7（纪念品） | 金属 DDPAT,19,36.6,48.19,1.32,2024-06-20
MAG-7,略有磨损,普通,35518,MAG-7 | 沙丘之黄,8,36.6,35.56,0.97,2024-06-20
MAG-7,略有磨损,普通,35504,MAG-7 | 记忆碎片,20,35.67,43.54,1.22,2024-06-20
MAG-7,略有磨损,普通,35500,MAG-7 | 辐照警报,9,34.2,43.69,1.28,2024-06-20
MAG-7,久经沙场,普通,35503,MAG-7 | 记忆碎片,6,33.76,57.84,1.71,2024-06-20
MAG-7,破损不堪,普通,35463,MAG-7 | 威吓者,8,32.81,40.86,1.25,2024-06-20
MAG-7,战痕累累,普通,35459,MAG-7 | 威吓者,20,32.63,42.02,1.29,2024-06-20
MAG-7,崭新出厂,普通,35521,MAG-7 | 海鸟,70,32.55,53.7,1.65,2024-06-20
MAG-7,战痕累累,普通,35497,MAG-7 | 辐照警报,8,32.5,36.29,1.12,2024-06-20
MAG-7,久经沙场,StatTrak™,38982,MAG-7（StatTrak™） | 硬水,10,31.7,34.33,1.08,2024-06-20
MAG-7,久经沙场,StatTrak™,38995,MAG-7（StatTrak™） | 记忆碎片,9,30.97,47.97,1.55,2024-06-20
MAG-7,略有磨损,普通,779183,MAG-7 | 正义,305,29.9,39.55,1.32,2024-06-20
MAG-7,崭新出厂,StatTrak™,781712,MAG-7（StatTrak™） | 北冥有鱼,163,28.24,42.17,1.49,2024-06-20
MAG-7,略有磨损,StatTrak™,38983,MAG-7（StatTrak™） | 硬水,14,27.6,41.51,1.5,2024-06-20
MAG-7,久经沙场,StatTrak™,779277,MAG-7（StatTrak™） | 正义,163,25.3,33.53,1.33,2024-06-20
MAG-7,久经沙场,StatTrak™,39002,MAG-7（StatTrak™） | 禁卫军,13,24.6,32.95,1.34,2024-06-20
MAG-7,破损不堪,StatTrak™,38984,MAG-7（StatTrak™） | 硬水,6,24.4,26.85,1.1,2024-06-20
MAG-7,崭新出厂,StatTrak™,45315,MAG-7（StatTrak™） | SWAG-7,122,24,36.87,1.54,2024-06-20
MAG-7,崭新出厂,普通,35511,MAG-7 | 禁卫军,81,23.95,32.08,1.34,2024-06-20
MAG-7,崭新出厂,普通,35479,MAG-7 | 硬水,74,22.97,32.66,1.42,2024-06-20
MAG-7,崭新出厂,普通,762250,MAG-7 | 核芯破裂,251,22.9,30.99,1.35,2024-06-20
MAG-7,破损不堪,StatTrak™,39004,MAG-7（StatTrak™） | 禁卫军,3,22.47,28.59,1.27,2024-06-20
MAG-7,崭新出厂,纪念品,929105,MAG-7（纪念品） | 鎏铜,56,22.13,25.69,1.16,2024-06-20
MAG-7,破损不堪,StatTrak™,779376,MAG-7（StatTrak™） | 正义,34,21.17,25.84,1.22,2024-06-20
MAG-7,崭新出厂,StatTrak™,38997,MAG-7（StatTrak™） | 石雕,55,20.9,28.67,1.37,2024-06-20
MAG-7,略有磨损,普通,35481,MAG-7 | 硬水,33,20.8,31.28,1.5,2024-06-20
MAG-7,破损不堪,普通,35501,MAG-7 | 辐照警报,40,19.7,26.71,1.36,2024-06-20
MAG-7,崭新出厂,普通,35475,MAG-7 | 灼烧之痕,41,19.7,26.78,1.36,2024-06-20
MAG-7,久经沙场,普通,35499,MAG-7 | 辐照警报,28,19.32,27.65,1.43,2024-06-20
MAG-7,久经沙场,普通,35480,MAG-7 | 硬水,35,18.76,21.92,1.17,2024-06-20
MAG-7,略有磨损,普通,35523,MAG-7 | 海鸟,30,18.69,21.84,1.17,2024-06-20
MAG-7,久经沙场,普通,35522,MAG-7 | 海鸟,12,18.68,17.78,0.95,2024-06-20
MAG-7,略有磨损,StatTrak™,871684,MAG-7（StatTrak™） | 铋晶体,211,18.3,27.07,1.48,2024-06-20
MAG-7,久经沙场,纪念品,877106,MAG-7（纪念品） | 棱彩阶梯,49,17.93,24.6,1.37,2024-06-20
MAG-7,破损不堪,普通,35524,MAG-7 | 海鸟,20,17.44,16.84,0.97,2024-06-20
MAG-7,略有磨损,普通,35513,MAG-7 | 禁卫军,84,17.34,23.37,1.35,2024-06-20
MAG-7,崭新出厂,普通,35489,MAG-7 | 炽热,205,16.9,23.73,1.4,2024-06-20
MAG-7,战痕累累,普通,35520,MAG-7 | 海鸟,6,15.96,18.0,1.13,2024-06-20
MAG-7,崭新出厂,纪念品,37784,MAG-7（纪念品） | 暴风呼啸,65,15.7,23.59,1.5,2024-06-20
MAG-7,略有磨损,StatTrak™,38988,MAG-7（StatTrak™） | 炽热,229,15.37,20.83,1.36,2024-06-20
