G3SG1,战痕累累,纪念品,37658,G3SG1（纪念品） | 多变迷彩,3,4565.39,1815.01,0.4,2024-06-16
G3SG1,崭新出厂,普通,34840,G3SG1 | 猎人,121,1.5,2.03,1.35,2024-06-16
G3SG1,略有磨损,纪念品,37656,G3SG1（纪念品） | 狩猎网格,207,1.44,2.1,1.46,2024-06-16
G3SG1,崭新出厂,普通,34853,G3SG1 | 橙光冲击,252,1.41,1.89,1.34,2024-06-16
G3SG1,久经沙场,普通,886679,G3SG1 | 梦之林地,1717,1.34,1.89,1.41,2024-06-16
G3SG1,战痕累累,普通,886988,G3SG1 | 梦之林地,248,1.19,1.67,1.4,2024-06-16
G3SG1,破损不堪,普通,886979,G3SG1 | 梦之林地,395,1.19,1.67,1.4,2024-06-16
G3SG1,破损不堪,StatTrak™,38629,G3SG1（StatTrak™） | 橙光冲击,13,1.19,1.23,1.03,2024-06-16
G3SG1,破损不堪,纪念品,37657,G3SG1（纪念品） | 狩猎网格,61,1.14,1.16,1.02,2024-06-16
G3SG1,战痕累累,纪念品,37653,G3SG1（纪念品） | 狩猎网格,95,1.13,1.45,1.28,2024-06-16
G3SG1,崭新出厂,普通,34886,G3SG1 | 通风机,195,1.12,1.81,1.62,2024-06-16
G3SG1,久经沙场,StatTrak™,38627,G3SG1（StatTrak™） | 橙光冲击,124,1.06,1.31,1.24,2024-06-16
G3SG1,战痕累累,纪念品,37638,G3SG1（纪念品） | 沙漠风暴,101,1,1.67,1.67,2024-06-16
G3SG1,战痕累累,StatTrak™,38625,G3SG1（StatTrak™） | 橙光冲击,23,0.92,1.23,1.34,2024-06-16
G3SG1,战痕累累,纪念品,37648,G3SG1（纪念品） | 极地迷彩,90,0.91,1.89,2.08,2024-06-16
G3SG1,略有磨损,纪念品,877178,G3SG1（纪念品） | 碧藤青翠,90,0.9,1.23,1.37,2024-06-16
G3SG1,崭新出厂,普通,34836,G3SG1 | 绿苹果,1452,0.8,1.02,1.27,2024-06-16
G3SG1,略有磨损,普通,34842,G3SG1 | 猎人,170,0.78,1.02,1.31,2024-06-16
G3SG1,崭新出厂,普通,34863,G3SG1 | 极地迷彩,208,0.76,1.02,1.34,2024-06-16
G3SG1,战痕累累,纪念品,877190,G3SG1（纪念品） | 碧藤青翠,34,0.74,1.02,1.38,2024-06-16
G3SG1,略有磨损,普通,34855,G3SG1 | 橙光冲击,285,0.74,0.94,1.27,2024-06-16
G3SG1,久经沙场,纪念品,37655,G3SG1（纪念品） | 狩猎网格,451,0.73,0.94,1.29,2024-06-16
G3SG1,久经沙场,StatTrak™,38639,G3SG1（StatTrak™） | 通风机,140,0.72,1.02,1.42,2024-06-16
G3SG1,久经沙场,StatTrak™,38619,G3SG1（StatTrak™） | 猎人,143,0.71,1.16,1.63,2024-06-16
G3SG1,破损不堪,纪念品,877034,G3SG1（纪念品） | 远古仪式,26,0.63,0.65,1.03,2024-06-16
G3SG1,久经沙场,纪念品,37640,G3SG1（纪念品） | 沙漠风暴,391,0.62,0.94,1.52,2024-06-16
G3SG1,破损不堪,StatTrak™,38621,G3SG1（StatTrak™） | 猎人,33,0.61,0.87,1.43,2024-06-16
G3SG1,战痕累累,StatTrak™,38617,G3SG1（StatTrak™） | 猎人,41,0.6,0.87,1.45,2024-06-16
G3SG1,崭新出厂,普通,34882,G3SG1 | 多变迷彩,211,0.59,0.8,1.36,2024-06-16
G3SG1,破损不堪,StatTrak™,38641,G3SG1（StatTrak™） | 通风机,16,0.57,1.02,1.79,2024-06-16
G3SG1,略有磨损,普通,34888,G3SG1 | 通风机,345,0.57,0.87,1.53,2024-06-16
G3SG1,略有磨损,普通,34838,G3SG1 | 绿苹果,855,0.57,0.8,1.4,2024-06-16
G3SG1,略有磨损,纪念品,877039,G3SG1（纪念品） | 远古仪式,154,0.54,0.51,0.94,2024-06-16
G3SG1,久经沙场,普通,34887,G3SG1 | 通风机,192,0.52,0.87,1.67,2024-06-16
G3SG1,崭新出厂,普通,34827,G3SG1 | 沙漠风暴,135,0.52,0.58,1.12,2024-06-16
G3SG1,战痕累累,普通,34852,G3SG1 | 橙光冲击,16,0.51,0.73,1.43,2024-06-16
G3SG1,崭新出厂,普通,34845,G3SG1 | 丛林虚线,87,0.47,0.58,1.23,2024-06-16
G3SG1,久经沙场,普通,34854,G3SG1 | 橙光冲击,157,0.46,0.8,1.74,2024-06-16
G3SG1,破损不堪,普通,34856,G3SG1 | 橙光冲击,30,0.42,1.23,2.93,2024-06-16
G3SG1,久经沙场,纪念品,877142,G3SG1（纪念品） | 碧藤青翠,186,0.41,0.8,1.95,2024-06-16
G3SG1,略有磨损,普通,34884,G3SG1 | 多变迷彩,232,0.41,0.58,1.41,2024-06-16
G3SG1,破损不堪,普通,34889,G3SG1 | 通风机,33,0.4,0.8,2.0,2024-06-16
G3SG1,久经沙场,普通,34837,G3SG1 | 绿苹果,297,0.39,0.65,1.67,2024-06-16
G3SG1,久经沙场,普通,34841,G3SG1 | 猎人,270,0.4,0.65,1.62,2024-06-16
G3SG1,久经沙场,普通,34883,G3SG1 | 多变迷彩,443,0.31,0.51,1.65,2024-06-16
G3SG1,破损不堪,普通,34885,G3SG1 | 多变迷彩,37,0.27,0.51,1.89,2024-06-16
G3SG1,战痕累累,普通,34839,G3SG1 | 猎人,88,0.27,0.51,1.89,2024-06-16
G3SG1,战痕累累,普通,34881,G3SG1 | 多变迷彩,46,0.25,0.51,2.04,2024-06-16
G3SG1,破损不堪,普通,34843,G3SG1 | 猎人,75,0.22,0.51,2.32,2024-06-16
G3SG1,久经沙场,纪念品,877027,G3SG1（纪念品） | 远古仪式,241,0.18,0.29,1.61,2024-06-16
G3SG1,略有磨损,普通,34865,G3SG1 | 极地迷彩,640,0.09,0.29,3.22,2024-06-16
G3SG1,战痕累累,纪念品,877010,G3SG1（纪念品） | 远古仪式,58,0.08,0.29,3.62,2024-06-16
G3SG1,破损不堪,普通,34866,G3SG1 | 极地迷彩,138,0.06,0.22,3.67,2024-06-16
G3SG1,久经沙场,普通,34864,G3SG1 | 极地迷彩,1026,0.06,0.22,3.67,2024-06-16
G3SG1,略有磨损,普通,34829,G3SG1 | 沙漠风暴,312,0.06,0.22,3.67,2024-06-16
G3SG1,战痕累累,普通,34862,G3SG1 | 极地迷彩,175,0.05,0.22,4.4,2024-06-16
G3SG1,破损不堪,普通,34830,G3SG1 | 沙漠风暴,113,0.04,0.22,5.5,2024-06-16
G3SG1,久经沙场,普通,34828,G3SG1 | 沙漠风暴,931,0.04,0.22,5.5,2024-06-16
G3SG1,战痕累累,普通,34826,G3SG1 | 沙漠风暴,173,0.04,0.22,5.5,2024-06-16
G3SG1,破损不堪,普通,34848,G3SG1 | 丛林虚线,285,0.03,0.22,7.33,2024-06-16
G3SG1,略有磨损,普通,34847,G3SG1 | 丛林虚线,715,0.03,0.22,7.33,2024-06-16
G3SG1,久经沙场,普通,34846,G3SG1 | 丛林虚线,1514,0.03,0.22,7.33,2024-06-16
G3SG1,战痕累累,普通,34844,G3SG1 | 丛林虚线,474,0.02,0.22,11.0,2024-06-16
G3SG1,战痕累累,StatTrak™,887047,G3SG1（StatTrak™） | 梦之林地,71,1.99,3.12,1.57,2024-06-16
G3SG1,战痕累累,普通,34872,G3SG1 | 毒刺,29,1.9,2.47,1.3,2024-06-16
G3SG1,崭新出厂,纪念品,877203,G3SG1（纪念品） | 碧藤青翠,175,1.86,2.61,1.4,2024-06-16
G3SG1,破损不堪,普通,34876,G3SG1 | 毒刺,20,1.83,2.54,1.39,2024-06-16
G3SG1,崭新出厂,纪念品,877050,G3SG1（纪念品） | 远古仪式,80,1.78,2.18,1.22,2024-06-16
G3SG1,破损不堪,纪念品,37642,G3SG1（纪念品） | 沙漠风暴,35,1.78,2.1,1.18,2024-06-16
G3SG1,久经沙场,普通,34874,G3SG1 | 毒刺,260,1.79,2.68,1.5,2024-06-16
G3SG1,略有磨损,StatTrak™,38640,G3SG1（StatTrak™） | 通风机,124,1.74,2.9,1.67,2024-06-16
G3SG1,略有磨损,StatTrak™,38620,G3SG1（StatTrak™） | 猎人,86,1.68,2.25,1.34,2024-06-16
G3SG1,崭新出厂,普通,34840,G3SG1 | 猎人,121,1.5,2.03,1.35,2024-06-16
G3SG1,略有磨损,纪念品,37656,G3SG1（纪念品） | 狩猎网格,207,1.44,2.1,1.46,2024-06-16
G3SG1,崭新出厂,普通,34853,G3SG1 | 橙光冲击,252,1.41,1.89,1.34,2024-06-16
G3SG1,久经沙场,普通,886679,G3SG1 | 梦之林地,1717,1.34,1.89,1.41,2024-06-16
G3SG1,战痕累累,普通,886988,G3SG1 | 梦之林地,248,1.19,1.67,1.4,2024-06-16
G3SG1,破损不堪,普通,886979,G3SG1 | 梦之林地,395,1.19,1.67,1.4,2024-06-16
G3SG1,破损不堪,StatTrak™,38629,G3SG1（StatTrak™） | 橙光冲击,13,1.19,1.23,1.03,2024-06-16
G3SG1,破损不堪,纪念品,37657,G3SG1（纪念品） | 狩猎网格,61,1.14,1.16,1.02,2024-06-16
G3SG1,战痕累累,纪念品,37653,G3SG1（纪念品） | 狩猎网格,95,1.13,1.45,1.28,2024-06-16
G3SG1,崭新出厂,普通,34886,G3SG1 | 通风机,195,1.12,1.81,1.62,2024-06-16
G3SG1,久经沙场,StatTrak™,38627,G3SG1（StatTrak™） | 橙光冲击,124,1.06,1.31,1.24,2024-06-16
G3SG1,战痕累累,纪念品,37638,G3SG1（纪念品） | 沙漠风暴,101,1,1.67,1.67,2024-06-16
G3SG1,战痕累累,StatTrak™,38625,G3SG1（StatTrak™） | 橙光冲击,23,0.92,1.23,1.34,2024-06-16
G3SG1,战痕累累,纪念品,37648,G3SG1（纪念品） | 极地迷彩,90,0.91,1.89,2.08,2024-06-16
G3SG1,略有磨损,纪念品,877178,G3SG1（纪念品） | 碧藤青翠,90,0.9,1.23,1.37,2024-06-16
G3SG1,崭新出厂,普通,34836,G3SG1 | 绿苹果,1452,0.8,1.02,1.27,2024-06-16
G3SG1,略有磨损,普通,34842,G3SG1 | 猎人,170,0.78,1.02,1.31,2024-06-16
G3SG1,崭新出厂,普通,34863,G3SG1 | 极地迷彩,208,0.76,1.02,1.34,2024-06-16
G3SG1,战痕累累,纪念品,877190,G3SG1（纪念品） | 碧藤青翠,34,0.74,1.02,1.38,2024-06-16
G3SG1,略有磨损,普通,34855,G3SG1 | 橙光冲击,285,0.74,0.94,1.27,2024-06-16
G3SG1,久经沙场,纪念品,37655,G3SG1（纪念品） | 狩猎网格,451,0.73,0.94,1.29,2024-06-16
G3SG1,久经沙场,StatTrak™,38639,G3SG1（StatTrak™） | 通风机,140,0.72,1.02,1.42,2024-06-16
G3SG1,久经沙场,StatTrak™,38619,G3SG1（StatTrak™） | 猎人,143,0.71,1.16,1.63,2024-06-16
G3SG1,破损不堪,纪念品,877034,G3SG1（纪念品） | 远古仪式,26,0.63,0.65,1.03,2024-06-16
G3SG1,久经沙场,纪念品,37640,G3SG1（纪念品） | 沙漠风暴,391,0.62,0.94,1.52,2024-06-16
G3SG1,破损不堪,StatTrak™,38621,G3SG1（StatTrak™） | 猎人,33,0.61,0.87,1.43,2024-06-16
G3SG1,战痕累累,StatTrak™,38617,G3SG1（StatTrak™） | 猎人,41,0.6,0.87,1.45,2024-06-16
G3SG1,崭新出厂,普通,34882,G3SG1 | 多变迷彩,211,0.59,0.8,1.36,2024-06-16
G3SG1,破损不堪,StatTrak™,38641,G3SG1（StatTrak™） | 通风机,16,0.57,1.02,1.79,2024-06-16
G3SG1,略有磨损,普通,34888,G3SG1 | 通风机,345,0.57,0.87,1.53,2024-06-16
G3SG1,略有磨损,普通,34838,G3SG1 | 绿苹果,855,0.57,0.8,1.4,2024-06-16
G3SG1,略有磨损,纪念品,877039,G3SG1（纪念品） | 远古仪式,154,0.54,0.51,0.94,2024-06-16
G3SG1,久经沙场,普通,34887,G3SG1 | 通风机,192,0.52,0.87,1.67,2024-06-16
G3SG1,崭新出厂,普通,34827,G3SG1 | 沙漠风暴,135,0.52,0.58,1.12,2024-06-16
G3SG1,战痕累累,普通,34852,G3SG1 | 橙光冲击,16,0.51,0.73,1.43,2024-06-16
G3SG1,崭新出厂,普通,34845,G3SG1 | 丛林虚线,87,0.47,0.58,1.23,2024-06-16
G3SG1,久经沙场,普通,34854,G3SG1 | 橙光冲击,157,0.46,0.8,1.74,2024-06-16
G3SG1,破损不堪,普通,34856,G3SG1 | 橙光冲击,30,0.42,1.23,2.93,2024-06-16
G3SG1,久经沙场,纪念品,877142,G3SG1（纪念品） | 碧藤青翠,186,0.41,0.8,1.95,2024-06-16
G3SG1,略有磨损,普通,34884,G3SG1 | 多变迷彩,232,0.41,0.58,1.41,2024-06-16
G3SG1,破损不堪,普通,34889,G3SG1 | 通风机,33,0.4,0.8,2.0,2024-06-16
G3SG1,久经沙场,普通,34837,G3SG1 | 绿苹果,297,0.39,0.65,1.67,2024-06-16
G3SG1,久经沙场,普通,34841,G3SG1 | 猎人,270,0.4,0.65,1.62,2024-06-16
G3SG1,久经沙场,普通,34883,G3SG1 | 多变迷彩,443,0.31,0.51,1.65,2024-06-16
G3SG1,破损不堪,普通,34885,G3SG1 | 多变迷彩,37,0.27,0.51,1.89,2024-06-16
G3SG1,战痕累累,普通,34839,G3SG1 | 猎人,88,0.27,0.51,1.89,2024-06-16
G3SG1,战痕累累,普通,34881,G3SG1 | 多变迷彩,46,0.25,0.51,2.04,2024-06-16
G3SG1,破损不堪,普通,34843,G3SG1 | 猎人,75,0.22,0.51,2.32,2024-06-16
G3SG1,久经沙场,纪念品,877027,G3SG1（纪念品） | 远古仪式,241,0.18,0.29,1.61,2024-06-16
G3SG1,略有磨损,普通,34865,G3SG1 | 极地迷彩,640,0.09,0.29,3.22,2024-06-16
G3SG1,战痕累累,纪念品,877010,G3SG1（纪念品） | 远古仪式,58,0.08,0.29,3.62,2024-06-16
G3SG1,破损不堪,普通,34866,G3SG1 | 极地迷彩,138,0.06,0.22,3.67,2024-06-16
G3SG1,久经沙场,普通,34864,G3SG1 | 极地迷彩,1026,0.06,0.22,3.67,2024-06-16
G3SG1,略有磨损,普通,34829,G3SG1 | 沙漠风暴,312,0.06,0.22,3.67,2024-06-16
G3SG1,战痕累累,普通,34862,G3SG1 | 极地迷彩,175,0.05,0.22,4.4,2024-06-16
G3SG1,破损不堪,普通,34830,G3SG1 | 沙漠风暴,113,0.04,0.22,5.5,2024-06-16
G3SG1,久经沙场,普通,34828,G3SG1 | 沙漠风暴,931,0.04,0.22,5.5,2024-06-16
G3SG1,战痕累累,普通,34826,G3SG1 | 沙漠风暴,173,0.04,0.22,5.5,2024-06-16
G3SG1,破损不堪,普通,34848,G3SG1 | 丛林虚线,285,0.03,0.22,7.33,2024-06-16
G3SG1,略有磨损,普通,34847,G3SG1 | 丛林虚线,715,0.03,0.22,7.33,2024-06-16
G3SG1,久经沙场,普通,34846,G3SG1 | 丛林虚线,1514,0.03,0.22,7.33,2024-06-16
G3SG1,战痕累累,普通,34844,G3SG1 | 丛林虚线,474,0.02,0.22,11.0,2024-06-16
G3SG1,战痕累累,StatTrak™,887047,G3SG1（StatTrak™） | 梦之林地,71,1.99,3.12,1.57,2024-06-17
G3SG1,战痕累累,普通,34872,G3SG1 | 毒刺,29,1.9,2.47,1.3,2024-06-17
G3SG1,崭新出厂,纪念品,877203,G3SG1（纪念品） | 碧藤青翠,175,1.86,2.61,1.4,2024-06-17
G3SG1,破损不堪,普通,34876,G3SG1 | 毒刺,20,1.83,2.54,1.39,2024-06-17
G3SG1,崭新出厂,纪念品,877050,G3SG1（纪念品） | 远古仪式,80,1.78,2.18,1.22,2024-06-17
G3SG1,破损不堪,纪念品,37642,G3SG1（纪念品） | 沙漠风暴,35,1.78,2.1,1.18,2024-06-17
G3SG1,久经沙场,普通,34874,G3SG1 | 毒刺,260,1.79,2.68,1.5,2024-06-17
G3SG1,略有磨损,StatTrak™,38640,G3SG1（StatTrak™） | 通风机,124,1.74,2.9,1.67,2024-06-17
G3SG1,略有磨损,StatTrak™,38620,G3SG1（StatTrak™） | 猎人,86,1.68,2.25,1.34,2024-06-17
G3SG1,崭新出厂,普通,34840,G3SG1 | 猎人,121,1.5,2.03,1.35,2024-06-17
G3SG1,略有磨损,纪念品,37656,G3SG1（纪念品） | 狩猎网格,207,1.44,2.1,1.46,2024-06-17
G3SG1,崭新出厂,普通,34853,G3SG1 | 橙光冲击,252,1.41,1.89,1.34,2024-06-17
G3SG1,久经沙场,普通,886679,G3SG1 | 梦之林地,1719,1.34,1.89,1.41,2024-06-17
G3SG1,战痕累累,普通,886988,G3SG1 | 梦之林地,248,1.19,1.67,1.4,2024-06-17
G3SG1,破损不堪,普通,886979,G3SG1 | 梦之林地,395,1.19,1.67,1.4,2024-06-17
G3SG1,破损不堪,StatTrak™,38629,G3SG1（StatTrak™） | 橙光冲击,13,1.19,1.23,1.03,2024-06-17
G3SG1,破损不堪,纪念品,37657,G3SG1（纪念品） | 狩猎网格,61,1.14,1.16,1.02,2024-06-17
G3SG1,战痕累累,纪念品,37653,G3SG1（纪念品） | 狩猎网格,95,1.13,1.45,1.28,2024-06-17
G3SG1,崭新出厂,普通,34886,G3SG1 | 通风机,195,1.12,1.81,1.62,2024-06-17
G3SG1,久经沙场,StatTrak™,38627,G3SG1（StatTrak™） | 橙光冲击,124,1.06,1.31,1.24,2024-06-17
G3SG1,战痕累累,纪念品,37638,G3SG1（纪念品） | 沙漠风暴,101,1,1.67,1.67,2024-06-17
G3SG1,战痕累累,StatTrak™,38625,G3SG1（StatTrak™） | 橙光冲击,23,0.92,1.23,1.34,2024-06-17
G3SG1,战痕累累,纪念品,37648,G3SG1（纪念品） | 极地迷彩,90,0.91,1.89,2.08,2024-06-17
G3SG1,略有磨损,纪念品,877178,G3SG1（纪念品） | 碧藤青翠,90,0.9,1.23,1.37,2024-06-17
G3SG1,崭新出厂,普通,34836,G3SG1 | 绿苹果,1452,0.8,1.02,1.27,2024-06-17
G3SG1,略有磨损,普通,34842,G3SG1 | 猎人,170,0.78,1.02,1.31,2024-06-17
G3SG1,崭新出厂,普通,34863,G3SG1 | 极地迷彩,208,0.76,1.02,1.34,2024-06-17
G3SG1,战痕累累,纪念品,877190,G3SG1（纪念品） | 碧藤青翠,34,0.74,1.02,1.38,2024-06-17
G3SG1,略有磨损,普通,34855,G3SG1 | 橙光冲击,285,0.74,0.94,1.27,2024-06-17
G3SG1,久经沙场,纪念品,37655,G3SG1（纪念品） | 狩猎网格,451,0.73,0.94,1.29,2024-06-17
G3SG1,久经沙场,StatTrak™,38639,G3SG1（StatTrak™） | 通风机,140,0.72,1.02,1.42,2024-06-17
G3SG1,久经沙场,StatTrak™,38619,G3SG1（StatTrak™） | 猎人,143,0.71,1.16,1.63,2024-06-17
G3SG1,破损不堪,纪念品,877034,G3SG1（纪念品） | 远古仪式,26,0.63,0.65,1.03,2024-06-17
G3SG1,久经沙场,纪念品,37640,G3SG1（纪念品） | 沙漠风暴,391,0.62,0.94,1.52,2024-06-17
G3SG1,破损不堪,StatTrak™,38621,G3SG1（StatTrak™） | 猎人,33,0.61,0.87,1.43,2024-06-17
G3SG1,战痕累累,StatTrak™,38617,G3SG1（StatTrak™） | 猎人,41,0.6,0.87,1.45,2024-06-17
G3SG1,崭新出厂,普通,34882,G3SG1 | 多变迷彩,211,0.59,0.8,1.36,2024-06-17
G3SG1,破损不堪,StatTrak™,38641,G3SG1（StatTrak™） | 通风机,16,0.57,1.02,1.79,2024-06-17
G3SG1,略有磨损,普通,34888,G3SG1 | 通风机,345,0.57,0.87,1.53,2024-06-17
G3SG1,略有磨损,普通,34838,G3SG1 | 绿苹果,855,0.57,0.8,1.4,2024-06-17
G3SG1,略有磨损,纪念品,877039,G3SG1（纪念品） | 远古仪式,154,0.54,0.51,0.94,2024-06-17
G3SG1,久经沙场,普通,34887,G3SG1 | 通风机,192,0.52,0.87,1.67,2024-06-17
G3SG1,崭新出厂,普通,34827,G3SG1 | 沙漠风暴,135,0.52,0.58,1.12,2024-06-17
G3SG1,战痕累累,普通,34852,G3SG1 | 橙光冲击,16,0.51,0.73,1.43,2024-06-17
G3SG1,崭新出厂,普通,34845,G3SG1 | 丛林虚线,87,0.47,0.58,1.23,2024-06-17
G3SG1,久经沙场,普通,34854,G3SG1 | 橙光冲击,157,0.46,0.8,1.74,2024-06-17
G3SG1,破损不堪,普通,34856,G3SG1 | 橙光冲击,30,0.42,1.23,2.93,2024-06-17
G3SG1,久经沙场,纪念品,877142,G3SG1（纪念品） | 碧藤青翠,186,0.41,0.8,1.95,2024-06-17
G3SG1,略有磨损,普通,34884,G3SG1 | 多变迷彩,232,0.41,0.58,1.41,2024-06-17
G3SG1,破损不堪,普通,34889,G3SG1 | 通风机,33,0.4,0.8,2.0,2024-06-17
G3SG1,久经沙场,普通,34837,G3SG1 | 绿苹果,297,0.39,0.65,1.67,2024-06-17
G3SG1,久经沙场,普通,34841,G3SG1 | 猎人,270,0.4,0.65,1.62,2024-06-17
G3SG1,久经沙场,普通,34883,G3SG1 | 多变迷彩,443,0.31,0.51,1.65,2024-06-17
G3SG1,破损不堪,普通,34885,G3SG1 | 多变迷彩,37,0.27,0.51,1.89,2024-06-17
G3SG1,战痕累累,普通,34839,G3SG1 | 猎人,88,0.27,0.51,1.89,2024-06-17
G3SG1,战痕累累,普通,34881,G3SG1 | 多变迷彩,46,0.25,0.51,2.04,2024-06-17
G3SG1,破损不堪,普通,34843,G3SG1 | 猎人,75,0.22,0.51,2.32,2024-06-17
G3SG1,久经沙场,纪念品,877027,G3SG1（纪念品） | 远古仪式,241,0.18,0.29,1.61,2024-06-17
G3SG1,略有磨损,普通,34865,G3SG1 | 极地迷彩,640,0.09,0.29,3.22,2024-06-17
G3SG1,战痕累累,纪念品,877010,G3SG1（纪念品） | 远古仪式,58,0.08,0.29,3.62,2024-06-17
G3SG1,破损不堪,普通,34866,G3SG1 | 极地迷彩,138,0.06,0.22,3.67,2024-06-17
G3SG1,久经沙场,普通,34864,G3SG1 | 极地迷彩,1026,0.06,0.22,3.67,2024-06-17
G3SG1,略有磨损,普通,34829,G3SG1 | 沙漠风暴,312,0.06,0.22,3.67,2024-06-17
G3SG1,战痕累累,普通,34862,G3SG1 | 极地迷彩,175,0.05,0.22,4.4,2024-06-17
G3SG1,破损不堪,普通,34830,G3SG1 | 沙漠风暴,113,0.04,0.22,5.5,2024-06-17
G3SG1,久经沙场,普通,34828,G3SG1 | 沙漠风暴,931,0.04,0.22,5.5,2024-06-17
G3SG1,战痕累累,普通,34826,G3SG1 | 沙漠风暴,173,0.04,0.22,5.5,2024-06-17
G3SG1,破损不堪,普通,34848,G3SG1 | 丛林虚线,285,0.03,0.22,7.33,2024-06-17
G3SG1,略有磨损,普通,34847,G3SG1 | 丛林虚线,715,0.03,0.22,7.33,2024-06-17
G3SG1,久经沙场,普通,34846,G3SG1 | 丛林虚线,1514,0.03,0.22,7.33,2024-06-17
G3SG1,战痕累累,普通,34844,G3SG1 | 丛林虚线,474,0.02,0.22,11.0,2024-06-17
G3SG1,战痕累累,普通,34867,G3SG1 | 狩猎网格,9,17.11,22.57,1.32,2024-06-20
G3SG1,久经沙场,普通,34818,G3SG1 | 雇佣兵,9,17.06,26.71,1.57,2024-06-20
G3SG1,崭新出厂,StatTrak™,38622,G3SG1（StatTrak™） | 黑暗豹纹,43,16.75,20.97,1.25,2024-06-20
G3SG1,崭新出厂,StatTrak™,887059,G3SG1（StatTrak™） | 梦之林地,111,15.8,22.57,1.43,2024-06-20
G3SG1,崭新出厂,普通,34809,G3SG1 | 碧蓝斑纹,40,14.3,18.14,1.27,2024-06-20
G3SG1,崭新出厂,StatTrak™,835690,G3SG1（StatTrak™） | 血腥迷彩,40,14.29,22.14,1.55,2024-06-20
G3SG1,略有磨损,StatTrak™,871688,G3SG1（StatTrak™） | 特训地图,26,13.93,17.64,1.27,2024-06-20
G3SG1,略有磨损,StatTrak™,38624,G3SG1（StatTrak™） | 黑暗豹纹,13,12.9,15.6,1.21,2024-06-20
G3SG1,略有磨损,StatTrak™,775768,G3SG1（StatTrak™） | 黑砂,22,11.5,15.02,1.31,2024-06-20
G3SG1,略有磨损,普通,34811,G3SG1 | 碧蓝斑纹,30,11.31,15.82,1.4,2024-06-20
G3SG1,久经沙场,普通,34810,G3SG1 | 碧蓝斑纹,18,10.94,16.04,1.47,2024-06-20
G3SG1,略有磨损,纪念品,37651,G3SG1（纪念品） | 极地迷彩,202,10.54,14.37,1.36,2024-06-20
G3SG1,崭新出厂,普通,871576,G3SG1 | 特训地图,47,9.94,13.5,1.36,2024-06-20
G3SG1,破损不堪,StatTrak™,759370,G3SG1（StatTrak™） | 公海,14,9.71,15.68,1.61,2024-06-20
G3SG1,略有磨损,普通,759255,G3SG1 | 公海,200,9.67,12.92,1.34,2024-06-20
G3SG1,崭新出厂,普通,763383,G3SG1 | 净化者,107,9.42,12.77,1.36,2024-06-20
G3SG1,略有磨损,StatTrak™,763361,G3SG1（StatTrak™） | 净化者,97,9.41,13.06,1.39,2024-06-20
G3SG1,久经沙场,StatTrak™,38623,G3SG1（StatTrak™） | 黑暗豹纹,9,9.39,12.19,1.3,2024-06-20
G3SG1,久经沙场,StatTrak™,759295,G3SG1（StatTrak™） | 公海,116,9.05,11.76,1.3,2024-06-20
G3SG1,破损不堪,StatTrak™,871844,G3SG1（StatTrak™） | 特训地图,6,8.76,6.46,0.74,2024-06-20
G3SG1,略有磨损,StatTrak™,38633,G3SG1（StatTrak™） | 毒刺,64,8.63,11.39,1.32,2024-06-20
G3SG1,崭新出厂,普通,775357,G3SG1 | 黑砂,36,8.33,11.32,1.36,2024-06-20
G3SG1,久经沙场,普通,34878,G3SG1 | 行刑者,267,7.99,11.39,1.43,2024-06-20
G3SG1,战痕累累,StatTrak™,759562,G3SG1（StatTrak™） | 公海,42,7.78,10.02,1.29,2024-06-20
G3SG1,略有磨损,StatTrak™,835788,G3SG1（StatTrak™） | 血腥迷彩,30,7.71,9.14,1.19,2024-06-20
G3SG1,崭新出厂,普通,34873,G3SG1 | 毒刺,157,7.69,10.16,1.32,2024-06-20
G3SG1,崭新出厂,普通,835592,G3SG1 | 血腥迷彩,87,6.98,9.29,1.33,2024-06-20
G3SG1,战痕累累,普通,34877,G3SG1 | 行刑者,27,6.9,8.78,1.27,2024-06-20
G3SG1,久经沙场,StatTrak™,871392,G3SG1（StatTrak™） | 特训地图,68,6.85,8.71,1.27,2024-06-20
G3SG1,崭新出厂,StatTrak™,38618,G3SG1（StatTrak™） | 猎人,52,6.77,10.09,1.49,2024-06-20
G3SG1,破损不堪,普通,34880,G3SG1 | 行刑者,69,6.77,9.0,1.33,2024-06-20
G3SG1,崭新出厂,普通,886675,G3SG1 | 梦之林地,322,6.66,9.72,1.46,2024-06-20
G3SG1,略有磨损,普通,871370,G3SG1 | 特训地图,66,6.01,7.48,1.24,2024-06-20
G3SG1,崭新出厂,StatTrak™,38626,G3SG1（StatTrak™） | 橙光冲击,89,5.95,7.91,1.33,2024-06-20
G3SG1,破损不堪,纪念品,37652,G3SG1（纪念品） | 极地迷彩,49,5.71,7.77,1.36,2024-06-20
G3SG1,破损不堪,StatTrak™,776417,G3SG1（StatTrak™） | 黑砂,20,5.68,6.1,1.07,2024-06-20
G3SG1,破损不堪,普通,835736,G3SG1 | 血腥迷彩,28,5.49,7.11,1.3,2024-06-20
G3SG1,略有磨损,普通,835569,G3SG1 | 血腥迷彩,41,5.36,6.75,1.26,2024-06-20
G3SG1,破损不堪,StatTrak™,763441,G3SG1（StatTrak™） | 净化者,14,5.24,8.93,1.7,2024-06-20
G3SG1,略有磨损,StatTrak™,886983,G3SG1（StatTrak™） | 梦之林地,272,5.19,7.33,1.41,2024-06-20
